Year,STATEID,State Abbreviation,CUSTOTT,JURTOTT,STATE POP,CUSTRATE,JURRATE
2011,23,ME,1978,2145,"1,328,150",0.148928961,0.161502842
2011,24,MD,22923,22558,"5,838,991",0.392584952,0.386333872
2011,25,MA,11467,11623,"6,613,149",0.17339697,0.175755907
2011,26,MI,42904,42940,"9,881,521",0.434184171,0.434548487
2011,27,MN,9309,9800,"5,345,668",0.174141005,0.183326013
2011,28,MS,10721,21386,"2,978,470",0.359949907,0.718019654
2011,29,MO,30969,30833,"6,009,641",0.515321963,0.513058933
2011,30,MT,1707,3678,"997,221",0.171175697,0.368824965
2011,31,NE,4657,4616,"1,840,538",0.253023844,0.250796235
2011,32,NV,12159,12778,"2,712,799",0.448208658,0.47102642
2011,33,NH,2423,2614,"1,319,815",0.183586336,0.198058061
2011,34,NJ,20755,23834,"8,827,783",0.235109993,0.269988512
2011,35,NM,3834,6998,"2,080,395",0.184291925,0.336378428
2011,36,NY,55196,55436,"19,498,514",0.283077982,0.284308845
2011,37,NC,39662,39440,"9,656,754",0.410717722,0.408418812
2011,38,ND,1385,1423,"685,136",0.202149646,0.20769599
2011,39,OH,47957,50964,"11,543,463",0.415447254,0.441496629
2011,40,OK,17724,25977,"3,787,821",0.467920739,0.685803263
2011,41,OR,13728,14510,"3,871,728",0.354570362,0.374768062
2011,42,PA,48515,51578,"12,744,583",0.380671537,0.404705278
2011,44,RI,3032,3337,"1,053,536",0.287792728,0.316742855
2011,45,SC,22343,22914,"4,671,422",0.478291193,0.490514451
2011,46,SD,3551,3535,"823,484",0.431216636,0.429273671
2011,47,TN,14684,28479,"6,397,410",0.229530388,0.445164528
2011,48,TX,141353,172224,"25,646,227",0.551164895,0.671537377
2011,49,UT,5294,6879,"2,814,216",0.188116335,0.244437527
2011,50,VT,1531,2053,"626,979",0.244186807,0.327443184
2011,51,VA,28962,38130,"8,100,469",0.357534854,0.470713486
2011,53,WA,17109,17847,"6,821,655",0.25080424,0.261622729
2011,54,WV,5149,6826,"1,856,074",0.277413508,0.367765509
2011,55,WI,22352,22657,"5,704,755",0.391813496,0.397159913
2011,56,WY,1917,2183,"567,224",0.337961722,0.384856776
2012,1,AL,26230,32431,"4,815,564",0.544692169,0.673462132
2012,2,AK,4575,5633,"730,399",0.62636997,0.771222305
2012,4,AZ,33578,40080,"6,556,629",0.512122922,0.611289734
2012,5,AR,14043,14654,"2,952,109",0.475693818,0.496390885
2012,6,CA,132935,134534,"37,960,782",0.350190362,0.354402604
2012,8,CO,16389,20462,"5,193,721",0.315554109,0.393975726
2012,9,CT,16347,17530,"3,594,395",0.454791418,0.487703772
2012,10,DE,6730,6914,"915,188",0.735368034,0.755473192
2012,11,DC,NA,NA,"634,725",NA,NA
2012,12,FL,88134,101930,"19,326,230",0.45603307,0.527417919
2012,13,GA,47278,55457,"9,901,496",0.477483403,0.560087082
2012,15,HI,3661,5831,"1,394,905",0.262455149,0.418021299
2012,16,ID,4990,7985,"1,595,441",0.312766188,0.50048858
2012,17,IL,49348,49348,"12,884,119",0.383014159,0.383014159
2012,18,IN,23783,28831,"6,537,640",0.363785709,0.441000116
2012,19,IA,8735,8733,"3,076,097",0.283963737,0.28389872
2012,20,KS,9422,9682,"2,885,361",0.326544928,0.335555932
2012,21,KY,12186,22110,"4,386,381",0.277814444,0.504060181
2012,22,LA,15645,40172,"4,600,814",0.340048522,0.873149838
2012,23,ME,1977,2108,"1,327,691",0.148905129,0.158771883
2012,24,MD,21783,21522,"5,887,072",0.37001416,0.365580717
2012,25,MA,11127,11308,"6,663,158",0.166992888,0.169709318
2012,26,MI,43594,43636,"9,896,930",0.440480028,0.440904402
2012,27,MN,9421,9938,"5,376,550",0.175223889,0.184839721
2012,28,MS,11457,22319,"2,983,767",0.383977703,0.748014171
2012,29,MO,31205,31247,"6,024,081",0.518004323,0.518701525
2012,30,MT,1677,3609,"1,003,754",0.167072809,0.359550248
2012,31,NE,4721,4705,"1,853,323",0.254731636,0.253868322
2012,32,NV,12594,12883,"2,744,566",0.458870364,0.469400262
2012,33,NH,2568,2790,"1,323,962",0.193963271,0.210731124
2012,34,NJ,20333,23225,"8,845,483",0.229868736,0.26256339
2012,35,NM,3641,6727,"2,087,549",0.174415068,0.322243933
2012,36,NY,54058,54210,"19,574,549",0.276164728,0.276941247
2012,37,NC,37378,37136,"9,749,123",0.383398589,0.380916314
2012,38,ND,1413,1512,"701,116",0.201535837,0.215656182
2012,39,OH,45529,50876,"11,548,369",0.394246149,0.440547059
2012,40,OK,17947,25225,"3,818,600",0.469989001,0.660582412
2012,41,OR,14123,14840,"3,899,118",0.36221012,0.380598894
2012,42,PA,49009,51125,"12,766,827",0.383877686,0.40045189
2012,44,RI,3042,3318,"1,054,601",0.288450324,0.314621359
2012,45,SC,21867,22388,"4,717,112",0.463567539,0.474612432
2012,46,SD,3581,3650,"833,496",0.429636135,0.437914519
2012,47,TN,14652,28411,"6,451,281",0.227117684,0.440393156
2012,48,TX,136578,166372,"26,089,620",0.523495551,0.637694225
2012,49,UT,5309,6962,"2,853,467",0.186054368,0.243983897
2012,50,VT,1530,2034,"626,063",0.244384351,0.324887431
2012,51,VA,28149,37044,"8,185,229",0.343899969,0.452571333
2012,53,WA,16919,17271,"6,892,876",0.245456323,0.250563045
2012,54,WV,5335,7070,"1,856,764",0.287327846,0.380769985
2012,55,WI,22401,22600,"5,719,855",0.391635802,0.395114911
2012,56,WY,1951,2204,"576,270",0.338556579,0.382459611
2013,1,AL,26271,32381,"4,830,460",0.543861247,0.670350236
2013,2,AK,5054,5081,"737,045",0.685711185,0.689374462
2013,4,AZ,34626,41177,"6,634,999",0.521868956,0.620602957
2013,5,AR,14295,17235,"2,959,549",0.483012783,0.582352244
2013,6,CA,134339,135981,"38,280,824",0.350930273,0.355219626
2013,8,CO,16286,20371,"5,270,482",0.309003996,0.386511139
2013,9,CT,16594,17563,"3,594,915",0.461596449,0.48855119
2013,10,DE,6798,7004,"923,638",0.736002633,0.758305743
2013,11,DC,NA,NA,"650,431",NA,NA
2013,12,FL,89139,103028,"19,563,166",0.455647107,0.526642773
2013,13,GA,45801,54004,"9,973,326",0.459234963,0.541484355
2013,15,HI,3752,5632,"1,408,453",0.266391566,0.399871348
2013,16,ID,4474,8242,"1,611,530",0.277624369,0.51143944
2013,17,IL,48653,48653,"12,898,269",0.377205654,0.377205654
2013,18,IN,28495,29913,"6,568,367",0.433821679,0.455409998
2013,19,IA,8707,8697,"3,093,078",0.281499529,0.281176226
2013,20,KS,9515,9763,"2,893,510",0.328839368,0.337410273
2013,21,KY,12141,21030,"4,404,817",0.275630066,0.477431866
2013,22,LA,15636,39299,"4,624,577",0.338106599,0.849785829
2013,23,ME,2073,2173,"1,328,196",0.156076362,0.163605371
2013,24,MD,21676,21335,"5,923,704",0.365919702,0.360163168
2013,25,MA,10622,10950,"6,713,944",0.158208052,0.163093407
2013,26,MI,43704,43759,"9,913,349",0.440860097,0.441414904
2013,27,MN,9391,10289,"5,413,693",0.173467539,0.190055107
2013,28,MS,11197,21969,"2,988,797",0.374632335,0.735044903
2013,29,MO,31499,31537,"6,040,658",0.521449816,0.522078886
2013,30,MT,1666,3642,"1,013,564",0.164370479,0.359326101
2013,31,NE,5012,5026,"1,865,414",0.268680304,0.269430807
2013,32,NV,12789,13056,"2,776,972",0.460537593,0.470152382
2013,33,NH,2623,3018,"1,326,408",0.197752125,0.2275318
2013,34,NJ,19528,22452,"8,858,362",0.220447076,0.253455436
2013,35,NM,3783,6931,"2,092,792",0.180763306,0.33118437
2013,36,NY,53312,53550,"19,628,043",0.271611388,0.272823939
2013,37,NC,37176,36922,"9,843,599",0.377666746,0.375086389
2013,38,ND,1257,1576,"721,999",0.174099964,0.218282851
2013,39,OH,46224,51729,"11,576,576",0.399289047,0.446841968
2013,40,OK,18313,27547,"3,853,205",0.475266694,0.714911353
2013,41,OR,14605,15517,"3,922,908",0.372300345,0.395548404
2013,42,PA,49425,51422,"12,776,621",0.386839369,0.402469479
2013,44,RI,3168,3361,"1,055,122",0.300249639,0.318541363
2013,45,SC,21534,22060,"4,764,153",0.452000597,0.463041384
2013,46,SD,3596,3682,"842,270",0.42694148,0.437151982
2013,47,TN,15655,28521,"6,493,432",0.241089766,0.439228439
2013,48,TX,140839,168280,"26,489,464",0.531679312,0.635271442
2013,49,UT,5382,7077,"2,897,927",0.185718964,0.24420905
2013,50,VT,1579,2078,"626,212",0.252151029,0.331836503
2013,51,VA,28431,36982,"8,253,053",0.344490699,0.448100842
2013,53,WA,17760,17984,"6,962,906",0.255065916,0.258282964
2013,54,WV,5708,6824,"1,853,873",0.307895956,0.368094255
2013,55,WI,22443,22471,"5,736,952",0.391200763,0.391688827
2013,56,WY,2036,2310,"582,123",0.349754262,0.396823352
2014,1,AL,25664,31771,"4,842,481",0.529976266,0.656089306
2014,2,AK,5728,5794,"736,307",0.777936377,0.786900029
2014,4,AZ,35181,42259,"6,733,840",0.522450786,0.627561688
2014,5,AR,15250,17874,"2,967,726",0.513861455,0.602279321
2014,6,CA,134430,136085,"38,625,139",0.348037582,0.352322357
2014,8,CO,16687,20646,"5,351,218",0.311835548,0.385818705
2014,9,CT,16167,16636,"3,594,783",0.449735074,0.462781759
2014,10,DE,6730,6955,"932,596",0.721641525,0.745767728
2014,11,DC,NA,NA,"662,513",NA,NA
2014,12,FL,88478,102870,"19,860,330",0.445501157,0.517967224
2014,13,GA,44818,52949,"10,069,001",0.445108705,0.525861503
2014,15,HI,3965,5866,"1,414,862",0.280239345,0.414598738
2014,16,ID,6858,8117,"1,631,479",0.420354782,0.497524026
2014,17,IL,48278,48278,"12,888,962",0.374568565,0.374568565
2014,18,IN,28073,29271,"6,593,533",0.425765671,0.443934989
2014,19,IA,8845,8838,"3,109,504",0.28445051,0.284225394
2014,20,KS,9539,9877,"2,900,896",0.328829438,0.34048101
2014,21,KY,12114,21657,"4,414,483",0.27441492,0.490589725
2014,22,LA,15568,38030,"4,644,204",0.335213526,0.818870144
2014,23,ME,2199,2242,"1,330,760",0.165243921,0.168475157
2014,24,MD,21236,21011,"5,958,165",0.356418461,0.352642131
2014,25,MA,10447,10713,"6,763,652",0.154457976,0.158390763
2014,26,MI,43359,43390,"9,930,589",0.436620627,0.436932794
2014,27,MN,9576,10637,"5,451,522",0.175657367,0.195119822
2014,28,MS,8955,18793,"2,990,623",0.299435937,0.628397494
2014,29,MO,31903,31942,"6,056,293",0.526774382,0.52741834
2014,30,MT,1687,3699,"1,021,891",0.1650861,0.361975984
2014,31,NE,5228,5441,"1,879,522",0.278155829,0.289488498
2014,32,NV,12693,12537,"2,819,012",0.450264135,0.444730281
2014,33,NH,2723,2963,"1,333,223",0.204241901,0.222243391
2014,34,NJ,18633,21590,"8,866,780",0.21014393,0.243493128
2014,35,NM,3876,7021,"2,090,342",0.185424203,0.335878052
2014,36,NY,52362,52518,"19,656,330",0.266387469,0.267181107
2014,37,NC,37348,37096,"9,933,944",0.375963464,0.373426707
2014,38,ND,1325,1718,"737,382",0.179689767,0.23298643
2014,39,OH,46151,51519,"11,602,973",0.397751507,0.444015512
2014,40,OK,19126,27650,"3,878,367",0.493145698,0.712928921
2014,41,OR,14492,15075,"3,964,106",0.365580537,0.38028751
2014,42,PA,48538,50694,"12,789,101",0.379526286,0.39638439
2014,44,RI,3133,3359,"1,056,017",0.29668083,0.318082001
2014,45,SC,20948,21401,"4,823,793",0.434264074,0.443655024
2014,46,SD,3497,3608,"849,088",0.411853659,0.424926509
2014,47,TN,15699,28769,"6,540,826",0.240015558,0.439837415
2014,48,TX,139879,166043,"26,977,142",0.518509337,0.615495148
2014,49,UT,5307,7031,"2,937,399",0.180670042,0.239361421
2014,50,VT,1548,1979,"625,218",0.247593639,0.316529594
2014,51,VA,28480,37544,"8,312,076",0.342634018,0.451680182
2014,53,WA,17180,18120,"7,052,439",0.243603667,0.256932389
2014,54,WV,5867,6896,"1,849,467",0.317226531,0.372864182
2014,55,WI,22572,22597,"5,751,974",0.392421802,0.392856435
2014,56,WY,2114,2383,"582,548",0.362888552,0.409065004
2015,1,AL,24814,30810,"4,853,160",0.511295733,0.634844102
2015,2,AK,5247,5338,"737,547",0.71141229,0.723750486
2015,4,AZ,35733,42719,"6,833,596",0.522901851,0.625132068
2015,5,AR,15784,17707,"2,978,407",0.52994772,0.594512436
2015,6,CA,127815,129593,"38,953,142",0.328125007,0.332689466
2015,8,CO,15972,20168,"5,452,107",0.292950964,0.369912036
2015,9,CT,15500,15816,"3,587,509",0.432054665,0.440863006
2015,10,DE,6437,6654,"941,413",0.683759413,0.70680987
2015,11,DC,NA,NA,"675,254",NA,NA
2015,12,FL,86998,101424,"20,224,249",0.430166777,0.50149699
2015,13,GA,44049,52193,"10,181,111",0.432654157,0.512645427
2015,15,HI,4073,5879,"1,422,484",0.28633011,0.413291116
2015,16,ID,6693,8052,"1,651,523",0.405262294,0.487549977
2015,17,IL,46240,46240,"12,864,342",0.35944318,0.35944318
2015,18,IN,26586,27355,"6,608,296",0.402312487,0.413949375
2015,19,IA,8864,8849,"3,121,460",0.283969681,0.283489136
2015,20,KS,9533,9857,"2,909,502",0.327650574,0.3387865
2015,21,KY,11959,21701,"4,425,999",0.270198886,0.490307386
2015,22,LA,15295,36377,"4,664,851",0.327877568,0.779810545
2015,23,ME,2190,2279,"1,328,484",0.164849558,0.171548923
2015,24,MD,20921,20764,"5,986,717",0.349456973,0.3468345
2015,25,MA,9493,9922,"6,795,891",0.139687349,0.145999987
2015,26,MI,42628,42628,"9,932,573",0.42917379,0.42917379
2015,27,MN,9578,10798,"5,482,503",0.174701227,0.196953837
2015,28,MS,10021,18911,"2,988,693",0.335297068,0.632751507
2015,29,MO,32295,32330,"6,071,745",0.531889926,0.532466367
2015,30,MT,1686,3685,"1,030,503",0.163609422,0.35759236
2015,31,NE,5133,5372,"1,891,507",0.271370923,0.28400635
2015,32,NV,13235,13071,"2,868,666",0.461364272,0.455647329
2015,33,NH,2661,2897,"1,336,294",0.199132826,0.21679361
2015,34,NJ,17431,20489,"8,870,869",0.196497096,0.23096948
2015,35,NM,4078,7169,"2,090,211",0.195099921,0.342979728
2015,36,NY,51485,51727,"19,661,411",0.261858114,0.263088951
2015,37,NC,36888,36617,"10,033,079",0.367663805,0.36496274
2015,38,ND,1345,1795,"754,022",0.178376758,0.238056715
2015,39,OH,46190,52233,"11,617,850",0.397577865,0.449592653
2015,40,OK,19875,28547,"3,909,831",0.508333992,0.73013386
2015,41,OR,14655,15245,"4,016,918",0.364831943,0.379519821
2015,42,PA,48241,49858,"12,785,759",0.377302591,0.389949474
2015,44,RI,2982,3248,"1,056,173",0.282340109,0.307525377
2015,45,SC,20457,20929,"4,892,253",0.418150901,0.427798808
2015,46,SD,3514,3564,"853,933",0.411507694,0.417362955
2015,47,TN,14628,28172,"6,590,808",0.221945473,0.427443797
2015,48,TX,138199,163909,"27,486,814",0.502782898,0.596318657
2015,49,UT,4831,6492,"2,982,497",0.161978369,0.217669959
2015,50,VT,1509,1750,"625,197",0.241363922,0.279911772
2015,51,VA,30430,38403,"8,362,907",0.363868688,0.45920635
2015,53,WA,17222,18284,"7,163,543",0.240411763,0.255236829
2015,54,WV,5925,7118,"1,841,996",0.321661936,0.386428635
2015,55,WI,22914,22975,"5,761,406",0.397715419,0.398774188
2015,56,WY,2133,2424,"585,668",0.364199512,0.413886366
2016,1,AL,23397,28883,4863300,0.481093085,0.593897148
2016,2,AK,4378,4434,741894,0.590111256,0.597659504
2016,4,AZ,33963,42320,6931071,0.490010851,0.610583848
2016,5,AR,15833,17537,2988248,0.529842235,0.586865615
2016,6,CA,129416,130390,39250017,0.32972215,0.332203678
2016,8,CO,15922,19981,5540545,0.287372452,0.360632393
2016,9,CT,14532,14957,3576452,0.40632448,0.418207766
2016,10,DE,6334,6585,952065,0.66529071,0.691654456
2016,11,DC,NA,NA,681170,NA,NA
2016,12,FL,85834,99974,20612439,0.416418455,0.485017809
2016,13,GA,45460,53627,10310371,0.440915269,0.520126773
2016,15,HI,3777,5602,1428557,0.26439267,0.392143961
2016,16,ID,6801,8252,1683140,0.40406621,0.49027413
2016,17,IL,43616,43657,12801539,0.340709035,0.341029309
2016,18,IN,25143,25546,6633053,0.37905622,0.385131854
2016,19,IA,9049,9031,3134693,0.288672607,0.288098388
2016,20,KS,9653,9920,2907289,0.332027535,0.341211348
2016,21,KY,11867,23022,4436974,0.267457055,0.518867138
2016,22,LA,15059,35682,4681666,0.321658999,0.76216458
2016,23,ME,2356,2404,1331479,0.176946088,0.180551101
2016,24,MD,20211,19994,6016447,0.335929162,0.332322382
2016,25,MA,9038,9403,6811779,0.132681932,0.138040298
2016,26,MI,41122,41122,9928300,0.41418974,0.41418974
2016,27,MN,9509,10592,5519952,0.172265991,0.191885727
2016,28,MS,10642,19192,2988726,0.35607145,0.64214652
2016,29,MO,32427,32461,6093000,0.532200886,0.532758904
2016,30,MT,1718,3814,1042520,0.164793002,0.3658443
2016,31,NE,5167,5302,1907116,0.270932654,0.278011406
2016,32,NV,13932,13757,2940058,0.473868203,0.467915939
2016,33,NH,2599,2818,1334795,0.194711547,0.211118561
2016,34,NJ,16738,19786,8944469,0.187132406,0.221209331
2016,35,NM,3956,7055,2081015,0.190099543,0.339017258
2016,36,NY,50611,50716,19745289,0.256319368,0.256851141
2016,37,NC,35970,35697,10146788,0.354496418,0.351805911
2016,38,ND,1379,1791,757952,0.181937642,0.236294647
2016,39,OH,45913,52175,11614373,0.395311912,0.449227866
2016,40,OK,19218,26871,3923561,0.48981015,0.684862552
2016,41,OR,14579,15166,4093465,0.356153039,0.370492969
2016,42,PA,47607,49244,12784227,0.372388569,0.385193411
2016,44,RI,2887,3103,1056426,0.273279908,0.293726205
2016,45,SC,20376,20858,4961119,0.410713793,0.420429343
2016,46,SD,3736,3831,865454,0.431680944,0.442657842
2016,47,TN,14106,28203,6651194,0.212082222,0.424029129
2016,48,TX,137584,163703,27862596,0.49379462,0.587536782
2016,49,UT,4502,6182,3051217,0.147547683,0.202607681
2016,50,VT,1471,1735,624594,0.235512989,0.277780446
2016,51,VA,29882,37813,8411808,0.355238731,0.449522861
2016,53,WA,17228,19104,7288000,0.236388584,0.262129528
2016,54,WV,5899,7162,1831102,0.322155729,0.391130587
2016,55,WI,23163,23377,5778708,0.400833543,0.404536793
2016,56,WY,2083,2374,585501,0.355763696,0.405464722
