Year,FIPS,All Ages in Poverty Percent,Median Household Income in Dollars
1997,28059,13.6,"$34,411 "
1996,28059,NA,NA
1995,28059,14.7,"$34,043 "
1993,28059,16.3,"$30,723 "
1989,28059,15.4,"$26,310 "
2017,28061,23.8,"$35,916 "
2016,28061,22.7,"$34,806 "
2015,28061,22.8,"$35,092 "
2014,28061,22.7,"$35,019 "
2013,28061,24.2,"$33,606 "
2012,28061,22.9,"$31,861 "
2011,28061,24.7,"$30,574 "
2010,28061,19.6,"$32,501 "
2009,28061,21.7,"$29,822 "
2008,28061,21,"$30,950 "
2007,28061,19.2,"$30,351 "
2006,28061,23.6,"$27,837 "
2005,28061,23,"$28,479 "
2004,28061,21.3,"$26,534 "
2003,28061,20.8,"$25,871 "
2002,28061,20.7,"$25,030 "
2001,28061,20.1,"$24,841 "
2000,28061,18.7,"$25,396 "
1999,28061,18.9,"$24,143 "
1998,28061,18.4,"$24,173 "
1997,28061,19.8,"$23,612 "
1996,28061,NA,NA
1995,28061,22.3,"$22,278 "
1993,28061,26.2,"$18,552 "
1989,28061,27,"$15,865 "
2017,28063,34.1,"$27,925 "
2016,28063,33.7,"$26,731 "
2015,28063,39.3,"$26,405 "
2014,28063,38.5,"$26,408 "
2013,28063,35.4,"$26,401 "
2012,28063,33,"$24,437 "
2011,28063,37.5,"$23,420 "
2010,28063,37.9,"$24,671 "
2009,28063,33.4,"$23,335 "
2008,28063,37.5,"$24,352 "
2007,28063,35.2,"$23,761 "
2006,28063,34.5,"$22,234 "
2005,28063,33.6,"$21,203 "
2004,28063,29.6,"$20,978 "
2003,28063,28.2,"$19,836 "
2002,28063,34,"$18,700 "
2001,28063,32.5,"$18,678 "
2000,28063,29.2,"$19,181 "
1999,28063,26.2,"$18,888 "
1998,28063,26.6,"$17,685 "
1997,28063,28.3,"$16,349 "
1996,28063,NA,NA
1995,28063,35.6,"$15,037 "
1993,28063,39.3,"$11,713 "
1989,28063,38.4,"$12,919 "
2017,28065,28.7,"$28,043 "
2016,28065,26.9,"$30,815 "
2015,28065,30.5,"$28,845 "
2014,28065,29.8,"$28,271 "
2013,28065,30.1,"$27,754 "
2012,28065,30.4,"$27,098 "
2011,28065,29.8,"$27,808 "
2010,28065,25,"$27,988 "
2009,28065,27.2,"$25,955 "
2008,28065,27.8,"$26,590 "
2007,28065,29,"$26,133 "
2006,28065,29.2,"$24,541 "
2005,28065,30.1,"$23,782 "
2004,28065,25.3,"$22,426 "
2003,28065,23,"$22,027 "
2002,28065,26,"$21,277 "
2001,28065,27.6,"$21,760 "
2000,28065,25.5,"$22,556 "
1999,28065,24.6,"$21,450 "
1998,28065,23.9,"$21,960 "
1997,28065,24.3,"$21,064 "
1996,28065,NA,NA
1995,28065,31.2,"$18,989 "
1993,28065,34.8,"$15,804 "
1989,28065,32.3,"$14,797 "
2017,28067,21.3,"$39,459 "
2016,28067,20.5,"$40,283 "
2015,28067,23.2,"$36,413 "
2014,28067,24.4,"$37,367 "
2013,28067,21.6,"$36,204 "
2012,28067,25.8,"$35,322 "
2011,28067,20.1,"$37,030 "
2010,28067,23.4,"$35,696 "
2009,28067,24.5,"$34,023 "
2008,28067,22.3,"$36,080 "
2007,28067,21.7,"$34,279 "
2006,28067,19.2,"$32,463 "
2005,28067,25,"$30,814 "
2004,28067,19.6,"$30,112 "
2003,28067,18.7,"$29,282 "
2002,28067,18.9,"$28,495 "
2001,28067,18.8,"$28,491 "
2000,28067,17.2,"$29,314 "
1999,28067,17.3,"$28,319 "
1998,28067,16.1,"$28,280 "
1997,28067,16.5,"$26,639 "
1996,28067,NA,NA
1995,28067,19.8,"$24,586 "
1993,28067,23.2,"$21,717 "
1989,28067,21,"$19,810 "
2017,28069,29.8,"$32,026 "
2016,28069,28.3,"$31,018 "
2015,28069,31.9,"$30,381 "
2014,28069,28.2,"$33,015 "
2013,28069,30.4,"$30,849 "
2012,28069,28.6,"$29,162 "
2011,28069,28.9,"$27,601 "
2010,28069,26.6,"$27,711 "
2009,28069,27.7,"$27,069 "
2008,28069,26.3,"$28,549 "
2007,28069,25.9,"$27,789 "
2006,28069,27.5,"$26,215 "
2005,28069,24.8,"$26,240 "
2004,28069,21.5,"$24,793 "
2003,28069,20,"$24,763 "
2002,28069,21.3,"$24,190 "
2001,28069,22.7,"$23,899 "
2000,28069,21.5,"$24,596 "
1999,28069,22.8,"$23,606 "
1998,28069,20.7,"$23,733 "
1997,28069,20.2,"$21,670 "
1996,28069,NA,NA
1995,28069,24.1,"$20,067 "
1993,28069,29.8,"$16,062 "
1989,28069,33,"$13,675 "
2017,28071,21.1,"$47,899 "
2016,28071,20.7,"$42,287 "
2015,28071,21,"$43,435 "
2014,28071,25.9,"$40,797 "
2013,28071,27.8,"$40,749 "
2012,28071,21.9,"$40,696 "
2011,28071,23.1,"$39,853 "
2010,28071,20.9,"$38,725 "
2009,28071,22.3,"$41,554 "
2008,28071,20.6,"$37,732 "
2007,28071,18.9,"$38,910 "
2006,28071,23.8,"$34,969 "
2005,28071,20.7,"$32,458 "
2004,28071,16.2,"$32,314 "
2003,28071,15.9,"$31,338 "
2002,28071,16.2,"$29,857 "
2001,28071,17.1,"$29,190 "
2000,28071,15.4,"$29,757 "
1999,28071,14.5,"$28,946 "
1998,28071,13.9,"$30,464 "
1997,28071,14.3,"$27,958 "
1996,28071,NA,NA
1995,28071,16.8,"$25,616 "
1993,28071,18.9,"$23,789 "
1989,28071,21.1,"$19,772 "
2017,28073,15.5,"$57,125 "
2016,28073,12.6,"$57,419 "
2015,28073,16.4,"$53,205 "
2014,28073,14.2,"$51,389 "
2013,28073,16.4,"$51,337 "
2012,28073,17.1,"$48,057 "
2011,28073,17,"$49,250 "
2010,28073,16.2,"$49,742 "
2009,28073,14.2,"$49,407 "
2008,28073,14.5,"$48,826 "
2007,28073,12.7,"$47,134 "
2006,28073,12.9,"$45,117 "
2005,28073,12.4,"$42,732 "
2004,28073,14.2,"$41,056 "
2003,28073,13.8,"$39,520 "
2002,28073,14,"$37,948 "
2001,28073,14.4,"$37,308 "
2000,28073,13.8,"$37,709 "
1999,28073,14.8,"$36,596 "
1998,28073,14.5,"$33,372 "
1997,28073,14.9,"$32,363 "
1996,28073,NA,NA
1995,28073,17.1,"$31,247 "
1993,28073,19.5,"$28,790 "
1989,28073,18.3,"$24,216 "
2017,28075,20.5,"$43,538 "
2016,28075,23.7,"$40,949 "
2015,28075,22,"$38,334 "
2014,28075,21.7,"$38,869 "
2013,28075,26.2,"$35,038 "
2012,28075,26.4,"$35,874 "
2011,28075,23,"$36,420 "
2010,28075,24.4,"$34,199 "
2009,28075,23.9,"$33,534 "
2008,28075,20.8,"$36,822 "
2007,28075,23.2,"$32,778 "
2006,28075,24,"$32,796 "
2005,28075,20.6,"$32,292 "
2004,28075,20.1,"$32,125 "
2003,28075,18.9,"$31,597 "
2002,28075,18.9,"$30,629 "
2001,28075,18.9,"$30,339 "
2000,28075,18.1,"$31,194 "
1999,28075,18.5,"$29,854 "
1998,28075,17.5,"$29,657 "
1997,28075,17.5,"$28,225 "
1996,28075,NA,NA
1995,28075,19.9,"$26,628 "
1993,28075,23.6,"$23,916 "
1989,28075,22.2,"$20,577 "
2017,28077,19.7,"$38,446 "
2016,28077,19.7,"$42,291 "
2015,28077,20.9,"$39,460 "
2014,28077,22.3,"$38,471 "
2013,28077,20.2,"$36,317 "
2012,28077,22.6,"$35,342 "
2011,28077,19.9,"$35,396 "
2010,28077,18.2,"$36,844 "
2009,28077,20.5,"$34,818 "
2008,28077,20.2,"$33,123 "
2007,28077,18.4,"$34,189 "
2006,28077,20.8,"$32,300 "
2005,28077,18.9,"$31,964 "
2004,28077,17.9,"$30,950 "
2003,28077,17.5,"$30,242 "
2002,28077,18.2,"$28,636 "
2001,28077,17.7,"$29,044 "
2000,28077,17.7,"$29,309 "
1999,28077,19.6,"$27,795 "
1998,28077,18.4,"$26,328 "
1997,28077,17.5,"$24,574 "
1996,28077,NA,NA
1995,28077,21.9,"$22,460 "
1993,28077,24.6,"$19,051 "
1989,28077,20.9,"$18,233 "
2017,28079,21.7,"$36,031 "
2016,28079,24.9,"$35,644 "
2015,28079,24.3,"$35,804 "
2014,28079,27.1,"$32,239 "
2013,28079,27.9,"$34,099 "
2012,28079,27.5,"$30,062 "
2011,28079,27.1,"$33,007 "
2010,28079,27.1,"$31,672 "
2009,28079,26.9,"$30,509 "
2008,28079,23.6,"$31,525 "
2007,28079,20.5,"$32,364 "
2006,28079,22.1,"$30,931 "
2005,28079,22.5,"$28,620 "
2004,28079,20.8,"$28,734 "
2003,28079,19.9,"$27,646 "
2002,28079,21.7,"$26,379 "
2001,28079,22.3,"$26,573 "
2000,28079,20.7,"$27,207 "
1999,28079,20.2,"$25,957 "
1998,28079,19.6,"$25,154 "
1997,28079,19.5,"$23,054 "
1996,28079,NA,NA
1995,28079,24,"$21,436 "
1993,28079,27.5,"$17,939 "
1989,28079,28.4,"$14,802 "
2017,28081,14,"$51,559 "
2016,28081,17,"$43,834 "
2015,28081,17.4,"$43,098 "
2014,28081,19.4,"$43,374 "
2013,28081,18,"$43,221 "
2012,28081,19.5,"$41,371 "
2011,28081,16.6,"$40,983 "
2010,28081,20.5,"$41,026 "
2009,28081,17.6,"$38,390 "
2008,28081,17.7,"$39,970 "
2007,28081,15.4,"$42,473 "
2006,28081,18.4,"$36,285 "
2005,28081,17.5,"$37,073 "
2004,28081,14.7,"$37,235 "
2003,28081,14.1,"$37,057 "
2002,28081,13.7,"$36,308 "
2001,28081,13.9,"$35,988 "
2000,28081,12.4,"$36,911 "
1999,28081,13.2,"$35,310 "
1998,28081,12.5,"$34,642 "
1997,28081,12,"$33,160 "
1996,28081,NA,NA
1995,28081,13.7,"$31,350 "
1993,28081,15.6,"$28,040 "
1989,28081,13.6,"$23,577 "
2017,28083,42.2,"$25,569 "
2016,28083,35.6,"$27,573 "
2015,28083,42.3,"$26,520 "
2014,28083,40.1,"$26,439 "
2013,28083,44.8,"$24,704 "
2012,28083,41.1,"$25,075 "
2011,28083,43.2,"$24,839 "
2010,28083,37.2,"$26,037 "
2009,28083,40.4,"$24,821 "
2008,28083,38.8,"$23,614 "
2007,28083,42.4,"$24,568 "
2006,28083,44.6,"$23,618 "
2005,28083,36.5,"$22,640 "
2004,28083,31.6,"$22,709 "
2003,28083,29.5,"$21,943 "
2002,28083,32.2,"$21,087 "
2001,28083,31.8,"$21,345 "
2000,28083,29.1,"$22,285 "
1999,28083,28.1,"$21,685 "
1998,28083,27.2,"$22,134 "
1997,28083,29.1,"$21,027 "
1996,28083,NA,NA
1995,28083,34.7,"$19,610 "
1993,28083,37.6,"$17,619 "
1989,28083,38.6,"$15,770 "
2017,28085,18.2,"$40,898 "
2016,28085,20,"$39,701 "
2015,28085,20,"$40,627 "
2014,28085,21.6,"$36,118 "
2013,28085,26.9,"$33,632 "
2012,28085,22.6,"$35,653 "
2011,28085,24.1,"$36,112 "
2010,28085,17.8,"$35,523 "
2009,28085,19,"$38,194 "
2008,28085,20.6,"$34,050 "
2007,28085,18.4,"$36,726 "
2006,28085,18.3,"$34,577 "
2005,28085,20.8,"$31,441 "
2004,28085,18.6,"$30,667 "
2003,28085,17.7,"$30,353 "
2002,28085,18.1,"$28,865 "
2001,28085,18.2,"$28,296 "
2000,28085,17.1,"$28,877 "
1999,28085,18.1,"$27,549 "
1998,28085,16.8,"$28,100 "
1997,28085,17.7,"$25,922 "
1996,28085,NA,NA
1995,28085,21.3,"$24,073 "
1993,28085,23.5,"$21,052 "
1989,28085,22.1,"$19,039 "
2017,28087,22.2,"$42,277 "
2016,28087,21.2,"$44,142 "
2015,28087,23.5,"$41,880 "
2014,28087,23.6,"$39,937 "
2013,28087,23.5,"$38,839 "
2012,28087,29.4,"$36,626 "
2011,28087,24.4,"$38,605 "
2010,28087,25.8,"$35,774 "
2009,28087,25.6,"$36,143 "
2008,28087,22.6,"$36,069 "
2007,28087,21.3,"$35,016 "
2006,28087,18.6,"$38,583 "
2005,28087,21,"$34,577 "
2004,28087,20.2,"$32,631 "
2003,28087,19.2,"$31,899 "
2002,28087,18.4,"$31,354 "
2001,28087,19.1,"$31,594 "
2000,28087,18,"$32,502 "
1999,28087,18.7,"$31,086 "
1998,28087,17.4,"$31,155 "
1997,28087,17.7,"$30,068 "
1996,28087,NA,NA
1995,28087,19.7,"$28,039 "
1993,28087,21.7,"$26,190 "
1989,28087,20.4,"$21,940 "
2017,28089,10.7,"$69,820 "
2016,28089,12,"$65,870 "
2015,28089,12.7,"$67,482 "
2014,28089,13.1,"$66,671 "
2013,28089,12.7,"$64,657 "
2012,28089,14.5,"$60,387 "
2011,28089,14.2,"$55,692 "
2010,28089,12.8,"$57,089 "
2009,28089,12.7,"$55,490 "
2008,28089,13.4,"$62,129 "
2007,28089,12.7,"$59,278 "
2006,28089,12.6,"$56,353 "
2005,28089,12.8,"$51,826 "
2004,28089,14.3,"$50,321 "
2003,28089,13.2,"$49,648 "
2002,28089,12.5,"$46,202 "
2001,28089,12.9,"$45,896 "
2000,28089,12.4,"$46,400 "
1999,28089,13.7,"$43,671 "
1998,28089,13,"$39,833 "
1997,28089,14.3,"$37,445 "
1996,28089,NA,NA
1995,28089,17.9,"$35,420 "
1993,28089,22.4,"$29,473 "
1989,28089,24.6,"$21,834 "
2017,28091,24.7,"$28,967 "
2016,28091,27,"$33,416 "
2015,28091,24.2,"$34,742 "
2014,28091,30.4,"$33,428 "
2013,28091,27.5,"$32,628 "
2012,28091,26.6,"$31,334 "
2011,28091,30.8,"$31,368 "
2010,28091,24.7,"$31,026 "
2009,28091,24.1,"$30,986 "
2008,28091,25.2,"$31,967 "
2007,28091,23.6,"$30,948 "
2006,28091,27.5,"$28,440 "
2005,28091,27.3,"$27,914 "
2004,28091,23,"$27,692 "
2003,28091,21.8,"$26,576 "
2002,28091,22.6,"$25,396 "
2001,28091,22.4,"$25,321 "
2000,28091,21.7,"$25,724 "
1999,28091,24,"$24,250 "
1998,28091,22.6,"$24,034 "
1997,28091,22.3,"$22,516 "
1996,28091,NA,NA
1995,28091,27.5,"$20,588 "
1993,28091,31.8,"$17,538 "
1989,28091,29.6,"$15,680 "
2017,28093,22.8,"$38,498 "
2016,28093,23,"$37,561 "
2015,28093,23.3,"$38,006 "
2014,28093,21.5,"$37,554 "
2013,28093,23.4,"$36,728 "
2012,28093,27.3,"$33,423 "
2011,28093,23.8,"$32,943 "
2010,28093,25.3,"$35,443 "
2009,28093,24.3,"$33,808 "
2008,28093,23.6,"$34,675 "
2007,28093,22.5,"$32,660 "
2006,28093,18.5,"$34,134 "
2005,28093,23,"$30,896 "
2004,28093,19.9,"$31,063 "
2003,28093,19.2,"$29,673 "
2002,28093,19.3,"$28,621 "
2001,28093,19,"$28,391 "
2000,28093,17.5,"$29,295 "
1999,28093,17.7,"$28,066 "
1998,28093,18,"$27,756 "
1997,28093,19.1,"$26,328 "
1996,28093,NA,NA
1995,28093,24.6,"$24,309 "
1993,28093,28.3,"$20,591 "
1989,28093,28.7,"$17,078 "
2017,28095,18.2,"$40,371 "
2016,28095,19.4,"$38,208 "
2015,28095,20.7,"$38,893 "
2014,28095,20.1,"$36,810 "
2013,28095,22.8,"$36,264 "
2012,28095,21.7,"$36,089 "
2011,28095,19.3,"$34,735 "
2010,28095,24.1,"$34,468 "
2009,28095,19.7,"$33,597 "
2008,28095,20.3,"$34,251 "
2007,28095,18.4,"$35,083 "
2006,28095,20.3,"$34,343 "
2005,28095,18.7,"$31,527 "
2004,28095,17.1,"$32,174 "
2003,28095,16.2,"$30,958 "
2002,28095,16.3,"$30,200 "
2001,28095,16.3,"$30,394 "
2000,28095,14.9,"$31,365 "
1999,28095,16,"$29,966 "
1998,28095,15.5,"$29,205 "
1997,28095,14.9,"$27,782 "
1996,28095,NA,NA
1995,28095,16.9,"$25,771 "
1993,28095,19.3,"$23,170 "
1989,28095,17.4,"$19,822 "
2017,28097,23.2,"$36,182 "
2016,28097,24.2,"$34,946 "
2015,28097,25.8,"$34,264 "
2014,28097,24.7,"$31,963 "
2013,28097,23.7,"$30,128 "
2012,28097,27.3,"$29,863 "
2011,28097,27.8,"$31,249 "
2010,28097,23.5,"$30,197 "
2009,28097,30.4,"$28,796 "
2008,28097,24.3,"$31,456 "
2007,28097,22.9,"$30,750 "
2006,28097,23.8,"$29,112 "
2005,28097,23.4,"$28,349 "
2004,28097,21.4,"$27,622 "
2003,28097,21,"$25,959 "
2002,28097,22.8,"$25,098 "
2001,28097,22.7,"$25,174 "
2000,28097,21,"$25,948 "
1999,28097,21.5,"$24,688 "
1998,28097,21.6,"$22,907 "
1997,28097,22.4,"$21,719 "
1996,28097,NA,NA
1995,28097,25.8,"$20,511 "
1993,28097,28,"$17,211 "
1989,28097,29.7,"$14,679 "
2017,28099,22.4,"$38,728 "
2016,28099,22.5,"$37,195 "
2015,28099,25.5,"$38,068 "
2014,28099,20.7,"$37,686 "
2013,28099,24.9,"$34,719 "
2012,28099,23.6,"$34,881 "
2011,28099,23.7,"$34,658 "
2010,28099,22.4,"$34,698 "
2009,28099,23.4,"$35,871 "
2008,28099,16.7,"$35,410 "
2007,28099,22.5,"$31,036 "
2006,28099,18.9,"$31,700 "
2005,28099,24.8,"$31,428 "
2004,28099,19.5,"$30,853 "
2003,28099,18.6,"$30,533 "
2002,28099,19.1,"$28,578 "
2001,28099,19.8,"$28,312 "
2000,28099,18.7,"$28,648 "
1999,28099,18.7,"$27,897 "
1998,28099,17.2,"$28,038 "
1997,28099,16.9,"$27,149 "
1996,28099,NA,NA
1995,28099,20.2,"$25,681 "
1993,28099,24.6,"$20,921 "
1989,28099,23.3,"$17,917 "
2017,28101,20.4,"$39,898 "
2016,28101,21.7,"$37,468 "
2015,28101,22.7,"$36,991 "
2014,28101,22.3,"$35,185 "
2013,28101,22.1,"$36,904 "
2012,28101,22.1,"$33,333 "
2011,28101,22,"$34,269 "
2010,28101,21.6,"$34,123 "
2009,28101,18.8,"$34,715 "
2008,28101,19.2,"$34,768 "
2007,28101,17.2,"$35,076 "
2006,28101,19.8,"$31,948 "
2005,28101,20.7,"$31,869 "
2004,28101,17.7,"$30,973 "
2003,28101,16.9,"$30,062 "
2002,28101,17.4,"$28,622 "
2001,28101,18,"$28,590 "
2000,28101,16.4,"$30,001 "
1999,28101,17.7,"$28,296 "
1998,28101,16.7,"$27,367 "
1997,28101,16.4,"$25,659 "
1996,28101,NA,NA
1995,28101,19.3,"$24,946 "
1993,28101,21.6,"$21,760 "
1989,28101,21.2,"$18,466 "
2017,28103,34.5,"$30,130 "
2016,28103,31.6,"$29,330 "
2015,28103,34.3,"$28,041 "
2014,28103,31.3,"$28,730 "
2013,28103,38.6,"$26,459 "
2012,28103,33.9,"$26,021 "
2011,28103,39,"$21,929 "
2010,28103,32.6,"$24,699 "
2009,28103,34.3,"$24,065 "
2008,28103,32.9,"$25,668 "
2007,28103,32.8,"$24,425 "
2006,28103,30.9,"$24,600 "
2005,28103,32.2,"$23,971 "
2004,28103,28.6,"$22,917 "
2003,28103,26.9,"$22,163 "
2002,28103,27.7,"$21,740 "
2001,28103,29.2,"$21,952 "
2000,28103,28.1,"$22,848 "
1999,28103,28.4,"$21,850 "
1998,28103,27.5,"$21,585 "
1997,28103,28.3,"$20,005 "
1996,28103,NA,NA
1995,28103,33.9,"$18,622 "
1993,28103,36.9,"$15,689 "
1989,28103,39.7,"$12,934 "
2017,28105,25.5,"$39,387 "
2016,28105,28.3,"$36,105 "
2015,28105,27.1,"$38,011 "
2014,28105,29.9,"$34,429 "
2013,28105,31.2,"$33,594 "
2012,28105,33.6,"$32,132 "
2011,28105,33.5,"$31,937 "
2010,28105,26.5,"$33,008 "
2009,28105,32.9,"$29,875 "
2008,28105,33.2,"$32,031 "
2007,28105,31.4,"$31,688 "
2006,28105,27.9,"$30,841 "
2005,28105,28.3,"$28,370 "
2004,28105,22.3,"$28,263 "
2003,28105,21.6,"$27,691 "
2002,28105,22.6,"$26,416 "
2001,28105,22.3,"$26,437 "
2000,28105,19.5,"$27,190 "
1999,28105,18.4,"$25,998 "
1998,28105,18.1,"$29,087 "
1997,28105,20,"$27,224 "
1996,28105,NA,NA
1995,28105,23.4,"$24,653 "
1993,28105,26.1,"$22,872 "
1989,28105,27.3,"$19,726 "
2017,28107,22.7,"$35,927 "
2016,28107,22.7,"$35,570 "
2015,28107,24.8,"$35,517 "
2014,28107,25.9,"$34,526 "
2013,28107,25.9,"$33,129 "
2012,28107,27.7,"$33,489 "
2011,28107,24.3,"$32,764 "
2010,28107,27.9,"$32,377 "
2009,28107,28.4,"$30,488 "
2008,28107,25.1,"$34,866 "
2007,28107,28.5,"$32,514 "
2006,28107,24.5,"$31,769 "
2005,28107,24.6,"$29,917 "
2004,28107,22.2,"$28,541 "
2003,28107,21,"$27,953 "
2002,28107,21.8,"$26,680 "
2001,28107,21.7,"$26,698 "
2000,28107,20.5,"$27,282 "
1999,28107,21.6,"$26,055 "
1998,28107,20.7,"$24,513 "
1997,28107,21.6,"$23,572 "
1996,28107,NA,NA
1995,28107,25.7,"$22,928 "
1993,28107,29.6,"$19,718 "
1989,28107,29.2,"$16,191 "
2017,28109,17.2,"$47,757 "
2016,28109,18.6,"$43,654 "
2015,28109,21,"$43,420 "
2014,28109,19.3,"$38,465 "
2013,28109,23.4,"$41,706 "
2012,28109,26.2,"$36,001 "
2011,28109,24.4,"$38,276 "
2010,28109,21.5,"$39,424 "
2009,28109,19.5,"$38,363 "
2008,28109,19.5,"$39,312 "
2007,28109,19,"$37,380 "
2006,28109,19.7,"$34,287 "
2005,28109,22.5,"$34,464 "
2004,28109,19,"$32,548 "
2003,28109,18.1,"$32,160 "
2002,28109,19.1,"$30,786 "
2001,28109,19.5,"$30,293 "
2000,28109,18.1,"$31,197 "
1999,28109,18.4,"$29,802 "
1998,28109,17.2,"$28,693 "
1997,28109,17.5,"$27,091 "
1996,28109,NA,NA
1995,28109,20.9,"$25,767 "
1993,28109,24,"$22,178 "
1989,28109,22.9,"$19,310 "
2017,28111,20.5,"$38,997 "
2016,28111,21.4,"$38,064 "
2015,28111,21,"$37,777 "
2014,28111,22.6,"$32,459 "
2013,28111,24,"$34,771 "
2012,28111,23.7,"$33,667 "
2011,28111,21.3,"$34,766 "
2010,28111,21.7,"$34,470 "
2009,28111,22.7,"$33,263 "
2008,28111,19.9,"$36,027 "
2007,28111,19.4,"$35,160 "
2006,28111,23.3,"$31,598 "
2005,28111,21.6,"$29,949 "
2004,28111,19.1,"$29,830 "
2003,28111,18.2,"$28,994 "
2002,28111,18.4,"$28,123 "
2001,28111,19.5,"$27,544 "
2000,28111,19,"$28,141 "
1999,28111,20,"$27,124 "
1998,28111,18.7,"$25,747 "
1997,28111,19.2,"$24,328 "
1996,28111,NA,NA
1995,28111,22.3,"$23,458 "
1993,28111,26.3,"$20,014 "
1989,28111,25.4,"$17,948 "
2017,28113,28,"$32,525 "
2016,28113,30.1,"$32,485 "
2015,28113,30.1,"$31,976 "
2014,28113,30.5,"$30,078 "
2013,28113,28.9,"$30,835 "
2012,28113,27.1,"$32,196 "
2011,28113,27.4,"$31,142 "
2010,28113,27.1,"$29,601 "
2009,28113,24.6,"$30,968 "
2008,28113,24,"$30,697 "
2007,28113,27,"$27,245 "
2006,28113,26.1,"$26,853 "
2005,28113,30.3,"$26,647 "
2004,28113,23.9,"$26,173 "
2003,28113,22.8,"$25,518 "
2002,28113,24.5,"$24,526 "
2001,28113,24.5,"$24,645 "
2000,28113,22.9,"$25,485 "
1999,28113,23.6,"$24,224 "
1998,28113,22.4,"$23,428 "
