FIPS,Year,DiabDeaths,Population
34011,1987,18,129181
34011,1988,17,129640
34011,1989,24,130770
34011,1990,30,130530
34011,1991,20,132665
34011,1992,32,133781
34011,1993,18,135055
34011,1994,29,136004
34011,1995,36,136133
34011,1996,35,136610
34011,1997,27,136811
34011,1998,28,136935
34013,1979,117,820606
34013,1980,119,813166
34013,1981,100,801409
34013,1982,104,792913
34013,1983,99,788668
34013,1984,116,783493
34013,1985,98,781306
34013,1986,117,777423
34013,1987,105,771116
34013,1988,127,761769
34013,1989,153,751394
34013,1990,150,738697
34013,1991,147,738891
34013,1992,138,741174
34013,1993,165,743792
34013,1994,146,742823
34013,1995,206,741134
34013,1996,174,740185
34013,1997,183,739921
34013,1998,168,742004
34015,1979,12,190331
34015,1980,34,193329
34015,1981,19,195697
34015,1982,24,197923
34015,1983,24,197634
34015,1984,19,199031
34015,1985,23,201547
34015,1986,19,203685
34015,1987,27,206448
34015,1988,28,211950
34015,1989,31,217832
34015,1990,38,221015
34015,1991,27,224780
34015,1992,39,226349
34015,1993,23,228262
34015,1994,39,231025
34015,1995,48,232232
34015,1996,28,233449
34015,1997,28,235342
34015,1998,33,237215
34017,1979,81,533346
34017,1980,65,531275
34017,1981,67,537721
34017,1982,74,538372
34017,1983,75,541744
34017,1984,76,543164
34017,1985,95,541796
34017,1986,68,538934
34017,1987,94,534023
34017,1988,89,530732
34017,1989,119,527460
34017,1990,124,525797
34017,1991,95,530880
34017,1992,83,535582
34017,1993,104,539276
34017,1994,88,543373
34017,1995,101,549103
34017,1996,112,554950
34017,1997,107,562210
34017,1998,113,567499
34019,1979,11,84228
34019,1980,7,84064
34019,1981,4,85489
34019,1983,5,88193
34019,1984,5,90244
34019,1985,9,92210
34019,1986,7,95385
34019,1987,3,98518
34019,1988,5,100052
34019,1994,12,108645
34021,1979,37,297069
34021,1980,38,294679
34021,1981,24,293582
34021,1982,15,294027
34021,1983,17,296825
34021,1984,29,296708
34021,1985,39,299655
34021,1986,31,303696
34021,1987,38,307158
34021,1988,46,310785
34021,1989,38,310498
34021,1990,48,309378
34021,1991,56,311564
34021,1992,45,312874
34021,1993,46,314915
34021,1994,36,316367
34021,1995,54,318087
34021,1996,52,319394
34021,1997,48,320698
34021,1998,45,323627
34023,1979,41,576652
34023,1980,56,577727
34023,1981,43,581641
34023,1982,54,586978
34023,1983,70,594709
34023,1984,50,600914
34023,1985,52,611272
34023,1986,60,621069
34023,1987,68,630606
34023,1988,63,637711
34023,1989,73,643868
34023,1990,102,644376
34023,1991,76,649749
34023,1992,102,655638
34023,1993,107,660672
34023,1994,78,666718
34023,1995,89,673065
34023,1996,124,678636
34023,1997,72,685275
34023,1998,106,692326
34025,1979,48,475736
34025,1980,62,478679
34025,1981,62,481523
34025,1982,64,485123
34025,1983,62,487357
34025,1984,69,494068
34025,1985,53,502287
34025,1986,64,511544
34025,1987,62,521206
34025,1988,73,524748
34025,1989,102,523323
34025,1990,86,523731
34025,1991,91,527775
34025,1992,85,533956
34025,1993,77,539176
34025,1994,85,544729
34025,1995,119,550795
34025,1996,90,555971
34025,1997,89,562113
34025,1998,74,567849
34027,1979,15,391860
34027,1980,20,392930
34027,1981,20,394665
34027,1982,17,396806
34027,1983,26,399014
34027,1984,28,402453
34027,1985,25,402729
34027,1986,30,403667
34027,1987,23,404165
34027,1988,28,405452
34027,1989,31,404266
34027,1990,42,403197
34027,1991,26,404276
34027,1992,34,407556
34027,1993,51,412497
34027,1994,33,418468
34027,1995,40,423343
34027,1996,47,428234
34027,1997,38,433708
34027,1998,36,438584
34029,1979,41,318405
34029,1980,43,321022
34029,1981,43,328059
34029,1982,42,332130
34029,1983,41,336552
34029,1984,41,343879
34029,1985,42,353337
34029,1986,47,364227
34029,1987,56,373120
34029,1988,49,381486
34029,1989,71,386526
34029,1990,67,389004
34029,1991,72,393486
34029,1992,75,397379
34029,1993,86,404423
34029,1994,80,411201
34029,1995,81,419343
34029,1996,94,426757
34029,1997,82,433044
34029,1998,68,440352
34031,1979,54,429553
34031,1980,61,426987
34031,1981,60,430101
34031,1982,46,431188
34031,1983,58,432127
34031,1984,59,434305
34031,1985,57,436574
34031,1986,71,438126
34031,1987,66,437947
34031,1988,70,437295
34031,1989,79,433305
34031,1990,72,429408
34031,1991,71,445798
34031,1992,71,446805
34031,1993,70,450186
34031,1994,86,452163
34031,1995,72,453173
34031,1996,79,454960
34031,1997,84,457004
34031,1998,71,458389
34033,1979,5,62766
34033,1980,9,61910
34033,1981,11,61555
34033,1982,7,61876
34033,1983,13,62113
34033,1984,8,61636
34033,1985,8,61331
34033,1986,6,60965
34033,1987,6,60898
34033,1988,7,61403
34033,1991,14,61284
34033,1993,10,60993
34033,1994,13,60556
34033,1995,16,60805
34033,1996,10,60945
34033,1997,15,60730
34035,1979,17,195875
34035,1980,25,196056
34035,1981,15,197972
34035,1982,14,199302
34035,1983,21,201510
34035,1984,11,203682
34035,1985,20,206084
34035,1986,11,211123
34035,1987,20,217568
34035,1988,20,223966
34035,1989,27,227517
34035,1990,32,230471
34035,1991,19,235141
34035,1992,32,239703
34035,1993,34,245324
34035,1994,30,250249
34035,1995,35,254327
34035,1996,31,259468
34035,1997,32,266147
34035,1998,25,272531
34037,1979,11,111292
34037,1980,7,112025
34037,1981,7,113959
34037,1982,5,114670
34037,1983,8,115336
34037,1984,3,116246
34037,1985,6,117784
34037,1986,3,119492
34037,1987,11,121812
34037,1988,11,124020
34037,1989,17,124951
34037,1991,12,127142
34037,1992,17,128566
34037,1993,21,130137
34037,1994,14,131294
34037,1995,15,132756
34037,1996,13,133770
34037,1997,17,134661
34037,1998,18,135591
34039,1979,45,484262
34039,1980,45,479741
34039,1981,49,479551
34039,1982,53,478995
34039,1983,59,479510
34039,1984,42,478411
34039,1985,59,478968
34039,1986,63,477075
34039,1987,59,474278
34039,1988,68,471102
34039,1989,63,468289
34039,1990,62,464510
34039,1991,68,465110
34039,1992,84,466365
34039,1993,71,469130
34039,1994,65,472356
34039,1995,101,473953
34039,1996,50,476959
34039,1997,77,479019
34039,1998,67,482568
34041,1979,7,78441
34041,1980,9,80569
34041,1981,3,81028
34041,1982,11,81204
34041,1983,5,81163
34041,1984,5,81684
34041,1985,2,81932
34041,1986,6,83018
34041,1987,6,84155
34041,1988,5,85198
34041,1992,14,88245
34041,1993,14,89001
34041,1995,16,91034
34041,1997,15,92569
34041,1998,13,93063
35001,1979,30,400689
35001,1980,38,408852
35001,1981,30,417730
35001,1982,50,420768
35001,1983,29,427955
35001,1984,26,432934
35001,1985,34,437543
35001,1986,34,444167
35001,1987,46,451999
35001,1988,48,455219
35001,1989,53,460113
35001,1990,44,461292
35001,1991,54,471981
35001,1992,48,483496
35001,1993,51,493018
35001,1994,61,505048
35001,1995,53,513698
35001,1996,60,518277
35001,1997,39,520632
35001,1998,55,523306
35003,1984,2,2600
35003,1988,1,2466
35005,1979,4,47191
35005,1980,6,48723
35005,1981,5,48959
35005,1982,7,51093
35005,1983,12,53508
35005,1984,6,53488
35005,1985,4,53429
35005,1986,9,53255
35005,1987,8,52341
35005,1988,10,52513
35005,1989,11,53575
35005,1994,10,56602
35005,1995,11,57280
35005,1997,13,58090
35006,1996,13,23933
35006,1997,13,24292
35007,1979,1,12754
35007,1980,2,12973
35007,1982,1,13392
35007,1984,1,13353
35007,1985,2,13363
35007,1986,1,13367
35007,1987,2,12923
35007,1988,1,12653
35009,1979,4,41515
35009,1980,2,40490
35009,1981,3,40469
35009,1982,2,40388
35009,1983,7,41456
35009,1984,3,41293
35009,1985,1,41119
35009,1986,4,41379
35009,1987,3,41434
35009,1988,4,40900
35011,1981,1,2135
35011,1982,1,2203
35011,1983,1,2218
35013,1979,11,91499
35013,1980,6,93963
35013,1981,6,97086
35013,1982,9,100761
35013,1983,9,104807
35013,1984,12,109423
35013,1985,9,113050
35013,1986,9,116960
35013,1987,11,121253
35013,1988,16,126068
35013,1989,11,128941
35013,1990,18,131288
35013,1991,25,136802
35013,1992,15,142279
35013,1993,20,148124
35013,1994,27,152209
35013,1995,34,155330
35013,1996,33,159601
35013,1997,17,162510
35013,1998,21,165241
35015,1979,4,45307
35015,1980,6,45849
35015,1981,6,47484
35015,1982,4,49878
35015,1983,11,50596
35015,1984,8,49752
35015,1985,7,49500
35015,1986,3,49362
35015,1987,3,47364
35015,1988,3,45731
35015,1990,12,45304
35015,1993,10,48408
35015,1994,12,48880
35015,1995,11,48839
35015,1997,12,48747
35017,1979,4,24339
35017,1980,2,25251
35017,1981,1,25981
35017,1982,3,26807
35017,1983,3,26027
35017,1984,4,25782
35017,1985,5,25628
35017,1986,2,25320
35017,1987,1,25361
35017,1988,6,25645
35017,1998,12,29456
35019,1979,2,4473
35019,1982,1,4105
35019,1983,1,4283
35019,1984,1,4283
35019,1986,1,4055
35021,1982,2,944
35021,1987,1,865
35023,1980,1,5815
35023,1982,2,6095
35023,1983,2,6227
35023,1985,1,6139
35023,1987,2,5868
35025,1979,2,54068
35025,1980,6,54595
35025,1981,4,58280
35025,1982,7,62600
35025,1983,6,64357
35025,1984,5,62911
35025,1985,6,63167
35025,1986,4,61997
35025,1987,8,57724
35025,1988,5,55747
35027,1982,2,11268
35027,1983,1,12133
35027,1984,1,12765
35027,1985,2,12791
35027,1986,1,12613
35028,1980,1,17336
35028,1983,1,17179
35028,1984,1,17473
35028,1985,2,17561
35028,1987,2,17697
35028,1988,1,17649
35029,1979,3,14798
35029,1980,3,14782
35029,1981,2,14876
35029,1982,4,15294
35029,1983,2,15418
35029,1984,2,15884
35029,1985,11,15953
35029,1986,4,15910
35029,1987,2,16175
35029,1988,2,16306
35031,1979,6,55519
35031,1980,3,55722
35031,1981,2,55258
35031,1982,6,56055
35031,1983,10,56681
35031,1984,8,57772
35031,1985,9,59744
35031,1986,8,59824
35031,1987,15,60320
35031,1988,4,58863
35031,1990,14,59242
35031,1991,20,61991
35031,1992,23,64740
35031,1993,12,64990
35031,1994,12,66444
35031,1995,27,68341
35031,1996,18,69798
35031,1997,12,70378
35031,1998,13,71359
35033,1981,1,4007
35033,1982,1,4009
35033,1983,2,4146
35033,1984,1,4182
35033,1987,2,4059
35033,1988,1,4028
35035,1979,4,44533
35035,1980,5,43774
35035,1981,1,44053
35035,1982,7,45098
35035,1983,1,46965
35035,1984,3,47911
35035,1985,5,49065
35035,1986,2,50175
35035,1987,5,50669
35035,1988,4,50909
35035,1993,10,53328
35037,1979,2,10009
35037,1980,2,9967
35037,1981,1,9819
35037,1982,1,10018
35037,1984,1,10774
35037,1985,3,10969
35039,1979,2,29005
35039,1980,1,28390
35039,1981,5,28713
35039,1982,4,29115
35039,1983,3,29655
35039,1984,4,30580
35039,1985,4,31167
35039,1986,6,31666
35039,1987,8,32049
35039,1988,7,32212
35039,1993,10,34786
35039,1995,12,36657
35041,1979,1,14922
35041,1980,2,14923
35041,1981,1,14840
35041,1983,2,15663
35041,1984,3,15685
35041,1986,3,16006
35041,1988,2,15724
35043,1980,5,33810
35043,1981,4,34639
35043,1982,5,36249
35043,1984,3,41249
35043,1985,3,45354
35043,1986,6,49212
35043,1987,7,53616
35043,1988,6,56930
35043,1996,10,78348
35043,1997,12,80679
35045,1979,4,77793
35045,1980,2,80419
35045,1981,3,84458
35045,1982,9,87371
35045,1983,10,88921
35045,1984,3,89385
35045,1985,9,89618
35045,1986,5,91330
35045,1987,7,89849
35045,1988,5,89494
35045,1989,10,89844
35045,1992,12,92249
35045,1993,19,94653
35045,1994,17,96827
35045,1995,17,97895
35045,1996,20,100419
35045,1997,17,101863
35045,1998,13,104695
35047,1980,1,21743
35047,1981,2,22003
35047,1982,3,22113
35047,1983,3,22862
35047,1984,5,23588
35047,1985,4,24122
35047,1986,1,24301
35047,1987,2,24287
35047,1988,2,24389
35049,1979,4,73036
35049,1980,10,72892
35049,1981,8,74595
35049,1982,7,77257
35049,1983,6,79390
35049,1984,4,81158
35049,1985,6,82634
35049,1986,10,85913
35049,1987,10,88838
35049,1988,8,90872
35049,1990,13,94976
35049,1991,14,98319
35049,1992,11,101579
35049,1993,17,105218
35049,1994,12,109178
35049,1995,20,113460
35049,1996,10,115873
35049,1997,17,118694
35049,1998,13,120270
35051,1979,1,7640
35051,1980,3,7603
35051,1981,2,7864
35051,1982,1,7958
35051,1984,1,8066
35051,1986,1,8119
35051,1987,5,8223
35051,1988,1,8208
35053,1979,1,12706
35053,1980,5,12196
35053,1981,4,12903
35053,1982,2,13043
35053,1983,1,13271
35053,1984,1,13355
35053,1986,1,13870
35053,1987,2,13841
35053,1988,1,14183
35055,1979,2,17996
35055,1980,2,18846
35055,1981,2,19238
35055,1982,3,19957
35055,1983,4,20593
35055,1986,6,21815
35055,1987,1,21567
35057,1980,1,7185
35057,1981,1,7222
35057,1983,1,7696
35057,1985,2,8143
35059,1979,1,4493
35059,1987,1,4190
35059,1988,2,4075
35061,1979,3,54992
35061,1980,9,59670
35061,1981,7,59500
35061,1982,11,58969
35061,1983,4,58321
35061,1984,8,58198
35061,1985,11,59070
35061,1986,12,60458
35061,1987,8,62032
35061,1988,8,63521
36001,1979,22,271487
36001,1980,24,269978
36001,1981,17,270573
36001,1982,16,270620
36001,1983,24,270945
36001,1984,20,271322
36001,1985,20,272451
36001,1986,22,273229
36001,1987,24,272682
36001,1988,26,272655
36001,1989,29,273430
36001,1990,17,273697
36001,1991,22,275900
36001,1992,23,276863
36001,1993,17,278329
36001,1994,24,279658
36001,1995,12,278845
36001,1996,18,276507
36001,1997,21,274814
36001,1998,18,273790
36003,1979,4,49926
36003,1980,2,49325
36003,1981,4,49325
36003,1982,5,49036
36003,1983,5,48673
36003,1984,2,48323
36003,1985,2,47929
36003,1986,5,47264
36003,1987,4,46863
36003,1988,4,46836
36003,1990,10,47347
36005,1979,136,1125105
36005,1980,151,1106007
36005,1981,150,1101504
36005,1982,132,1102411
36005,1983,109,1113113
36005,1984,129,1117216
36005,1985,136,1126120
36005,1986,137,1137483
36005,1987,160,1149420
36005,1988,165,1155434
36005,1989,131,1154344
36005,1990,129,1143283
36005,1991,157,1154586
36005,1992,171,1162846
36005,1993,157,1179350
36005,1994,236,1191466
36005,1995,244,1202768
36005,1996,221,1213818
36005,1997,224,1225750
36005,1998,196,1241481
36007,1979,24,205916
36007,1980,27,202391
36007,1981,21,202046
36007,1982,27,202095
36007,1983,28,201327
36007,1984,12,200825
36007,1985,19,201307
36007,1986,29,200160
36007,1987,31,198358
36007,1988,25,198866
36007,1989,20,198911
36007,1990,19,198562
36007,1991,19,198477
36007,1992,22,198808
36007,1993,22,197911
36007,1994,19,195592
36007,1995,32,192043
36007,1996,24,188549
36007,1997,20,185973
36007,1998,29,184820
36009,1979,12,81128
36009,1980,10,81272
36009,1981,11,81554
36009,1982,9,81279
36009,1983,9,81043
36009,1984,12,80659
36009,1985,10,80868
36009,1986,10,80149
36009,1987,6,79007
36009,1988,8,78635
36009,1990,14,79304
36009,1992,10,80004
36009,1993,10,80210
36009,1994,12,79733
36009,1997,13,79156
36009,1998,15,78914
36011,1979,13,76592
36011,1980,7,75604
36011,1981,7,75715
36011,1982,9,75646
36011,1983,5,75581
36011,1984,11,75410
36011,1985,12,75351
36011,1986,7,75640
36011,1987,8,75459
36011,1988,6,75921
36013,1979,17,138399
36013,1980,21,138223
36013,1981,13,137936
36013,1982,22,137318
36013,1983,19,136382
36013,1984,21,135579
36013,1985,21,134699
36013,1986,17,133362
36013,1987,20,131960
36013,1988,21,131627
36013,1989,12,131783
36013,1991,19,132377
36013,1992,14,132190
36013,1993,18,132559
36013,1994,13,132424
36013,1995,17,131811
36013,1996,22,131715
36013,1997,12,130658
36013,1998,16,129769
36015,1979,6,94311
36015,1980,12,92584
36015,1981,11,91198
36015,1982,6,90733
36015,1983,5,89291
36015,1984,7,87808
36015,1985,9,86821
36015,1986,18,85748
36015,1987,11,86293
36015,1988,11,87462
36015,1989,11,88857
36015,1990,16,89189
36015,1991,11,88718
36015,1992,11,88556
36015,1994,10,87573
36015,1996,10,86209
36015,1998,14,84843
36017,1979,6,46862
36017,1980,3,46805
36017,1981,2,46867
36017,1982,6,47069
36017,1983,1,47095
36017,1984,6,46688
36017,1985,1,46794
36017,1986,4,47133
36017,1987,3,47623
36017,1988,6,48250
36019,1979,4,78448
36019,1980,2,78145
36019,1981,8,77681
36019,1982,3,78480
36019,1983,7,78345
36019,1984,2,78913
36019,1985,2,79752
36019,1986,2,80075
36019,1987,4,80307
36019,1988,5,80903
36021,1979,6,55340
36021,1980,4,55672
36021,1981,3,55887
36021,1982,7,56331
36021,1983,3,57117
36021,1984,6,56940
36021,1985,4,57030
36021,1986,6,57495
36021,1987,8,57579
36021,1988,9,58070
36023,1979,7,45695
36023,1980,1,46562
36023,1981,5,46545
36023,1982,6,46119
36023,1983,4,45753
36023,1984,5,45251
36023,1985,3,45250
36023,1986,6,45539
36023,1987,4,45753
36023,1988,6,45565
36025,1979,5,44546
36025,1980,3,43952
36025,1981,1,43813
36025,1982,6,43558
36025,1983,4,43291
36025,1984,1,43262
36025,1985,5,43248
36025,1986,1,42946
36025,1987,7,43394
36025,1988,6,43695
36025,1998,10,43832
36027,1979,14,231537
36027,1980,12,234268
36027,1981,20,234852
36027,1982,28,235364
36027,1983,22,237139
36027,1984,19,238938
36027,1985,16,240569
36027,1986,11,241145
36027,1987,21,243765
36027,1988,25,246898
36027,1989,14,246038
36027,1990,18,246628
36027,1991,15,248750
36027,1992,21,251129
36027,1993,26,252113
36027,1994,25,251119
36027,1995,19,252647
36027,1996,19,254793
36027,1997,13,256587
36027,1998,24,259055
36029,1979,115,984612
36029,1980,129,966974
36029,1981,132,957475
36029,1982,108,950279
36029,1983,121,938242
36029,1984,89,927307
36029,1985,102,920856
36029,1986,100,913151
36029,1987,99,907936
36029,1988,135,906828
36029,1989,101,908958
36029,1990,84,909563
36029,1991,101,911496
36029,1992,104,912853
36029,1993,113,912708
36029,1994,102,910632
36029,1995,104,905906
36029,1996,80,900843
36029,1997,106,892052
36029,1998,91,884453
36031,1979,6,33919
36031,1980,4,34045
36031,1982,3,34355
36031,1983,3,34378
36031,1984,2,34238
36031,1985,2,34229
36031,1986,2,34378
36031,1987,3,34107
36031,1988,5,34152
36033,1979,3,42272
36033,1980,2,42652
36033,1981,7,42472
36033,1982,1,41711
36033,1983,1,41131
36033,1984,6,41434
36033,1985,3,41473
36033,1986,3,41050
36033,1987,4,41757
36033,1988,4,42196
36035,1979,10,52966
36035,1980,7,51884
36035,1981,9,51635
36035,1982,2,51594
36035,1983,3,51733
36035,1984,8,51661
36035,1985,5,50832
36035,1986,6,50102
36035,1987,1,49706
36035,1988,2,50330
36037,1979,6,56486
36037,1980,4,56587
36037,1981,2,56859
36037,1982,3,56753
36037,1983,2,56753
36037,1984,5,56317
36037,1985,2,56006
36037,1986,3,55906
36037,1987,5,55712
36037,1988,1,56154
36039,1979,10,38178
36039,1980,1,37998
36039,1981,7,37973
36039,1982,8,38067
36039,1983,6,38213
36039,1984,7,38580
36039,1985,5,39490
36039,1986,8,39651
36039,1987,2,39871
36039,1988,4,40644
36041,1984,1,4579
36041,1986,1,4616
36041,1988,1,4731
36043,1979,3,63319
36043,1980,12,62977
36043,1981,11,62554
36043,1982,9,62551
36043,1983,11,62464
36043,1984,4,61979
36043,1985,3,62297
36043,1986,7,62066
36043,1987,12,61488
36043,1988,8,61195
36043,1994,11,61866
36045,1979,11,84397
36045,1980,17,83366
36045,1981,15,82981
36045,1982,10,82729
36045,1983,7,82923
36045,1984,6,83563
36045,1985,3,84358
36045,1986,8,86401
36045,1987,5,91588
36045,1988,4,98854
36045,1990,10,105634
36045,1993,10,109098
36045,1996,12,108706
36047,1979,244,2138891
36047,1980,246,2126749
36047,1981,248,2134918
36047,1982,254,2145542
36047,1983,256,2167922
36047,1984,278,2178122
36047,1985,309,2193446
36047,1986,294,2208241
36047,1987,337,2211565
36047,1988,316,2213980
36047,1989,254,2204950
36047,1990,272,2185979
36047,1991,257,2196282
36047,1992,272,2210569
36047,1993,252,2230222
36047,1994,330,2244598
36047,1995,316,2254326
36047,1996,287,2265399
36047,1997,320,2280439
36047,1998,304,2300418
36049,1980,2,23770
36049,1981,2,23544
36049,1982,1,23497
36049,1983,2,23354
36049,1985,4,23545
36049,1986,1,23551
36049,1987,1,24027
36049,1988,4,24778
36051,1979,5,55790
36051,1980,8,54663
36051,1981,4,54890
36051,1982,1,55390
36051,1983,7,55658
36051,1984,2,56129
36051,1985,5,56384
36051,1986,9,57083
36051,1987,4,57612
36051,1988,5,58004
36053,1979,5,63695
36053,1980,4,62650
36053,1981,1,62976
36053,1982,4,62652
36053,1983,6,62976
36053,1984,3,63406
36053,1985,4,63590
36053,1986,6,63807
36053,1987,3,63949
36053,1988,6,64424
36055,1979,60,669796
36055,1980,41,670099
36055,1981,43,673222
36055,1982,48,676446
36055,1983,43,677505
36055,1984,58,671447
36055,1985,53,670057
36055,1986,47,668349
36055,1987,60,665367
36055,1988,53,668679
36055,1989,70,674235
36055,1990,63,675837
36055,1991,52,681322
36055,1992,73,688024
36055,1993,57,691941
36055,1994,67,691270
36055,1995,67,689467
36055,1996,71,689045
36055,1997,70,688297
36055,1998,68,687111
36057,1979,9,49895
36057,1980,11,49772
36057,1981,9,49385
36057,1982,6,49245
36057,1983,8,48903
36057,1984,6,48876
36057,1985,5,48142
36057,1986,4,47579
36057,1987,3,47084
36057,1988,5,47368
36059,1979,71,1260000
36059,1980,80,1266668
36059,1981,93,1258172
36059,1982,81,1257335
36059,1983,102,1263335
36059,1984,77,1259550
36059,1985,85,1253236
36059,1986,102,1247040
36059,1987,96,1241804
36059,1988,90,1239555
36059,1989,79,1231954
36059,1990,72,1222077
36059,1991,89,1223120
36059,1992,82,1226906
36059,1993,93,1229603
36059,1994,102,1232512
36059,1995,71,1233447
36059,1996,92,1233448
36059,1997,97,1232721
36059,1998,76,1235080
36061,1979,159,1346253
36061,1980,180,1345553
36061,1981,181,1343713
36061,1982,179,1340555
36061,1983,171,1353634
36061,1984,126,1374763
36061,1985,162,1381243
36061,1986,159,1391860
36061,1987,155,1398192
36061,1988,158,1401544
36061,1989,129,1404309
36061,1990,130,1402715
36061,1991,134,1399291
36061,1992,123,1401699
36061,1993,150,1410241
36061,1994,211,1421307
36061,1995,178,1431339
36061,1996,156,1438446
36061,1997,163,1443973
36061,1998,144,1448017
36063,1979,24,220290
36063,1980,31,217179
36063,1981,26,214808
36063,1982,18,211786
36063,1983,23,209348
36063,1984,28,207043
36063,1985,27,206699
36063,1986,20,205721
36063,1987,31,204526
36063,1988,31,205447
36063,1989,23,206323
36063,1990,25,207361
36063,1991,23,207647
36063,1992,21,207475
36063,1993,28,208427
36063,1994,15,208479
36063,1995,16,208691
36063,1996,18,208245
36063,1997,11,207220
36063,1998,20,205733
36065,1979,27,242908
36065,1980,28,239709
36065,1981,22,239446
36065,1982,19,238981
36065,1983,29,239378
36065,1984,26,239114
36065,1985,29,237742
36065,1986,24,235335
36065,1987,26,234768
36065,1988,24,233761
36065,1989,24,234385
36065,1990,25,234478
36065,1991,19,235989
36065,1992,24,236265
36065,1993,18,234897
36065,1994,17,232689
36065,1995,25,226066
36065,1996,27,220156
36065,1997,21,217506
36065,1998,30,216009
36067,1979,34,443045
36067,1980,39,443537
36067,1981,31,441069
36067,1982,25,440371
36067,1983,31,440382
36067,1984,25,442079
36067,1985,31,444476
36067,1986,31,441637
36067,1987,42,438905
36067,1988,33,439269
36067,1989,38,441829
36067,1990,40,443671
36067,1991,37,446036
36067,1992,40,446836
36067,1993,52,447268
36067,1994,50,444605
36067,1995,46,441567
36067,1996,39,437524
36067,1997,35,432708
36067,1998,28,429798
36069,1979,5,85426
36069,1980,4,84722
36069,1981,6,85139
36069,1982,5,85618
36069,1983,7,86275
36069,1984,2,86999
36069,1985,8,87433
36069,1986,7,87300
36069,1987,3,87408
36069,1988,6,87917
36069,1994,10,92533
36069,1995,10,92793
36069,1997,11,93386
36069,1998,11,93265
36071,1979,25,248991
36071,1980,23,248490
36071,1981,19,252390
36071,1982,24,255524
36071,1983,19,258630
36071,1984,21,263299
36071,1985,22,267162
36071,1986,14,272548
36071,1987,36,279033
36071,1988,20,285283
36071,1989,19,290598
36071,1990,18,293824
36071,1991,32,297527
36071,1992,30,301198
36071,1993,18,303973
36071,1994,20,305726
36071,1995,25,308033
36071,1996,23,310408
36071,1997,29,313051
36071,1998,21,315916
36073,1979,1,36746
36073,1980,5,36583
36073,1981,1,36679
36073,1982,3,36840
36073,1983,3,36760
36073,1984,1,36673
36073,1985,4,36881
36073,1986,2,37174
36073,1987,3,38140
36073,1988,4,38770
36075,1979,9,110802
36075,1980,7,109537
36075,1981,15,108601
36075,1982,8,109044
36075,1983,13,110530
36075,1984,16,111333
36075,1985,13,111949
36075,1986,13,112208
36075,1987,10,112199
36075,1988,9,113388
36075,1990,16,116407
36075,1991,12,117488
36075,1993,11,118990
36075,1994,15,118433
36075,1995,14,117960
36075,1997,15,116953
36077,1979,2,56110
36077,1980,6,55492
36077,1981,1,55368
36077,1982,1,55236
36077,1983,3,55401
36077,1984,5,55198
36077,1985,6,54856
36077,1986,3,54931
36077,1987,3,55275
36077,1988,5,55861
36079,1979,7,73891
36079,1980,3,74402
36079,1981,7,75195
36079,1982,3,75494
36079,1983,4,76015
36079,1984,3,76374
36079,1985,9,76935
36079,1986,6,77269
36079,1987,6,78097
36079,1988,2,79687
36081,1979,186,1788965
36081,1980,204,1782563
36081,1981,185,1791633
36081,1982,152,1799388
36081,1983,185,1816732
36081,1984,159,1827557
36081,1985,187,1832640
36081,1986,148,1836345
36081,1987,129,1835255
36081,1988,152,1834732
36081,1989,153,1834344
36081,1990,133,1832315
36081,1991,157,1853759
36081,1992,164,1873885
36081,1993,156,1901303
36081,1994,191,1924852
36081,1995,195,1951946
36081,1996,217,1982550
36081,1997,161,2013418
36081,1998,179,2048868
36083,1979,27,145170
36083,1980,22,144223
36083,1981,8,144003
36083,1982,17,143858
36083,1983,14,143962
36083,1984,13,143971
36083,1985,11,144492
36083,1986,10,144276
36083,1987,13,144368
36083,1988,13,144427
36083,1989,14,144821
36083,1990,12,145661
36083,1991,20,145948
36083,1992,16,147057
36083,1993,12,146894
36083,1994,10,146104
36083,1995,12,145431
36083,1996,15,145285
36083,1997,22,143791
36083,1998,14,143121
36085,1979,21,333169
36085,1980,25,338184
36085,1981,20,341958
36085,1982,21,344263
36085,1983,28,346580
36085,1984,27,349290
36085,1985,32,352088
36085,1986,40,355066
36085,1987,43,357064
36085,1988,30,359666
36085,1989,21,360710
36085,1990,24,362037
36085,1991,41,370086
36085,1992,27,377247
36085,1993,38,383516
36085,1994,48,386508
36085,1995,52,389354
36085,1996,47,393533
36085,1997,49,398927
36085,1998,48,406451
36087,1979,11,247856
36087,1980,19,249984
36087,1981,14,249298
36087,1982,12,250257
36087,1983,17,251279
36087,1984,16,252471
36087,1985,27,253770
36087,1986,15,254677
36087,1987,22,253755
36087,1988,17,253520
36087,1989,20,253785
36087,1990,28,254028
36087,1991,14,255737
36087,1992,19,257524
36087,1993,29,260076
36087,1994,30,262255
36087,1995,22,263626
36087,1996,16,264597
36087,1997,22,265771
36087,1998,17,268399
36089,1979,13,110591
36089,1980,10,109350
36089,1981,13,108486
36089,1982,12,107579
36089,1983,5,107534
36089,1984,9,107773
36089,1985,10,107654
36089,1986,7,106328
36089,1987,11,105025
36089,1988,6,105286
36089,1992,12,108070
36089,1994,19,108288
36089,1995,10,108084
36089,1996,11,107574
36089,1997,10,106453
36089,1998,14,105833
36091,1979,11,149894
36091,1980,15,148376
36091,1981,10,149181
36091,1982,14,149829
36091,1983,7,151511
36091,1984,11,153092
36091,1985,15,155425
36091,1986,14,158842
36091,1987,7,161819
36091,1988,6,166475
