FIPS,Year,SubUseDisDeaths,Population
17063,1987,2,29618
17063,1988,1,29892
17065,1988,1,7862
17067,1987,3,20232
17071,1988,1,7759
17073,1988,3,48315
17075,1987,2,29058
17077,1987,5,58427
17077,1988,4,58018
17079,1988,1,9994
17081,1987,1,34881
17081,1988,2,34481
17083,1987,2,19333
17085,1987,1,20788
17085,1988,1,20677
17089,1987,15,286905
17089,1988,25,293406
17089,1989,17,299106
17089,1990,23,305100
17089,1991,25,312739
17089,1992,25,319078
17089,1993,23,326018
17089,1994,23,332857
17089,1995,33,342981
17089,1996,16,352529
17089,1997,28,362056
17089,1998,36,371203
17091,1987,10,90627
17091,1988,7,90405
17091,1989,13,90416
17091,1990,15,90868
17091,1991,10,91987
17091,1993,11,94881
17091,1994,11,95637
17091,1995,16,95678
17093,1987,1,36504
17093,1988,1,37097
17095,1987,6,52608
17095,1988,4,52320
17097,1987,34,467425
17097,1988,36,477203
17097,1989,28,489716
17097,1990,24,499586
17097,1991,53,513841
17097,1992,29,524440
17097,1993,42,535367
17097,1994,36,547276
17097,1995,33,560282
17097,1996,34,574548
17097,1997,38,587320
17097,1998,51,598756
17099,1987,4,99135
17099,1988,12,98257
17099,1993,10,100131
17099,1994,11,100485
17099,1998,13,102102
17103,1987,1,32016
17103,1988,2,32062
17105,1987,2,36620
17105,1988,4,36560
17107,1987,1,28541
17107,1988,2,28545
17109,1987,1,32779
17109,1988,1,32801
17111,1987,4,158972
17111,1988,9,164004
17111,1990,11,176002
17111,1991,17,185511
17111,1992,18,193087
17111,1993,10,202069
17111,1995,10,220312
17111,1996,11,227294
17111,1997,20,233473
17111,1998,21,239295
17113,1987,3,118576
17113,1988,8,120227
17115,1987,4,113370
17115,1988,7,111845
17115,1989,10,110532
17115,1991,11,110441
17115,1992,13,110565
17117,1987,1,44671
17117,1988,3,44352
17119,1987,16,234280
17119,1988,14,234902
17119,1989,12,233906
17119,1990,23,234705
17119,1991,27,236540
17119,1992,17,237405
17119,1993,29,238508
17119,1994,29,239358
17119,1995,29,240172
17119,1996,15,240454
17119,1997,24,241477
17119,1998,23,241577
17121,1987,3,39569
17121,1988,3,38938
17123,1988,2,11850
17127,1987,1,13582
17127,1988,1,13606
17129,1987,1,10565
17131,1987,1,16630
17131,1988,1,16495
17133,1987,4,20030
17135,1987,1,28766
17135,1988,3,28641
17137,1987,2,34073
17137,1988,3,33813
17141,1987,4,42534
17141,1988,6,42677
17143,1987,10,169991
17143,1988,20,169936
17143,1989,15,171311
17143,1990,19,171401
17143,1991,15,172534
17143,1992,17,172348
17143,1993,23,172207
17143,1994,11,171904
17143,1995,11,172436
17143,1996,14,172134
17143,1997,17,171570
17143,1998,14,171227
17149,1987,1,16189
17153,1988,2,7054
17157,1987,1,32697
17157,1988,2,32571
17159,1987,1,15572
17161,1987,13,143786
17161,1988,13,141165
17161,1990,12,139092
17161,1991,12,139523
17161,1992,18,140248
17161,1993,16,140667
17161,1994,21,140084
17161,1995,16,139795
17161,1996,19,139028
17161,1997,10,139134
17161,1998,22,139074
17163,1987,18,253159
17163,1988,25,250925
17163,1989,23,250082
17163,1990,27,248777
17163,1991,35,247142
17163,1992,28,246841
17163,1993,24,249075
17163,1994,22,248534
17163,1995,29,247258
17163,1996,17,246620
17163,1997,15,245125
17163,1998,17,242936
17165,1987,2,25270
17165,1988,1,24816
17167,1987,23,165841
17167,1988,14,166713
17167,1989,18,166873
17167,1990,13,167331
17167,1992,12,172592
17167,1993,14,175007
17167,1994,11,177301
17167,1996,12,177628
17167,1997,15,177228
17167,1998,17,177024
17171,1988,1,5229
17173,1987,1,20907
17177,1987,1,45107
17177,1988,1,44935
17179,1987,5,115478
17179,1988,5,115523
17179,1990,10,116583
17179,1998,10,119645
17181,1988,2,16550
17183,1987,5,85032
17183,1988,4,83938
17183,1990,12,82324
17183,1992,14,81723
17189,1988,1,13922
17191,1987,1,16193
17191,1988,2,15970
17193,1988,1,15318
17195,1987,6,57289
17197,1987,18,327502
17197,1988,21,332966
17197,1989,29,338885
17197,1990,27,344819
17197,1991,19,354427
17197,1992,28,362199
17197,1993,23,374191
17197,1994,26,387157
17197,1995,32,402523
17197,1996,22,417874
17197,1997,29,433252
17197,1998,33,449374
17199,1987,3,54480
17199,1988,5,54097
17201,1987,23,237076
17201,1988,31,237081
17201,1989,27,238572
17201,1990,29,239720
17201,1991,26,244168
17201,1992,34,246835
17201,1993,32,249646
17201,1994,33,251533
17201,1995,45,253338
17201,1996,33,255640
17201,1997,32,257010
17201,1998,44,258618
17203,1987,1,30326
17203,1988,1,29934
18001,1987,2,29054
18001,1988,2,29320
18003,1987,7,284771
18003,1988,7,286062
18003,1989,23,286780
18003,1990,14,286870
18003,1991,12,289875
18003,1992,18,292049
18003,1993,23,294388
18003,1994,16,296520
18003,1995,26,298535
18003,1996,14,301301
18003,1997,28,304438
18003,1998,27,307966
18005,1987,7,60575
18005,1988,3,60459
18007,1987,2,8831
18007,1988,1,8780
18009,1988,2,13293
18011,1987,1,35344
18011,1988,3,35597
18015,1987,1,17452
18017,1987,1,37329
18017,1988,5,36591
18019,1987,8,83510
18019,1988,6,83776
18019,1989,10,83941
18019,1995,11,86849
18019,1996,10,87882
18019,1998,12,89357
18021,1987,1,22947
18023,1987,1,28605
18023,1988,2,28545
18025,1987,1,9400
18027,1987,2,25932
18029,1987,1,35208
18029,1988,3,35460
18031,1987,1,22113
18033,1987,1,32680
18035,1987,4,115021
18035,1988,4,114447
18035,1991,12,113435
18035,1993,11,114035
18035,1994,13,113611
18035,1995,15,113680
18035,1996,15,113438
18035,1998,11,112198
18037,1987,1,34246
18037,1988,3,34594
18039,1987,9,144171
18039,1988,9,146844
18039,1992,11,152290
18039,1995,14,161160
18039,1996,16,163612
18039,1997,20,166223
18039,1998,13,168677
18043,1987,5,58935
18043,1988,5,59478
18045,1987,2,16950
18047,1987,3,18557
18047,1988,1,18642
18049,1988,2,17362
18051,1988,1,29936
18053,1987,8,71045
18053,1988,6,70546
18053,1990,12,70069
18055,1987,1,27881
18055,1988,1,27736
18057,1987,4,93325
18057,1988,2,97595
18059,1987,2,42299
18061,1987,1,27680
18061,1988,1,28038
18063,1987,2,70658
18063,1988,5,71253
18065,1987,6,45716
18065,1988,7,45538
18067,1987,2,78587
18067,1988,3,77260
18067,1998,14,79450
18069,1987,2,32762
18069,1988,1,33196
18071,1988,2,34977
18073,1987,1,23520
18073,1988,1,23419
18075,1988,1,20291
18077,1987,2,27707
18077,1988,2,27849
18079,1987,2,22127
18079,1988,2,22412
18081,1987,3,80576
18081,1988,6,81284
18083,1988,5,37386
18085,1988,2,61351
18089,1987,31,451597
18089,1988,38,452227
18089,1989,46,453373
18089,1990,30,454191
18089,1991,64,456943
18089,1992,31,458079
18089,1993,36,459052
18089,1994,37,459423
18089,1995,40,459442
18089,1996,59,458453
18089,1997,40,457662
18089,1998,57,457164
18091,1987,3,100525
18091,1988,4,100585
18093,1987,2,39272
18093,1988,3,39442
18095,1987,9,124105
18095,1988,11,123427
18095,1989,16,122961
18095,1990,11,123122
18095,1991,13,123905
18095,1992,10,123923
18095,1993,12,124339
18095,1994,12,125142
18095,1995,13,125150
18095,1997,16,124745
18095,1998,11,124045
18097,1987,101,748548
18097,1988,108,752211
18097,1989,105,757287
18097,1990,103,760117
18097,1991,131,773296
18097,1992,108,782256
18097,1993,95,789449
18097,1994,119,795751
18097,1995,134,800413
18097,1996,138,805082
18097,1997,114,808228
18097,1998,128,810368
18099,1987,1,39089
18101,1988,1,10174
18105,1987,4,100493
18105,1988,2,101733
18107,1987,2,32227
18107,1988,1,32239
18109,1987,3,52277
18109,1988,2,52090
18113,1988,2,35347
18115,1987,1,4975
18117,1987,1,17405
18119,1988,1,15860
18121,1988,2,14407
18123,1987,1,18030
18125,1988,1,11906
18127,1987,2,119100
18127,1988,3,120371
18127,1995,10,133202
18127,1998,15,137421
18129,1988,1,24794
18131,1987,1,11928
18131,1988,2,11844
18133,1987,5,27895
18133,1988,4,27760
18137,1987,2,22624
18137,1988,2,22604
18139,1987,3,16916
18139,1988,3,16760
18141,1987,12,228424
18141,1988,26,229591
18141,1989,28,231748
18141,1990,13,232225
18141,1991,22,233936
18141,1992,13,235772
18141,1993,19,239232
18141,1994,16,241113
18141,1995,22,243211
18141,1996,21,244639
18141,1997,24,245547
18141,1998,28,246204
18143,1987,2,19874
18145,1987,4,37909
18145,1988,1,37846
18147,1987,1,18447
18147,1988,1,18429
18149,1987,1,20572
18151,1987,4,25241
18151,1988,1,25649
18153,1987,1,17888
18153,1988,1,17639
18155,1988,1,6974
18157,1987,6,121916
18157,1988,2,123350
18157,1992,11,129450
18157,1996,10,137975
18159,1988,1,15090
18161,1988,1,6532
18163,1987,16,155173
18163,1988,16,154440
18163,1989,21,153863
18163,1990,21,153872
18163,1991,21,154598
18163,1992,19,155774
18163,1993,16,156789
18163,1994,13,157403
18163,1995,16,157347
18163,1996,10,158368
18163,1997,19,158637
18163,1998,10,158516
18167,1987,9,100970
18167,1988,5,100399
18167,1990,10,99281
18167,1996,11,100567
18169,1987,2,32856
18169,1988,3,32769
18173,1987,1,42747
18173,1988,2,42990
18175,1987,1,21978
18175,1988,2,22276
18177,1987,7,67987
18177,1988,7,67759
18181,1987,5,21536
18181,1988,1,21505
18183,1987,1,25569
18183,1988,1,25823
19001,1987,3,7544
19007,1988,1,12522
19011,1987,2,20488
19011,1988,2,20541
19013,1987,5,116812
19013,1988,13,115391
19013,1993,11,119115
19013,1994,11,118959
19013,1995,13,118529
19013,1997,14,118557
19015,1987,1,22882
19015,1988,1,22918
19019,1987,1,19428
19019,1988,1,19361
19021,1988,5,18441
19023,1987,1,14459
19025,1987,1,10445
19025,1988,1,10281
19027,1987,2,19979
19027,1988,1,19896
19033,1987,6,43743
19033,1988,4,43578
19037,1987,1,12554
19037,1988,1,12393
19039,1988,1,7591
19041,1987,2,16014
19041,1988,1,15876
19043,1987,2,17739
19045,1987,2,48132
19045,1988,2,47747
19047,1987,1,16247
19049,1987,2,26850
19055,1987,2,16781
19057,1987,4,39725
19057,1988,3,39591
19061,1987,5,81736
19061,1988,4,81795
19063,1987,1,10634
19063,1988,1,10636
19065,1987,1,20019
19065,1988,1,19914
19071,1987,1,7797
19077,1987,2,9908
19083,1988,1,17385
19085,1987,1,13756
19085,1988,2,13626
19087,1988,2,17550
19089,1987,2,9043
19097,1987,1,19223
19097,1988,1,18987
19099,1987,2,32106
19099,1988,2,32251
19103,1987,7,87580
19103,1988,4,89591
19105,1988,1,17713
19107,1987,1,10667
19109,1987,2,17470
19109,1988,1,17320
19111,1987,1,36788
19111,1988,5,36270
19113,1987,14,155754
19113,1988,16,157303
19113,1989,12,158858
19113,1990,12,159814
19113,1991,21,162021
19113,1992,14,164739
19113,1993,12,166911
19113,1994,13,169021
19113,1995,17,171605
19113,1996,13,172490
19113,1997,10,174471
19113,1998,13,175999
19117,1987,3,8422
19119,1987,1,10900
19119,1988,1,10932
19125,1987,1,27387
19127,1987,1,35712
19131,1987,1,9930
19135,1987,2,7447
19135,1988,1,7338
19137,1987,1,10752
19139,1987,4,37075
19139,1988,1,37312
19141,1987,1,14008
19141,1988,1,13931
19143,1987,1,6641
19145,1987,1,15190
19145,1988,2,15001
19147,1988,1,9730
19149,1987,1,21725
19151,1987,1,8949
19153,1987,34,297586
19153,1988,30,301473
19153,1989,34,306887
19153,1990,24,310630
19153,1991,25,316765
19153,1992,20,322465
19153,1993,22,327482
19153,1994,30,331368
19153,1995,33,335771
19153,1996,19,339512
19153,1997,32,341925
19153,1998,39,345835
19155,1987,2,79062
19155,1988,7,78659
19155,1994,11,78497
19157,1988,1,17381
19159,1988,1,4771
19163,1987,11,143824
19163,1988,6,143172
19163,1991,10,145781
19163,1992,11,147292
19163,1993,10,147618
19163,1994,15,147705
19163,1995,22,148087
19163,1996,11,148414
19163,1997,17,148540
19165,1987,1,12173
19167,1987,1,27585
19167,1988,1,27951
19169,1987,4,70064
19169,1988,4,70575
19173,1987,1,6520
19179,1987,5,33106
19179,1988,1,32457
19181,1987,1,33262
19183,1987,1,17738
19185,1988,1,6165
19187,1987,2,37774
19187,1988,2,37347
19191,1987,1,19415
19191,1988,2,19497
19193,1987,9,90402
19193,1988,13,91148
19193,1989,14,91218
19193,1994,14,95712
19193,1995,15,96703
19193,1997,17,96962
19197,1987,1,12945
20001,1987,3,13385
20001,1988,2,13141
20003,1988,2,6970
20005,1987,1,15809
20007,1988,1,5503
20009,1987,3,28560
20009,1988,2,27726
20011,1987,1,13595
20013,1987,3,9782
20015,1987,4,46543
20015,1988,1,46857
20017,1987,1,2712
20019,1987,2,4065
20019,1988,2,3965
20021,1987,3,20385
20021,1988,2,20355
20023,1988,1,3010
20025,1987,1,2171
20029,1988,1,9832
20031,1988,1,7468
20033,1988,1,2066
20035,1987,2,33452
20035,1988,3,33660
20037,1987,3,33099
20037,1988,3,32757
20039,1988,1,3621
20041,1987,1,16978
20045,1988,2,75929
20045,1998,10,93833
20051,1987,1,25078
20051,1988,1,24647
20053,1987,1,5670
20055,1987,1,31005
20055,1988,2,31424
20057,1987,1,26183
20057,1988,3,26098
20059,1987,1,19821
20059,1988,3,19938
20061,1987,6,31045
20061,1988,1,30888
20067,1987,2,6677
20073,1988,2,7005
20079,1987,3,28200
20079,1988,2,28202
20085,1987,1,10405
20087,1987,1,14376
20091,1987,13,315277
20091,1988,18,325676
20091,1989,21,335162
20091,1990,18,342167
20091,1991,12,351401
20091,1992,17,359798
20091,1993,25,369435
20091,1994,19,378318
20091,1995,10,385856
20091,1996,12,393069
20091,1997,24,401897
20091,1998,31,412044
20097,1987,1,3459
20099,1987,2,22345
20099,1988,1,22073
20103,1987,11,60462
20103,1988,6,61160
20103,1991,13,63183
20107,1988,1,7431
20109,1987,1,2861
20111,1987,1,32772
20113,1987,2,24549
20117,1987,1,10507
20119,1988,1,3967
20121,1987,4,20958
20123,1987,1,6673
20125,1987,2,36775
20125,1988,4,36375
20127,1987,1,5426
20131,1988,1,9130
20133,1987,2,15905
20133,1988,2,15605
20143,1988,1,5228
20145,1988,2,6966
20149,1988,3,14754
20155,1987,3,58811
20155,1988,4,58062
20157,1987,2,5859
20159,1988,1,9784
20161,1987,4,63269
20161,1988,3,63867
20169,1987,5,46427
20169,1988,7,46518
20173,1987,21,373001
20173,1988,19,377578
20173,1989,35,383351
20173,1990,30,385295
20173,1991,25,392054
20173,1992,36,400009
20173,1993,36,404266
20173,1994,46,405844
20173,1995,23,406897
20173,1996,43,410274
20173,1997,33,416165
20173,1998,61,424334
20175,1987,4,18775
20175,1988,4,18620
20177,1987,19,149624
20177,1988,18,151809
20177,1989,16,151026
20177,1990,16,151692
20177,1991,19,153311
20177,1992,18,154318
20177,1993,19,155760
20177,1994,22,156985
20177,1995,20,157330
20177,1996,14,157686
20177,1997,22,157825
20177,1998,16,158438
20181,1988,1,6554
20183,1988,1,4475
20185,1988,1,4868
20191,1987,1,23374
20191,1988,1,23557
20203,1987,1,2623
20205,1988,1,9434
20207,1988,1,3629
20209,1987,18,159328
20209,1988,16,157727
20209,1989,16,154978
20209,1991,19,152222
20209,1993,16,150655
20209,1994,17,149425
20209,1995,11,148975
20209,1996,16,148793
20209,1997,14,149150
20209,1998,15,149497
21001,1987,1,14210
21003,1988,1,13242
21005,1988,1,13209
21009,1987,2,31843
21011,1987,1,9114
21013,1987,3,31060
21013,1988,3,30269
21015,1987,2,51182
21015,1988,6,52439
21019,1987,5,49019
21019,1988,5,48257
21021,1987,3,24090
21021,1988,4,24247
21023,1987,1,7051
21025,1987,1,15315
21025,1988,3,15055
21027,1987,1,15783
21029,1988,1,44950
21033,1988,1,12199
21035,1987,4,28540
21037,1987,7,78648
21037,1988,8,78526
21037,1993,13,81433
21037,1994,13,81997
21037,1995,11,82864
21037,1996,10,83051
21037,1997,15,83593
21037,1998,11,83512
21039,1987,1,4895
21041,1987,2,8792
21041,1988,1,8839
21043,1987,2,23312
21043,1988,1,23156
21045,1988,1,13433
21047,1987,4,66427
21047,1988,6,66301
21049,1987,1,27678
21049,1988,4,27955
21051,1987,2,21714
21051,1988,2,21548
21053,1987,2,8695
21053,1988,2,8558
21055,1988,1,8367
21057,1987,1,6322
21059,1987,6,82771
21059,1988,6,82160
21059,1991,11,82983
21059,1992,16,83657
21059,1994,10,84834
21061,1987,1,9751
21065,1987,1,13902
21067,1987,22,212252
21067,1988,22,214322
21067,1989,27,214266
21067,1990,25,216243
21067,1991,28,220851
21067,1992,15,225355
21067,1993,16,229930
21067,1994,30,232906
21067,1995,33,234650
21067,1996,18,237456
21067,1997,24,239580
21067,1998,35,243437
21069,1987,2,11403
21071,1987,8,43994
21071,1988,4,43227
21071,1994,10,41585
21071,1995,11,41388
21071,1996,14,41006
21073,1987,1,41597
21073,1988,4,41537
21075,1988,2,7676
21077,1987,1,4837
21081,1987,2,13222
21081,1988,4,13915
21083,1987,2,30518
21083,1988,2,30243
21085,1987,2,19938
21085,1988,4,19856
21089,1987,4,35215
21091,1987,1,7630
21091,1988,1,7581
21093,1987,8,85433
21093,1988,8,87154
21095,1987,4,36996
21095,1988,2,36300
21097,1987,1,14752
21099,1988,2,14045
21101,1987,5,40343
21101,1988,2,40242
21103,1987,1,12284
21103,1988,1,12074
21105,1987,2,5055
21107,1987,3,43901
21107,1988,3,43850
21109,1988,1,11312
21111,1987,85,636337
21111,1988,73,631751
21111,1989,79,630401
21111,1990,66,628519
21111,1991,78,631875
21111,1992,91,635175
21111,1993,78,637188
21111,1994,67,639217
21111,1995,66,641348
21111,1996,94,642682
21111,1997,81,644062
21111,1998,79,646074
21113,1987,1,28006
21115,1987,3,23095
21115,1988,1,22621
21117,1987,15,133804
21117,1988,16,134909
21117,1989,16,135000
21117,1990,20,135256
21117,1991,11,136352
21117,1992,14,136772
21117,1993,22,138215
21117,1994,21,138938
21117,1995,17,139750
21117,1996,24,139966
21117,1997,22,141352
21117,1998,26,142360
21119,1988,1,17335
21121,1987,2,28523
21121,1988,2,28157
21123,1987,1,10841
21125,1987,2,40617
21125,1988,3,41035
21127,1988,3,13563
21129,1988,1,6866
21131,1987,1,14090
21133,1987,1,27059
21133,1988,1,26387
21135,1987,1,12900
21135,1988,1,12689
21137,1987,1,18444
21137,1988,2,18474
21141,1987,3,23042
21141,1988,1,23156
21143,1988,1,5956
21145,1987,7,57431
21145,1988,4,57790
21145,1991,11,58783
21145,1994,11,60472
21147,1988,1,14897
21151,1987,2,53722
21151,1988,5,53757
21153,1988,1,12841
21155,1987,2,16083
21155,1988,1,15833
21157,1987,2,24539
21159,1987,2,12888
21159,1988,1,12524
21161,1988,1,15632
21163,1987,5,23036
21165,1987,1,4869
21167,1988,1,17859
21169,1988,2,8587
21171,1988,2,10879
21173,1987,2,18566
21177,1987,2,30120
21181,1987,1,6658
21183,1988,2,19529
21185,1987,1,29883
21185,1988,2,30963
21187,1987,1,8386
21189,1987,1,4983
21191,1987,1,10770
21191,1988,3,10983
21193,1987,3,30535
21193,1988,1,30125
21195,1987,4,73981
21195,1988,3,72288
21195,1992,10,69519
21195,1995,12,69201
21197,1988,1,11310
21199,1987,5,44827
21203,1988,1,13817
21205,1987,3,18267
21205,1988,1,18785
21207,1987,2,13227
21207,1988,4,13361
21209,1987,1,21386
21209,1988,2,21765
21211,1988,2,22855
21213,1987,2,14118
21213,1988,2,14222
21215,1988,1,6029
21217,1987,3,19786
21221,1987,1,9388
21223,1987,1,5558
21225,1987,2,16568
21225,1988,1,15976
21227,1987,6,73070
21227,1988,6,73140
21227,1992,10,76795
21227,1997,11,85344
21227,1998,11,86538
21229,1987,1,9800
21231,1987,1,16464
21231,1988,2,16378
21233,1987,2,13221
21233,1988,1,13033
21235,1987,5,32426
21235,1988,1,32236
21237,1988,2,6436
21239,1988,3,18442
22001,1987,2,55539
22001,1988,3,54575
22003,1987,2,21358
22003,1988,1,20031
22005,1987,1,56843
22005,1988,2,55478
22009,1988,1,37881
22011,1987,3,30518
22011,1988,1,29729
22013,1987,1,15312
22013,1988,1,14928
22015,1987,2,85872
22015,1988,6,84425
22015,1991,10,83262
22015,1992,10,83784
22015,1993,12,85520
22015,1997,13,92718
22017,1987,30,247219
22017,1988,22,243260
22017,1989,33,238736
22017,1990,38,234135
22017,1991,27,232557
22017,1992,40,234333
22017,1993,29,235312
22017,1994,43,235448
22017,1995,39,236385
22017,1996,41,236156
22017,1997,40,236186
22017,1998,51,235711
22019,1987,11,163884
22019,1988,17,162604
22019,1989,12,161504
22019,1990,13,161085
22019,1991,12,162876
22019,1992,11,163983
22019,1993,14,165286
22019,1994,16,167161
22019,1995,10,169196
22019,1996,21,171799
22019,1997,15,172877
22019,1998,15,173842
22021,1988,1,9507
22023,1988,1,9345
22025,1987,1,11030
22027,1988,1,16400
22029,1987,2,21096
22029,1988,1,20813
22031,1987,3,25141
22031,1988,3,24320
22033,1987,26,370068
22033,1988,21,368805
22033,1989,31,366908
22033,1990,34,367200
22033,1991,31,374131
22033,1992,31,381647
22033,1993,29,386420
22033,1994,35,388731
22033,1995,21,390397
22033,1996,22,391144
22033,1997,38,391856
22033,1998,35,392619
22035,1987,1,10038
22037,1988,1,18549
22039,1987,1,32535
22039,1988,2,32072
22041,1987,1,21774
22041,1988,1,21366
22043,1987,1,16550
22045,1987,2,66196
22045,1988,4,65345
22047,1987,2,30938
22049,1987,1,15430
22051,1987,36,442265
22051,1988,27,436176
22051,1989,44,434858
22051,1990,47,431803
22051,1991,39,436180
22051,1992,45,439346
22051,1993,41,439645
22051,1994,51,440144
22051,1995,48,440581
22051,1996,59,439094
22051,1997,71,436860
22051,1998,64,435856
22055,1987,8,160168
22055,1988,5,158033
22055,1989,21,158449
22055,1990,10,159144
22055,1991,12,162931
22055,1992,16,165535
22055,1993,12,168731
22055,1994,16,171455
22055,1996,11,176656
22055,1997,16,179454
22055,1998,17,181607
22057,1987,3,84273
22057,1988,4,83569
22061,1987,1,39874
22061,1988,1,39957
22063,1987,1,68025
22063,1988,1,67774
22063,1997,10,81648
22065,1987,3,12895
22067,1987,2,31471
22067,1988,3,30683
22069,1987,2,36125
22071,1987,58,502772
22071,1988,77,491973
22071,1989,70,480195
22071,1990,64,470224
22071,1991,58,468028
22071,1992,60,469020
22071,1993,74,469786
22071,1994,76,469368
22071,1995,76,468055
22071,1996,95,463636
22071,1997,80,461169
22071,1998,102,459016
22073,1987,3,139222
22073,1988,7,137836
22073,1990,11,135427
22073,1991,18,136444
22073,1992,12,138195
22073,1993,14,138880
22073,1994,12,139050
22073,1995,11,139735
22073,1996,13,139905
22073,1997,11,140259
22075,1987,2,25550
22077,1987,3,22348
22079,1987,11,129239
22079,1988,6,127315
22079,1989,11,126082
22079,1990,10,124930
22079,1992,15,123378
22079,1993,12,117939
22079,1995,11,119298
22083,1987,1,20262
22083,1988,1,19937
22087,1987,3,65120
22087,1988,6,65023
22087,1993,10,64535
22089,1988,3,40931
22091,1987,2,9580
22093,1987,2,20822
22093,1988,2,20510
22095,1988,2,38770
22097,1987,4,80816
22097,1988,11,79089
22097,1997,11,80442
22099,1987,3,43364
22099,1988,3,42847
22101,1988,2,56547
22103,1987,9,138118
22103,1988,12,138244
22103,1989,12,138291
22103,1990,15,139859
22103,1993,10,154238
22103,1994,12,159690
22103,1995,12,164862
22103,1996,10,169470
22103,1997,16,174245
22103,1998,12,177835
22105,1987,2,84085
22105,1988,5,83150
22105,1990,11,81849
22105,1997,17,92304
22105,1998,11,93914
22107,1987,2,7081
22109,1987,2,94986
22109,1988,9,94502
22109,1997,10,99031
22111,1987,1,20282
22111,1988,3,19917
22113,1987,1,48876
22115,1987,3,61710
22117,1987,1,42629
22117,1988,6,41683
22119,1987,2,40981
22119,1988,5,40143
22121,1987,1,19202
22121,1988,1,19105
22127,1987,2,15737
23001,1987,12,95340
23001,1988,9,97434
23001,1989,15,99068
23001,1990,10,98866
23001,1991,13,98547
23001,1992,12,97722
23001,1994,10,97243
23001,1996,15,95943
23001,1997,13,95280
23001,1998,13,95793
23003,1987,10,84108
23003,1988,9,82699
23003,1992,12,81818
23005,1987,21,222277
23005,1988,18,226392
23005,1989,25,228301
23005,1990,18,229227
23005,1991,24,230749
23005,1992,24,230809
23005,1993,29,232004
23005,1994,21,234612
23005,1995,34,236215
23005,1996,25,238756
23005,1997,21,241254
23005,1998,32,244065
23007,1987,4,26328
23007,1988,1,26841
23009,1987,2,41789
23009,1988,8,42615
23011,1987,9,105756
23011,1988,13,107276
23011,1989,12,108450
23011,1990,14,109174
23011,1993,14,110358
23011,1994,14,110392
23011,1995,14,110097
23011,1996,18,109422
23011,1997,13,109176
23011,1998,15,108764
23013,1987,7,32691
23013,1988,5,32970
23015,1987,4,26506
23015,1988,1,27204
23017,1987,6,46972
23017,1988,7,47874
23017,1989,10,48907
23019,1987,22,133343
23019,1988,16,135692
23019,1989,11,138221
23019,1990,13,139293
23019,1991,11,139836
23019,1992,14,138730
23019,1993,17,138982
23019,1994,17,139114
23019,1995,13,137680
23019,1996,20,137281
23019,1997,14,136874
23019,1998,16,136408
23021,1987,2,16778
23021,1988,5,16903
23023,1988,3,30935
23025,1987,2,44398
23025,1988,5,45242
23025,1995,11,47283
23027,1987,5,29029
23027,1988,5,29786
23029,1987,1,31863
23029,1988,6,32175
23031,1987,8,148708
23031,1988,5,152651
23031,1990,17,155769
23031,1991,10,157101
23031,1992,11,158061
23031,1993,16,159141
23031,1995,13,161828
23031,1996,20,164139
23031,1997,22,166768
23031,1998,23,168264
24001,1987,7,69828
24001,1988,2,69773
24003,1987,48,400375
24003,1988,31,406103
24003,1989,43,411123
24003,1990,27,414093
24003,1991,23,420064
24003,1992,41,425883
24003,1993,47,432627
24003,1994,42,440035
24003,1995,60,445857
24003,1996,54,449123
24003,1997,58,453187
24003,1998,71,458028
24005,1987,67,641869
24005,1988,68,648522
24005,1989,70,650649
24005,1990,45,655060
24005,1991,41,663702
24005,1992,64,668643
24005,1993,94,672556
24005,1994,80,676258
24005,1995,119,681422
24005,1996,115,685894
24005,1997,115,689795
24005,1998,113,692568
24009,1987,2,43443
24009,1988,2,45684
24009,1995,10,61680
24011,1988,3,24448
24013,1987,5,109316
24013,1988,9,112476
24013,1994,11,128625
24013,1995,19,131927
24013,1996,14,134860
24013,1998,16,139767
24015,1987,7,64572
24015,1988,3,66018
24015,1995,10,75063
24015,1996,10,76056
24015,1997,14,77388
24015,1998,10,78913
24017,1987,9,90312
24017,1988,7,93092
24017,1989,10,96699
24017,1998,11,112509
24019,1987,6,27780
24019,1988,2,28031
24021,1987,10,132921
24021,1988,10,136935
24021,1989,12,140933
24021,1990,10,144621
24021,1993,10,159588
24021,1995,11,168735
24021,1996,10,171739
24021,1998,14,178876
24023,1987,2,25477
24025,1987,8,159916
24025,1988,12,166378
24025,1989,15,171488
24025,1990,12,176823
24025,1991,12,183028
24025,1993,23,189799
24025,1994,20,194154
24025,1995,18,197154
24025,1996,20,200131
24025,1997,13,203000
24025,1998,22,204849
24027,1987,11,157428
24027,1988,13,167159
24027,1992,10,194468
24027,1994,12,207305
24027,1995,15,212502
24027,1996,11,217178
24027,1997,17,221346
24027,1998,18,227513
24029,1988,1,16271
24031,1987,46,676631
24031,1988,59,703685
24031,1989,56,720593
24031,1990,30,726267
24031,1991,30,741814
24031,1992,52,751245
24031,1993,38,760964
24031,1994,51,767760
24031,1995,51,775559
24031,1996,45,782969
24031,1997,65,791634
24031,1998,51,802645
24033,1987,85,680397
24033,1988,87,693652
24033,1989,104,704379
24033,1990,48,712731
24033,1991,48,720898
24033,1992,56,726533
24033,1993,75,729900
24033,1994,56,738281
24033,1995,96,745054
24033,1996,73,752842
24033,1997,90,758009
24033,1998,78,766035
24035,1987,1,29614
24037,1987,3,67040
