FIPS,Year,LwrRspDeaths,Population
50027,1993,10,51277
50027,1994,10,51468
50027,1995,14,51888
50027,1997,11,52224
50027,1998,12,52191
51001,1979,7,29423
51001,1980,5,29195
51001,1981,5,29171
51001,1982,7,29103
51001,1983,10,29022
51001,1984,6,28816
51001,1985,11,28821
51001,1986,10,28941
51001,1987,11,29199
51001,1988,4,29300
51001,1992,11,30605
51001,1994,11,31799
51001,1996,16,32859
51001,1998,13,34167
51003,1979,2,48951
51003,1980,6,54239
51003,1981,4,55655
51003,1982,11,56053
51003,1983,7,56637
51003,1984,7,57356
51003,1985,8,59222
51003,1986,4,59330
51003,1987,8,60787
51003,1988,12,62585
51003,1991,10,66110
51003,1992,10,66480
51003,1993,13,67538
51003,1994,11,68449
51003,1995,12,71080
51003,1996,13,71846
51003,1998,10,73588
51005,1979,2,14072
51005,1980,2,13825
51005,1981,1,13758
51005,1982,1,13456
51005,1984,1,13258
51005,1985,3,13236
51005,1986,5,13148
51005,1987,7,12862
51005,1988,4,12694
51007,1979,1,8022
51007,1980,2,7995
51007,1981,1,7975
51007,1982,3,7885
51007,1984,3,7765
51007,1986,2,7949
51007,1987,2,7908
51007,1988,4,8041
51009,1979,4,27857
51009,1980,3,28030
51009,1981,4,27962
51009,1982,3,27949
51009,1983,5,27729
51009,1984,7,27681
51009,1985,5,27474
51009,1986,4,27370
51009,1987,5,27259
51009,1988,4,27230
51009,1998,10,29440
51011,1979,1,11603
51011,1980,2,11390
51011,1981,2,11466
51011,1982,2,11428
51011,1983,1,11462
51011,1984,4,11425
51011,1985,1,11452
51011,1986,2,11425
51011,1987,1,11543
51011,1988,3,11609
51013,1979,22,148571
51013,1980,20,146958
51013,1981,11,150167
51013,1982,14,151935
51013,1983,25,154263
51013,1984,17,156689
51013,1985,18,158770
51013,1986,18,160638
51013,1987,9,161107
51013,1988,8,162700
51013,1989,15,162950
51013,1990,15,163070
51013,1991,13,164555
51013,1992,14,167075
51013,1993,19,169577
51013,1994,23,172167
51013,1995,18,173148
51013,1996,19,174339
51013,1997,15,176084
51013,1998,14,178007
51015,1979,7,50838
51015,1980,7,51691
51015,1981,10,46785
51015,1982,10,46825
51015,1983,10,47035
51015,1984,10,47486
51015,1985,5,47533
51015,1986,12,47934
51015,1987,3,49230
51015,1988,6,50355
51015,1990,11,52250
51015,1991,10,53224
51015,1994,11,56204
51015,1998,11,60260
51017,1979,1,5363
51017,1981,2,5195
51017,1982,2,5127
51017,1985,2,5031
51017,1986,1,4813
51017,1987,2,4742
51017,1988,2,4692
51019,1979,2,32931
51019,1980,3,33540
51019,1981,9,34527
51019,1982,6,35030
51019,1983,3,35573
51019,1984,2,36513
51019,1985,4,37485
51019,1986,3,38668
51019,1987,9,40005
51019,1988,7,41160
51019,1993,10,48365
51019,1995,11,51984
51019,1997,10,54218
51021,1979,2,6126
51021,1980,2,6071
51021,1981,1,6240
51021,1983,1,6205
51021,1984,1,6121
51021,1985,3,6104
51021,1986,1,6084
51021,1987,3,6084
51021,1988,2,6045
51023,1979,6,22136
51023,1980,2,22340
51023,1981,6,22456
51023,1982,3,22419
51023,1983,3,22306
51023,1984,4,22356
51023,1985,5,22784
51023,1986,6,22936
51023,1987,5,23243
51023,1988,4,23601
51025,1979,2,15412
51025,1980,2,15000
51025,1981,1,14748
51025,1982,2,14839
51025,1983,2,15334
51025,1984,2,15180
51025,1985,1,15106
51025,1986,5,15024
51025,1987,5,15047
51025,1988,4,15011
51027,1979,9,37365
51027,1980,6,37096
51027,1981,3,36782
51027,1982,7,36745
51027,1983,10,36146
51027,1984,4,35316
51027,1985,2,34507
51027,1986,7,33616
51027,1987,10,32762
51027,1988,10,31825
51027,1989,13,30952
51027,1990,11,30329
51027,1991,11,30396
51027,1993,10,29715
51027,1994,17,29176
51027,1998,16,26967
51029,1979,1,11182
51029,1980,1,11187
51029,1983,4,11524
51029,1984,2,11794
51029,1985,1,11797
51029,1986,5,11784
51029,1987,6,11811
51029,1988,1,11949
51031,1979,3,43926
51031,1980,3,44043
51031,1981,3,44074
51031,1982,7,44336
51031,1983,4,44385
51031,1984,9,44427
51031,1985,6,44444
51031,1986,15,44341
51031,1987,10,44672
51031,1988,3,45007
51031,1990,11,45539
51031,1993,11,46486
51031,1995,12,47254
51031,1997,11,47866
51033,1979,1,17737
51033,1980,2,17297
51033,1981,2,17215
51033,1982,5,17304
51033,1984,3,17557
51033,1985,4,17489
51033,1986,3,17376
51033,1987,1,17442
51035,1979,2,25746
51035,1980,4,25769
51035,1981,6,25685
51035,1982,8,25888
51035,1983,2,25928
51035,1984,9,25624
51035,1985,4,25447
51035,1986,2,25129
51035,1987,6,24902
51035,1988,8,24840
51035,1992,10,25320
51035,1996,12,26441
51035,1997,11,26623
51036,1980,2,6528
51036,1981,1,6570
51036,1983,2,6332
51036,1984,1,6337
51036,1985,1,6289
51036,1986,1,6175
51036,1988,1,6073
51037,1979,2,11719
51037,1980,1,11618
51037,1982,2,11370
51037,1983,3,11305
51037,1984,6,11208
51037,1985,3,11059
51037,1986,4,10921
51037,1987,3,10923
51037,1988,3,10922
51041,1979,10,132090
51041,1980,10,139261
51041,1981,19,145806
51041,1982,12,149571
51041,1983,14,151755
51041,1984,10,157155
51041,1985,16,163544
51041,1986,16,172064
51041,1987,14,181695
51041,1988,19,189612
51041,1989,20,197174
51041,1990,15,205293
51041,1991,23,213987
51041,1992,23,219923
51041,1993,26,224924
51041,1994,21,229233
51041,1995,27,234241
51041,1996,22,238236
51041,1997,32,242004
51041,1998,29,245227
51043,1979,3,9512
51043,1980,1,9442
51043,1981,5,9574
51043,1983,1,9920
51043,1985,2,10279
51043,1986,2,10545
51043,1987,3,10884
51043,1988,2,11160
51045,1980,1,3752
51045,1981,1,3772
51045,1983,2,3778
51045,1984,2,3871
51045,1985,1,3900
51045,1987,2,4039
51047,1980,3,21455
51047,1981,1,21898
51047,1982,3,21858
51047,1983,6,21883
51047,1984,2,22114
51047,1985,4,22574
51047,1986,8,22990
51047,1987,4,23652
51047,1988,1,24384
51049,1979,2,7182
51049,1980,1,7454
51049,1981,1,7355
51049,1983,2,7348
51049,1985,1,7380
51049,1986,1,7311
51049,1988,2,7325
51051,1979,3,19532
51051,1980,4,19124
51051,1981,4,19052
51051,1982,5,19260
51051,1983,9,19223
51051,1984,5,19012
51051,1985,6,18762
51051,1986,5,18247
51051,1987,2,17819
51051,1988,6,17463
51051,1996,11,16148
51051,1997,11,16002
51053,1979,6,21168
51053,1980,1,21703
51053,1981,1,21351
51053,1982,2,21174
51053,1983,3,20773
51053,1984,5,20177
51053,1985,4,20105
51053,1986,3,20018
51053,1987,1,20003
51053,1988,3,20010
51057,1979,4,8569
51057,1980,3,8324
51057,1981,2,8374
51057,1982,1,8269
51057,1983,4,8230
51057,1984,3,8239
51057,1986,4,8122
51057,1987,2,8133
51057,1988,2,8119
51059,1979,29,572378
51059,1980,37,588148
51059,1981,46,613907
51059,1982,36,632422
51059,1983,40,650106
51059,1984,59,675619
51059,1985,53,701604
51059,1986,62,728971
51059,1987,58,757369
51059,1988,54,779715
51059,1989,61,794104
51059,1990,57,801024
51059,1991,68,817144
51059,1992,64,833221
51059,1993,76,844641
51059,1994,72,856257
51059,1995,54,866878
51059,1996,57,881269
51059,1997,62,896197
51059,1998,51,907828
51061,1979,4,33900
51061,1980,3,34629
51061,1981,8,35464
51061,1982,4,36326
51061,1983,7,36819
51061,1984,13,37748
51061,1985,8,39311
51061,1986,7,41032
51061,1987,6,43068
51061,1988,4,44823
51061,1990,11,46899
51061,1994,11,48292
51061,1997,10,49609
51063,1979,4,10824
51063,1982,3,10919
51063,1983,6,10839
51063,1984,1,10908
51063,1985,3,10856
51063,1987,1,10931
51063,1988,1,11067
51065,1979,4,9704
51065,1980,1,9812
51065,1981,2,9979
51065,1982,1,9970
51065,1984,1,10042
51065,1985,1,10248
51065,1986,2,10379
51065,1987,3,10668
51065,1988,1,10969
51067,1979,1,34379
51067,1980,7,34247
51067,1981,3,34322
51067,1982,1,34557
51067,1983,6,34613
51067,1984,4,34946
51067,1985,7,35081
51067,1986,5,34983
51067,1987,4,35509
51067,1988,3,36057
51067,1996,11,41748
51067,1997,10,42466
51069,1979,4,32666
51069,1980,5,33223
51069,1981,7,34265
51069,1982,5,34661
51069,1983,6,34928
51069,1984,6,35521
51069,1985,11,36267
51069,1986,3,37361
51069,1987,5,38930
51069,1988,7,40735
51069,1991,11,45882
51069,1992,10,46894
51069,1993,11,47995
51069,1997,13,53324
51071,1979,7,17322
51071,1980,5,17055
51071,1981,6,16903
51071,1982,1,16813
51071,1983,5,16593
51071,1984,6,16477
51071,1985,7,16278
51071,1986,10,15953
51071,1987,5,15796
51071,1988,5,15594
51073,1979,1,18879
51073,1980,3,19241
51073,1981,2,19956
51073,1982,1,20691
51073,1983,7,21663
51073,1984,4,22993
51073,1985,2,24484
51073,1987,2,26919
51073,1988,6,27915
51075,1979,1,11278
51075,1980,2,11291
51075,1981,1,11311
51075,1982,1,11515
51075,1983,2,11548
51075,1985,3,12092
51075,1986,4,12274
51075,1987,3,12724
51077,1979,4,15219
51077,1980,3,15616
51077,1981,5,15718
51077,1983,4,15581
51077,1984,2,15617
51077,1985,3,15458
51077,1986,3,15265
51077,1987,3,15200
51077,1988,4,15164
51079,1981,3,7744
51079,1982,1,7937
51079,1984,1,8228
51079,1985,1,8488
51079,1986,3,8701
51079,1987,2,8940
51079,1988,2,9187
51081,1979,3,10398
51081,1980,2,10543
51081,1981,1,9366
51081,1983,2,9202
51081,1984,3,9041
51081,1985,3,8927
51081,1986,1,8801
51081,1987,2,8817
51081,1988,2,8667
51083,1979,2,29421
51083,1980,6,29195
51083,1981,3,28730
51083,1982,6,28339
51083,1983,5,28114
51083,1984,6,27968
51083,1985,3,27702
51083,1986,3,27475
51083,1987,7,27449
51083,1988,1,27215
51083,1990,12,33416
51083,1991,17,33638
51083,1993,13,34410
51083,1997,10,34206
51085,1979,5,49548
51085,1980,11,48836
51085,1981,4,49467
51085,1982,7,49623
51085,1983,8,49819
51085,1984,7,50444
51085,1985,7,51255
51085,1986,17,52480
51085,1987,6,54794
51085,1988,12,57009
51085,1990,10,60881
51085,1993,13,66198
51085,1994,14,68528
51085,1995,10,71416
51085,1998,13,78313
51087,1979,18,173229
51087,1980,25,174143
51087,1981,30,175046
51087,1982,31,178837
51087,1983,34,182612
51087,1984,34,185832
51087,1985,36,188953
51087,1986,38,192186
51087,1987,29,196952
51087,1988,43,202533
51087,1989,40,206111
51087,1990,39,207117
51087,1991,51,211708
51087,1992,52,215260
51087,1993,43,220126
51087,1994,36,224529
51087,1995,33,230328
51087,1996,46,234212
51087,1997,43,236056
51087,1998,36,238072
51089,1979,8,56486
51089,1980,4,56161
51089,1981,5,56114
51089,1982,7,55693
51089,1983,9,55425
51089,1984,7,55362
51089,1985,3,55577
51089,1986,11,56054
51089,1987,10,57346
51089,1988,8,57051
51089,1989,14,55405
51089,1990,10,54323
51089,1991,12,54029
51089,1992,10,54111
51089,1995,13,54597
51089,1996,11,54386
51089,1998,15,54339
51091,1979,1,2577
51091,1980,1,2764
51091,1982,1,2602
51091,1985,2,2592
51091,1986,1,2469
51091,1987,2,2397
51093,1979,1,21179
51093,1980,2,20891
51093,1981,4,20875
51093,1982,1,21103
51093,1983,5,21439
51093,1984,3,21844
51093,1985,3,22389
51093,1986,3,22654
51093,1987,2,22942
51093,1988,2,23358
51095,1979,4,20891
51095,1980,5,21940
51095,1981,6,22771
51095,1982,1,23738
51095,1983,1,24593
51095,1984,6,25604
51095,1985,1,26578
51095,1986,3,27602
51095,1987,2,29194
51095,1988,2,30859
51097,1982,1,5605
51097,1983,2,5623
51097,1985,1,5843
51097,1986,2,5851
51097,1987,1,5902
51097,1988,2,5900
51099,1979,1,9924
51099,1980,1,10237
51099,1981,2,10235
51099,1982,1,10158
51099,1983,2,10272
51099,1984,1,10620
51099,1985,3,11046
51099,1986,2,11605
51099,1987,1,11979
51099,1988,3,12347
51101,1979,1,8747
51101,1980,1,8982
51101,1981,1,9155
51101,1982,4,9264
51101,1983,1,9261
51101,1984,6,9216
51101,1985,1,9318
51101,1986,3,9444
51101,1987,1,9532
51101,1988,1,9762
51103,1979,3,9515
51103,1981,1,9325
51103,1982,2,9329
51103,1983,3,9275
51103,1984,3,9403
51103,1985,3,9436
51103,1986,5,9546
51103,1987,3,9619
51103,1988,1,9636
51105,1979,8,24697
51105,1980,5,24592
51105,1981,3,24665
51105,1982,4,24683
51105,1983,10,24597
51105,1984,7,24506
51105,1985,4,24175
51105,1986,7,23785
51105,1987,6,23687
51105,1988,7,23323
51105,1991,10,22621
51105,1995,11,22602
51107,1979,2,54983
51107,1980,4,55974
51107,1981,3,57493
51107,1982,7,58644
51107,1983,10,60084
51107,1984,14,62488
51107,1985,9,65606
51107,1986,8,69245
51107,1987,14,73763
51107,1988,2,77263
51107,1991,10,87823
51107,1992,11,91949
51107,1993,13,98551
51107,1995,11,113991
51107,1997,10,131926
51107,1998,12,142411
51109,1979,4,17449
51109,1980,1,17043
51109,1981,4,17291
51109,1982,5,17431
51109,1983,1,17578
51109,1984,4,17663
51109,1985,5,17826
51109,1986,3,18144
51109,1987,5,18400
51109,1988,4,18534
51109,1995,10,21652
51111,1979,4,11567
51111,1980,1,11474
51111,1981,4,11374
51111,1982,3,11357
51111,1983,2,11328
51111,1984,5,11228
51111,1985,2,11110
51111,1986,1,11031
51111,1987,2,10915
51111,1988,3,10823
51113,1979,4,9731
51113,1980,1,9652
51113,1981,2,9701
51113,1982,2,9689
51113,1983,2,9934
51113,1984,4,10163
51113,1985,1,10120
51113,1986,1,10273
51113,1987,1,10441
51113,1988,1,10651
51115,1979,2,7376
51115,1980,2,7282
51115,1983,2,7378
51115,1984,3,7465
51115,1985,3,7509
51115,1986,2,7491
51115,1987,1,7611
51115,1988,4,7607
51117,1979,5,28685
51117,1980,4,27978
51117,1981,5,27976
51117,1982,4,27709
51117,1984,4,27934
51117,1985,6,27763
51117,1986,2,27614
51117,1987,8,27762
51117,1988,9,27408
51117,1993,10,28120
51117,1994,15,28569
51117,1995,14,29052
51117,1996,12,29098
51117,1997,10,29378
51119,1979,2,6842
51119,1980,2,7116
51119,1981,1,7097
51119,1982,1,7184
51119,1983,1,7288
51119,1986,2,7528
51119,1987,1,7556
51121,1979,6,61053
51121,1980,8,61931
51121,1981,3,63469
51121,1982,4,63630
51121,1983,6,63830
51121,1984,7,64540
51121,1985,6,65256
51121,1986,5,66294
51121,1987,5,67322
51121,1988,6,68996
51121,1992,17,72741
51121,1993,10,73627
51121,1994,15,75128
51121,1995,10,75993
51121,1998,15,78906
51125,1979,1,11796
51125,1980,1,11577
51125,1981,3,11754
51125,1982,3,11783
51125,1983,6,11722
51125,1984,3,11773
51125,1985,2,11764
51125,1986,1,11734
51125,1987,6,11750
51125,1988,1,11740
51127,1980,1,8554
51127,1983,1,8766
51127,1984,2,8892
51127,1986,3,9093
51127,1987,1,9416
51127,1988,1,9709
51131,1979,2,14213
51131,1980,5,13734
51131,1981,2,13415
51131,1982,4,13207
51131,1983,11,13111
51131,1984,5,12849
51131,1985,9,12672
51131,1986,5,12496
51131,1987,5,12468
51131,1988,4,12257
51133,1979,1,9140
51133,1980,2,9105
51133,1981,1,9107
51133,1982,2,9170
51133,1984,4,9131
51133,1985,3,9094
51133,1986,1,9208
51133,1987,1,9257
51133,1988,1,9353
51135,1979,4,13690
51135,1980,2,13666
51135,1981,4,13518
51135,1982,1,13581
51135,1983,2,13534
51135,1984,2,13426
51135,1985,4,13994
51135,1986,3,13861
51135,1987,7,13730
51135,1988,5,13686
51137,1979,3,17177
51137,1981,1,17326
51137,1982,2,17504
51137,1983,1,17512
51137,1985,2,18018
51137,1986,2,18446
51137,1987,2,18927
51139,1979,4,18425
51139,1980,1,18473
51139,1981,4,18416
51139,1982,4,18660
51139,1983,4,18671
51139,1984,2,18838
51139,1985,5,18932
51139,1986,4,19036
51139,1987,4,19461
51139,1988,5,19794
51141,1979,3,16723
51141,1980,2,16672
51141,1981,5,16516
51141,1982,5,16416
51141,1983,2,16499
51141,1984,1,16424
51141,1985,3,16323
51141,1986,2,16215
51141,1987,1,16149
51141,1988,6,16012
51143,1979,10,63968
51143,1980,7,63638
51143,1981,8,53078
51143,1982,4,52934
51143,1983,14,52975
51143,1984,10,53224
51143,1985,6,53014
51143,1986,22,52752
51143,1987,16,52479
51143,1988,8,52201
51143,1991,11,53120
51143,1995,10,54982
51143,1996,13,55693
51143,1997,11,56139
51143,1998,14,56802
51145,1980,4,12715
51145,1981,1,12633
51145,1982,4,12764
51145,1983,1,12900
51145,1984,1,12954
51145,1985,1,12728
51145,1986,1,13003
51145,1987,1,13330
51145,1988,3,13831
51147,1979,2,15711
51147,1980,8,15684
51147,1981,2,15659
51147,1982,5,15823
51147,1984,4,15716
51147,1985,1,15707
51147,1986,1,15784
51147,1987,1,16003
51147,1988,2,16084
51149,1979,1,25437
51149,1980,3,25457
51149,1981,1,25705
51149,1982,2,25150
51149,1984,4,25235
51149,1985,4,25644
51149,1986,5,25675
51149,1987,3,25728
51149,1988,2,25559
51153,1979,11,139522
51153,1980,13,141012
51153,1981,19,152695
51153,1982,11,156945
51153,1983,9,160154
51153,1984,6,165669
51153,1985,17,172439
51153,1986,12,180041
51153,1987,11,189958
51153,1988,9,200235
51153,1989,16,209248
51153,1990,21,213698
51153,1991,11,219154
51153,1992,18,225152
51153,1993,18,230474
51153,1994,19,235470
51153,1995,16,239737
51153,1996,24,248134
51153,1997,14,252907
51153,1998,18,259608
51155,1979,2,34568
51155,1980,9,33809
51155,1981,10,33831
51155,1982,1,33554
51155,1983,4,33450
51155,1984,4,33402
51155,1985,5,33282
51155,1986,4,33136
51155,1987,11,32841
51155,1988,6,32881
51155,1990,11,32416
51155,1992,12,32295
51155,1993,15,32255
51155,1997,17,32417
51155,1998,12,32528
51157,1979,1,5803
51157,1980,1,5798
51157,1981,1,5751
51157,1982,1,5680
51157,1984,1,5890
51157,1986,2,5889
51157,1987,2,6004
51157,1988,1,6080
51159,1979,1,6464
51159,1980,1,6574
51159,1983,2,6440
51159,1984,2,6319
51159,1985,2,6364
51159,1986,3,6428
51159,1987,5,6507
51161,1979,5,69910
51161,1980,8,70103
51161,1981,9,70334
51161,1982,11,70199
51161,1983,9,70500
51161,1984,17,71172
51161,1985,15,71714
51161,1986,8,72413
51161,1987,15,73166
51161,1988,16,73689
51161,1990,11,74706
51161,1991,10,75488
51161,1992,15,75680
51161,1993,14,76181
51161,1994,10,76798
51161,1995,14,77155
51161,1996,10,77636
51161,1997,11,77881
51161,1998,19,78626
51163,1979,2,17256
51163,1980,1,17231
51163,1981,4,17120
51163,1982,1,17131
51163,1983,3,17107
51163,1984,3,17143
51163,1985,4,17100
51163,1986,4,17105
51163,1987,1,17148
51163,1988,7,17247
51165,1979,7,55126
51165,1980,3,54795
51165,1981,6,50761
51165,1982,6,50643
51165,1983,7,50761
51165,1984,5,50740
51165,1985,9,50858
51165,1986,5,51075
51165,1987,11,51915
51165,1988,9,52792
51165,1992,11,56602
51165,1997,12,62645
51167,1979,4,30284
51167,1980,7,30598
51167,1981,7,30383
51167,1982,5,30669
51167,1983,12,30511
51167,1984,11,30210
51167,1985,8,29718
51167,1986,10,29379
51167,1987,16,28807
51167,1988,7,28131
51167,1990,13,27243
51167,1991,12,27482
51167,1996,11,28259
51169,1979,10,24026
51169,1980,9,23786
51169,1981,5,23415
51169,1982,8,23491
51169,1983,5,23360
51169,1984,3,23139
51169,1985,9,23036
51169,1986,4,22765
51169,1987,8,22469
51169,1988,4,22183
51169,1990,10,21556
51169,1996,11,21626
51169,1997,10,21569
51171,1979,5,25871
51171,1980,1,26018
51171,1981,4,26325
51171,1982,6,26461
51171,1983,8,26632
51171,1984,4,26867
51171,1985,4,26991
51171,1986,3,27239
51171,1987,5,27846
51171,1988,10,28231
51171,1994,11,30278
51173,1979,4,32224
51173,1980,9,31836
51173,1981,8,31833
51173,1982,13,31545
51173,1983,9,31497
51173,1984,6,31190
51173,1985,12,30989
51173,1986,11,30699
51173,1987,10,30700
51173,1988,8,30366
51173,1989,11,30314
51173,1990,14,30382
51173,1991,11,30536
51173,1992,10,30811
51173,1993,17,30862
51173,1994,11,30938
51173,1995,13,31074
51173,1997,18,30869
51173,1998,13,30783
51175,1979,2,17872
51175,1981,1,17381
51175,1982,2,17143
51175,1983,4,17166
51175,1984,7,16939
51175,1985,1,16775
51175,1986,3,16759
51175,1987,2,16720
51175,1988,5,16646
51177,1980,5,33634
51177,1981,3,33159
51177,1982,2,34157
51177,1983,7,34992
51177,1984,2,36639
51177,1985,5,38613
51177,1986,6,41205
51177,1987,11,44216
51177,1988,3,47862
51177,1992,12,61152
51179,1979,2,38526
51179,1980,3,39654
51179,1981,1,40732
51179,1982,1,42411
51179,1983,5,43844
51179,1984,4,45382
51179,1985,7,46672
51179,1986,7,47979
51179,1987,4,50032
51179,1988,7,53488
51179,1994,10,74150
51179,1996,10,80123
51181,1979,1,5775
51181,1980,1,5773
51181,1981,1,5765
51181,1982,1,5694
51181,1983,1,5708
51181,1984,1,5815
51181,1985,1,5746
51181,1986,1,5838
51181,1987,3,5772
51181,1988,1,5791
51183,1979,3,10582
51183,1980,1,10466
51183,1981,2,10333
51183,1982,4,10155
51183,1985,2,9885
51183,1986,3,9866
51183,1987,1,9861
51183,1988,2,9815
51185,1979,21,49102
51185,1980,21,48678
51185,1981,11,48689
51185,1982,21,48872
51185,1983,12,48901
51185,1984,13,47727
51185,1985,17,46800
51185,1986,18,45906
51185,1987,18,45159
51185,1988,15,44167
51185,1989,14,43599
51185,1990,14,43495
51185,1991,13,43897
51185,1992,16,43932
51185,1993,22,43950
51185,1994,13,43654
51185,1995,17,43542
51185,1996,20,43181
51185,1997,20,42861
51185,1998,11,42501
51187,1979,4,20324
51187,1980,5,20427
51187,1981,6,20617
51187,1982,4,20845
51187,1983,10,21053
51187,1984,4,21263
51187,1985,5,21602
51187,1986,1,22025
51187,1987,3,22876
51187,1988,3,23443
51187,1993,11,26804
51191,1979,6,43729
51191,1980,4,44399
51191,1981,7,43840
51191,1982,8,43975
51191,1983,9,43675
51191,1984,8,43619
51191,1985,12,43351
51191,1986,11,43227
51191,1987,12,43424
51191,1988,11,43259
51191,1989,16,43299
51191,1990,11,43285
51191,1992,10,44300
51191,1993,17,44982
51191,1994,19,45072
51191,1995,13,45862
51191,1996,11,46456
51191,1997,13,46631
51191,1998,10,47246
51193,1979,3,13159
51193,1980,1,13295
51193,1981,4,13315
51193,1982,5,13361
51193,1983,4,13405
51193,1984,7,13528
51193,1985,1,13506
51193,1986,8,13663
51193,1987,5,13854
51193,1988,2,14025
51195,1979,6,42382
51195,1980,9,42288
51195,1981,9,42066
51195,1982,13,42135
51195,1983,12,41695
51195,1984,14,41509
51195,1985,11,41121
51195,1986,14,40322
51195,1987,9,39545
51195,1988,10,38754
51195,1989,13,37953
51195,1990,10,37540
51195,1991,10,37807
51195,1992,10,37856
51195,1994,12,37426
51195,1996,11,37168
51195,1998,12,36795
51197,1979,10,24028
51197,1980,6,24263
51197,1981,5,24296
51197,1982,5,24232
51197,1983,4,24087
51197,1984,3,23962
51197,1985,9,23841
51197,1986,4,23817
51197,1987,6,23881
51197,1988,8,23870
51199,1979,2,35002
51199,1980,6,32150
51199,1981,8,34573
51199,1982,3,35185
51199,1983,2,35661
51199,1984,5,36546
51199,1985,4,36848
51199,1986,4,37351
51199,1987,5,38829
51199,1988,5,40022
51510,1979,5,99573
51510,1980,18,100085
51510,1981,15,101645
51510,1982,16,101885
51510,1983,8,104300
51510,1984,10,106609
51510,1985,15,107609
51510,1986,14,107385
51510,1987,11,106762
51510,1988,12,107341
51510,1989,12,107193
51510,1990,12,106960
51510,1991,12,109175
51510,1992,14,110401
51510,1993,10,111757
51510,1994,13,111482
51510,1995,14,112495
51510,1996,13,112803
51515,1982,2,5310
51515,1983,1,5254
51515,1984,1,5315
51515,1985,2,5295
51515,1986,2,5250
51515,1987,3,5318
51515,1988,2,5297
51520,1979,3,18080
51520,1980,9,17940
51520,1981,10,18201
51520,1982,5,18032
51520,1983,7,17867
51520,1984,4,17725
51520,1985,4,17424
51520,1986,5,17186
51520,1987,6,17030
51520,1988,4,16836
51520,1993,12,16732
51520,1995,11,16634
51530,1979,2,6610
51530,1981,2,6419
51530,1982,2,6393
51530,1983,2,6386
51530,1984,2,6184
51530,1986,2,5905
51530,1987,3,5801
51530,1988,2,5854
51540,1979,7,42893
51540,1980,6,38145
51540,1981,4,38267
51540,1982,8,38435
51540,1983,4,38507
51540,1984,4,38453
51540,1985,7,38268
51540,1986,7,37792
51540,1987,8,38102
51540,1988,6,38070
51540,1990,10,38114
51540,1993,16,40457
51540,1998,10,41208
51550,1979,16,111882
51550,1980,10,111847
51550,1981,15,113649
51550,1982,17,115481
51550,1983,28,117374
51550,1984,15,120931
51550,1985,25,125368
51550,1986,24,128878
51550,1987,22,133771
51550,1988,15,138738
51550,1989,28,143214
51550,1990,21,147423
51550,1991,13,153360
51550,1992,26,159012
51550,1993,28,165923
51550,1994,24,172908
51550,1995,30,178046
51550,1996,22,181122
51550,1997,39,184328
51550,1998,31,186845
51560,1981,1,4430
51560,1984,2,4357
51560,1986,2,4334
51560,1988,1,4306
51570,1979,2,16249
51570,1980,4,15943
51570,1981,3,15979
51570,1982,1,16064
51570,1983,2,15888
51570,1984,1,15660
51570,1985,2,15627
51570,1986,8,15581
51570,1987,5,15763
51570,1988,3,15613
51580,1979,1,8568
51580,1980,4,8554
51580,1982,1,7892
51580,1983,3,7657
51580,1984,2,7296
51580,1985,1,7038
51580,1986,2,6927
51580,1987,1,6764
51580,1988,1,6593
51590,1979,6,43243
51590,1980,7,42922
51590,1981,8,53203
51590,1982,9,52284
51590,1983,10,51652
51590,1984,11,50951
51590,1985,12,50505
51590,1986,7,49527
51590,1987,13,48805
51590,1988,17,48838
51590,1989,21,48722
51590,1990,13,49058
51590,1991,26,49064
51590,1992,19,48824
51590,1993,13,48511
51590,1994,14,48474
51590,1995,22,47799
51590,1996,20,46925
51590,1997,19,46214
51590,1998,16,45348
51595,1979,1,4494
51595,1980,2,4466
51595,1982,1,5331
51595,1983,2,5217
51595,1984,1,5311
51595,1985,1,5262
51595,1986,1,5085
51595,1987,1,5014
51595,1988,3,4967
51600,1979,1,18197
51600,1980,5,19104
51600,1981,3,19591
51600,1982,1,19142
51600,1983,1,19381
51600,1984,3,19058
51600,1985,5,19323
51600,1986,3,19436
51600,1987,2,19182
51600,1988,2,19414
51610,1979,2,9039
51610,1980,1,9323
51610,1981,2,9142
51610,1983,2,9172
51610,1984,2,9100
51610,1985,1,9282
51610,1986,2,9461
51610,1987,3,9621
51610,1988,2,9553
51620,1979,1,7140
51620,1980,1,7028
51620,1981,1,7390
51620,1982,2,7273
51620,1983,2,7222
51620,1984,1,7281
51620,1985,2,7261
51620,1986,2,7290
51620,1987,3,6983
51620,1988,3,7128
51630,1979,1,15178
51630,1980,6,14499
51630,1981,2,16670
51630,1982,3,16356
51630,1983,4,16149
51630,1984,3,16034
51630,1985,1,15897
51630,1986,1,16274
51630,1987,5,16829
51630,1988,5,17296
51630,1994,12,20468
51640,1979,3,5971
51640,1980,3,6062
51640,1981,2,6096
51640,1983,3,6111
51640,1984,2,6126
51640,1985,2,6110
51640,1986,1,6040
51640,1987,1,6062
51640,1988,2,6108
51650,1979,14,121554
51650,1980,12,119962
51650,1981,12,122115
51650,1982,14,123003
51650,1983,17,124153
51650,1984,18,123624
51650,1985,19,123272
51650,1986,25,124376
51650,1987,20,126655
51650,1988,19,128378
51650,1989,18,129263
51650,1990,22,129655
51650,1991,19,132280
51650,1992,26,133975
