FIPS,Year,UnintInjDeaths,Population
20003,1979,6,7901
20003,1980,7,7931
20003,1981,4,7696
20003,1982,2,7696
20003,1983,5,7725
20003,1984,5,7598
20003,1985,4,7247
20003,1986,1,7103
20003,1987,3,7031
20003,1988,4,6970
20005,1979,13,17208
20005,1980,10,17150
20005,1981,8,17134
20005,1982,3,16907
20005,1983,7,16451
20005,1984,10,16280
20005,1985,7,16120
20005,1986,11,15896
20005,1987,9,15809
20005,1988,7,15742
20007,1979,1,6087
20007,1980,5,6024
20007,1981,5,6041
20007,1982,6,6186
20007,1983,3,6307
20007,1984,2,6278
20007,1985,4,6184
20007,1986,5,5979
20007,1987,1,5602
20007,1988,2,5503
20009,1979,7,29668
20009,1980,20,29600
20009,1981,24,30381
20009,1982,23,31113
20009,1983,13,30995
20009,1984,25,30971
20009,1985,12,30703
20009,1986,14,29903
20009,1987,9,28560
20009,1988,8,27726
20009,1989,10,27657
20009,1990,11,27143
20009,1991,15,27055
20011,1979,3,14183
20011,1980,8,14521
20011,1981,4,14455
20011,1982,11,14347
20011,1983,5,14422
20011,1984,7,14226
20011,1985,6,13947
20011,1986,5,13878
20011,1987,8,13595
20011,1988,7,13479
20011,1990,11,13366
20011,1991,11,13333
20013,1979,5,10633
20013,1980,6,10684
20013,1981,5,10352
20013,1982,3,10315
20013,1983,4,10294
20013,1984,3,10175
20013,1985,5,9920
20013,1986,5,9813
20013,1987,4,9782
20013,1988,11,9860
20015,1979,28,40984
20015,1980,32,42443
20015,1981,19,43636
20015,1982,17,44569
20015,1983,14,44695
20015,1984,10,44766
20015,1985,13,45137
20015,1986,18,45552
20015,1987,20,46543
20015,1988,18,46857
20015,1989,19,46890
20015,1990,25,47469
20015,1991,21,48247
20015,1992,12,49473
20015,1993,14,50408
20015,1994,12,51343
20015,1995,13,52823
20015,1996,20,53813
20015,1997,18,54413
20015,1998,13,55072
20017,1979,1,2971
20017,1980,4,2960
20017,1982,1,2847
20017,1983,1,2892
20017,1985,2,2798
20017,1987,1,2712
20017,1988,2,2791
20019,1979,2,4520
20019,1980,4,4475
20019,1981,5,4408
20019,1982,3,4442
20019,1983,2,4509
20019,1984,1,4349
20019,1985,1,4167
20019,1986,4,4094
20019,1987,2,4065
20021,1979,10,20638
20021,1980,15,20748
20021,1981,11,20629
20021,1982,6,20541
20021,1983,8,20609
20021,1984,10,20724
20021,1985,8,20549
20021,1986,11,20458
20021,1987,19,20385
20021,1988,10,20355
20021,1991,12,19776
20021,1992,11,19925
20021,1994,10,20378
20021,1996,13,20921
20021,1997,11,21066
20023,1979,2,3449
20023,1980,3,3336
20023,1981,3,3301
20023,1982,2,3354
20023,1983,1,3366
20023,1984,2,3250
20023,1985,1,3237
20023,1986,4,3168
20023,1987,2,3038
20023,1988,3,3010
20025,1979,2,2323
20025,1982,1,2363
20025,1983,1,2341
20025,1984,2,2323
20025,1986,4,2217
20025,1987,1,2171
20027,1979,2,8799
20027,1980,8,8775
20027,1981,1,8438
20027,1982,3,8445
20027,1983,4,8607
20027,1984,3,8423
20027,1985,3,8245
20027,1986,6,8101
20027,1987,1,8085
20027,1988,1,8116
20029,1979,5,11089
20029,1980,6,11122
20029,1981,3,10834
20029,1982,2,10709
20029,1983,7,10723
20029,1984,9,10563
20029,1985,3,10255
20029,1986,4,10034
20029,1987,1,9872
20031,1979,10,8141
20031,1980,10,8564
20031,1981,2,8321
20031,1982,3,8538
20031,1983,5,8698
20031,1984,4,8629
20031,1985,4,8000
20031,1986,6,7647
20031,1987,3,7538
20031,1988,3,7468
20033,1979,1,2263
20033,1980,1,2306
20033,1981,1,2218
20033,1984,1,2216
20033,1985,3,2166
20035,1979,8,32720
20035,1980,20,34192
20035,1981,24,34546
20035,1982,13,34461
20035,1983,16,34017
20035,1984,9,34213
20035,1985,16,33821
20035,1986,11,33704
20035,1987,12,33452
20035,1988,20,33660
20035,1991,13,33616
20035,1992,16,33892
20035,1993,15,34018
20035,1994,15,34089
20035,1995,13,34225
20035,1996,14,34256
20035,1997,11,34086
20035,1998,12,33622
20037,1979,21,34791
20037,1980,11,34763
20037,1981,12,34883
20037,1982,10,34521
20037,1983,6,34490
20037,1984,17,34293
20037,1985,20,33795
20037,1986,10,33511
20037,1987,17,33099
20037,1988,19,32757
20037,1989,12,32307
20037,1990,18,31979
20037,1992,13,32792
20037,1993,11,33356
20037,1994,12,33813
20037,1995,10,34411
20037,1998,13,34540
20039,1979,4,4010
20039,1980,2,3993
20039,1981,1,4026
20039,1982,2,4123
20039,1983,1,4074
20039,1984,1,4056
20039,1985,1,3922
20039,1987,2,3645
20039,1988,3,3621
20041,1979,4,18931
20041,1980,11,18211
20041,1981,9,17891
20041,1982,6,17822
20041,1983,5,17692
20041,1984,5,17447
20041,1985,7,17150
20041,1986,5,16996
20041,1987,5,16978
20041,1988,8,16942
20041,1990,10,17031
20043,1979,2,8373
20043,1980,2,8622
20043,1981,2,8498
20043,1982,3,8251
20043,1983,2,8068
20043,1984,3,7988
20043,1985,4,7942
20043,1986,2,7905
20043,1987,5,7743
20043,1988,3,7651
20045,1979,18,64535
20045,1980,12,65468
20045,1981,15,67336
20045,1982,12,67582
20045,1983,11,67533
20045,1984,17,68188
20045,1985,19,69606
20045,1986,23,71933
20045,1987,17,73383
20045,1988,13,75929
20045,1989,17,77253
20045,1990,11,78753
20045,1991,17,80578
20045,1992,10,82142
20045,1993,21,84663
20045,1994,18,86353
20045,1995,24,87961
20045,1996,19,89805
20045,1997,17,91979
20045,1998,28,93833
20047,1979,2,4010
20047,1980,2,3878
20047,1981,4,3709
20047,1982,2,3709
20047,1983,5,3691
20047,1984,1,3671
20047,1985,3,3599
20047,1986,2,3494
20047,1987,5,3467
20047,1988,2,3442
20049,1979,3,3645
20049,1980,4,3433
20049,1981,1,3278
20049,1982,3,3230
20049,1983,5,3121
20049,1985,2,2982
20049,1986,1,2918
20049,1987,1,2855
20049,1988,1,2814
20051,1979,12,24720
20051,1980,4,25124
20051,1981,12,25867
20051,1982,7,26423
20051,1983,4,26459
20051,1984,12,26572
20051,1985,7,26656
20051,1986,9,26076
20051,1987,6,25078
20051,1988,6,24647
20051,1997,11,25795
20053,1979,4,6080
20053,1980,3,5985
20053,1981,4,5825
20053,1982,4,5855
20053,1984,1,5802
20053,1985,4,5721
20053,1986,1,5671
20053,1987,3,5670
20053,1988,1,5649
20055,1979,9,22588
20055,1980,22,23156
20055,1981,12,24617
20055,1982,12,26286
20055,1983,7,28194
20055,1984,8,29049
20055,1985,12,30092
20055,1986,10,30677
20055,1987,14,31005
20055,1988,11,31424
20055,1989,15,31778
20055,1991,10,32855
20055,1992,13,33715
20055,1994,18,34750
20055,1995,21,35331
20055,1996,12,35941
20055,1997,17,36694
20055,1998,15,37640
20057,1979,11,22751
20057,1980,9,23106
20057,1981,11,23914
20057,1982,7,24236
20057,1983,5,24921
20057,1984,12,25416
20057,1985,9,25722
20057,1986,15,25848
20057,1987,12,26183
20057,1988,12,26098
20057,1989,11,26008
20057,1990,12,25978
20057,1991,11,26317
20057,1992,12,26807
20057,1994,10,27945
20057,1995,13,28528
20057,1996,13,28934
20057,1998,11,29759
20059,1979,5,20368
20059,1980,10,20378
20059,1981,13,20194
20059,1982,12,20068
20059,1983,14,20130
20059,1984,8,20169
20059,1985,9,19951
20059,1986,13,19774
20059,1987,7,19821
20059,1988,6,19938
20059,1989,10,20147
20059,1995,12,21718
20059,1997,22,22409
20061,1979,23,30451
20061,1980,29,29667
20061,1981,20,30803
20061,1982,18,30848
20061,1983,9,31152
20061,1984,24,30603
20061,1985,13,31415
20061,1986,20,31240
20061,1987,15,31045
20061,1988,17,30888
20061,1989,22,29799
20061,1990,15,29964
20061,1991,13,29182
20061,1994,13,31949
20061,1995,12,30871
20061,1996,14,27330
20061,1998,11,27109
20063,1979,5,3482
20063,1980,2,3487
20063,1981,1,3420
20063,1982,1,3401
20063,1983,4,3380
20063,1984,1,3357
20063,1985,2,3262
20063,1986,1,3157
20063,1987,3,3065
20063,1988,2,3012
20065,1979,2,3726
20065,1980,1,3675
20065,1981,2,3681
20065,1982,2,3833
20065,1983,1,3815
20065,1984,1,3732
20065,1985,2,3721
20065,1988,1,3353
20067,1980,3,6847
20067,1981,4,6665
20067,1982,5,6572
20067,1983,4,6715
20067,1984,5,6625
20067,1985,3,6659
20067,1986,2,6674
20067,1987,4,6677
20067,1988,2,6808
20069,1979,2,4844
20069,1980,3,4865
20069,1981,1,4942
20069,1982,2,4909
20069,1983,3,5050
20069,1984,3,5076
20069,1986,3,5076
20069,1988,5,5122
20071,1979,1,1842
20071,1983,1,1765
20071,1984,1,1735
20071,1985,1,1700
20071,1988,3,1731
20073,1979,1,7740
20073,1980,4,7777
20073,1981,5,7685
20073,1982,3,7780
20073,1983,4,7691
20073,1984,5,7640
20073,1985,3,7431
20073,1986,3,7207
20073,1987,1,7059
20073,1988,7,7005
20075,1979,3,2370
20075,1980,2,2322
20075,1981,1,2255
20075,1985,3,2253
20075,1986,1,2245
20075,1987,1,2165
20077,1979,4,6854
20077,1980,8,6951
20077,1981,6,6811
20077,1982,3,6797
20077,1983,3,6761
20077,1984,8,6725
20077,1985,4,6607
20077,1986,5,6453
20077,1987,1,6328
20077,1988,3,6245
20079,1979,12,28113
20079,1980,14,28234
20079,1981,8,28550
20079,1982,9,28601
20079,1983,7,28585
20079,1984,12,28467
20079,1985,9,28452
20079,1986,13,28317
20079,1987,8,28200
20079,1988,8,28202
20079,1989,10,28378
20079,1996,13,29888
20079,1997,13,30035
20079,1998,10,30060
20081,1979,2,3857
20081,1981,1,3602
20081,1982,3,3688
20081,1984,1,3737
20081,1986,2,3747
20081,1987,1,3808
20081,1988,1,3840
20083,1979,2,2119
20083,1980,2,2102
20083,1981,1,2021
20083,1982,3,2047
20083,1983,2,2105
20083,1986,1,2065
20083,1987,7,2018
20085,1979,9,10772
20085,1980,11,10843
20085,1981,2,10599
20085,1982,7,10603
20085,1983,4,10638
20085,1984,3,10463
20085,1985,6,10544
20085,1986,11,10463
20085,1987,6,10405
20085,1988,8,10583
20087,1979,3,13985
20087,1980,11,14253
20087,1981,9,14247
20087,1982,11,14238
20087,1983,9,14316
20087,1984,7,14224
20087,1985,5,14113
20087,1986,9,14170
20087,1987,12,14376
20087,1988,5,14702
20089,1979,2,4767
20089,1980,2,4695
20089,1981,2,4513
20089,1982,2,4531
20089,1983,1,4476
20089,1984,1,4290
20089,1985,3,4152
20089,1986,2,4116
20089,1987,1,4023
20089,1988,2,3917
20091,1979,87,256985
20091,1980,80,262748
20091,1981,137,267128
20091,1982,61,270679
20091,1983,68,276638
20091,1984,52,284679
20091,1985,58,292832
20091,1986,78,303030
20091,1987,58,315277
20091,1988,72,325676
20091,1989,52,335162
20091,1990,59,342167
20091,1991,48,351401
20091,1992,39,359798
20091,1993,54,369435
20091,1994,49,378318
20091,1995,48,385856
20091,1996,52,393069
20091,1997,61,401897
20091,1998,78,412044
20093,1980,1,3325
20093,1981,3,3534
20093,1982,2,3663
20093,1983,2,3712
20093,1984,3,3719
20093,1985,2,3720
20093,1986,2,3874
20093,1987,5,3946
20093,1988,2,4005
20095,1979,4,8225
20095,1980,9,8255
20095,1981,3,8156
20095,1982,8,8093
20095,1983,7,8030
20095,1984,5,7960
20095,1985,4,7774
20095,1986,4,7605
20095,1988,3,7427
20097,1979,1,3735
20097,1980,1,3740
20097,1981,2,3740
20097,1982,1,3763
20097,1983,3,3743
20097,1984,1,3648
20097,1985,1,3589
20097,1986,1,3491
20097,1987,1,3459
20097,1988,1,3420
20099,1979,13,23523
20099,1980,6,23793
20099,1981,13,23885
20099,1982,11,23476
20099,1983,8,23443
20099,1984,6,23118
20099,1985,12,22829
20099,1986,12,22599
20099,1987,11,22345
20099,1988,6,22073
20099,1992,10,21455
20099,1993,11,21248
20099,1996,11,21049
20099,1998,13,20956
20101,1979,1,2471
20101,1980,1,2298
20101,1982,1,2295
20101,1983,3,2348
20101,1984,1,2316
20101,1985,1,2323
20101,1986,1,2308
20101,1987,3,2295
20101,1988,2,2289
20103,1979,19,52223
20103,1980,18,52692
20103,1981,12,53506
20103,1982,14,54948
20103,1983,18,56739
20103,1984,9,56977
20103,1985,12,57592
20103,1986,14,58966
20103,1987,9,60462
20103,1988,14,61160
20103,1989,23,60686
20103,1990,16,61788
20103,1991,25,63183
20103,1992,19,63279
20103,1993,13,63813
20103,1994,12,64366
20103,1995,11,64581
20103,1996,15,64776
20103,1998,18,65208
20105,1979,1,3763
20105,1980,3,3595
20105,1981,1,3534
20105,1982,2,3510
20105,1983,2,3397
20105,1984,1,3331
20105,1985,1,3258
20105,1986,3,3188
20105,1987,2,3156
20105,1988,1,3184
20107,1979,5,7521
20107,1980,7,7468
20107,1981,4,7289
20107,1982,4,7239
20107,1983,9,7326
20107,1984,4,7412
20107,1985,3,7347
20107,1986,2,7257
20107,1987,4,7291
20107,1988,14,7431
20109,1979,1,3367
20109,1980,4,3211
20109,1981,6,3104
20109,1982,1,3182
20109,1983,2,3153
20109,1984,1,3082
20109,1986,1,2942
20109,1987,3,2861
20109,1988,1,2823
20111,1979,11,32774
20111,1980,13,33248
20111,1981,14,33951
20111,1982,13,34677
20111,1983,13,34736
20111,1984,18,35534
20111,1985,9,33825
20111,1986,15,32756
20111,1987,11,32772
20111,1988,11,32649
20111,1990,10,32591
20111,1991,10,32610
20111,1992,11,32767
20111,1993,10,33344
20111,1996,14,33413
20111,1997,12,33251
20113,1979,8,24585
20113,1980,15,24819
20113,1981,7,25118
20113,1982,5,25041
20113,1983,6,25227
20113,1984,10,25327
20113,1985,8,25110
20113,1986,8,24792
20113,1987,5,24549
20113,1988,8,24480
20113,1989,10,24799
20113,1997,11,26167
20115,1979,3,12298
20115,1980,9,12092
20115,1981,9,11790
20115,1982,2,11707
20115,1983,2,11693
20115,1984,5,11722
20115,1985,8,11579
20115,1986,3,11200
20115,1987,4,11071
20115,1988,9,11253
20117,1979,9,11939
20117,1980,4,11716
20117,1981,8,11539
20117,1982,2,11589
20117,1983,3,11376
20117,1984,6,11101
20117,1985,1,10978
20117,1986,6,10647
20117,1987,6,10507
20117,1988,6,10445
20119,1979,2,4412
20119,1980,1,4419
20119,1981,2,4323
20119,1982,7,4371
20119,1983,6,4300
20119,1984,3,4298
20119,1985,7,4228
20119,1986,1,4139
20119,1988,1,3967
20121,1979,12,19978
20121,1980,15,20175
20121,1981,11,20331
20121,1982,3,20324
20121,1983,8,20305
20121,1984,13,20407
20121,1985,8,20478
20121,1986,17,20538
20121,1987,10,20958
20121,1988,11,21466
20121,1989,12,21699
20121,1991,11,22357
20121,1992,19,22606
20121,1993,15,22837
20121,1997,14,25174
20121,1998,10,25563
20123,1979,2,7407
20123,1980,2,7389
20123,1981,2,7238
20123,1982,1,7127
20123,1983,7,7105
20123,1984,2,7122
20123,1985,3,6942
20123,1986,1,6792
20123,1987,3,6673
20123,1988,1,6540
20125,1979,22,38675
20125,1980,21,39049
20125,1981,14,39347
20125,1982,24,39840
20125,1983,19,39211
20125,1984,13,38290
20125,1985,12,37419
20125,1986,12,37005
20125,1987,7,36775
20125,1988,21,36375
20125,1989,15,35575
20125,1991,16,34999
20125,1992,16,34263
20125,1993,13,34187
20125,1994,21,33966
20125,1995,12,33861
20125,1996,16,33523
20125,1998,14,33217
20127,1979,3,5749
20127,1980,3,5748
20127,1981,1,5546
20127,1982,2,5620
20127,1983,3,5658
20127,1984,6,5492
20127,1985,1,5448
20127,1986,3,5386
20127,1987,1,5426
20127,1988,2,5446
20129,1979,4,3271
20129,1980,3,3331
20129,1981,2,3324
20129,1982,2,3372
20129,1983,4,3394
20129,1984,2,3362
20129,1985,3,3381
20129,1986,4,3389
20129,1987,2,3371
20129,1988,3,3336
20131,1979,7,10204
20131,1980,2,10168
20131,1981,11,9890
20131,1982,4,9840
20131,1983,6,9753
20131,1984,3,9594
20131,1985,4,9455
20131,1986,10,9362
20131,1987,9,9189
20133,1979,4,17604
20133,1980,10,17458
20133,1981,7,17865
20133,1982,8,17794
20133,1983,11,17425
20133,1984,5,17443
20133,1985,12,17106
20133,1986,8,16471
20133,1987,2,15905
20133,1988,3,15605
20133,1995,10,15642
20135,1979,1,4091
20135,1980,2,4118
20135,1981,2,4187
20135,1982,6,4229
20135,1983,3,4289
20135,1984,4,4274
20135,1985,1,4239
20135,1986,2,4132
20135,1987,1,3942
20135,1988,1,3857
20137,1979,2,6127
20137,1980,5,6038
20137,1981,5,5922
20137,1982,4,5853
20137,1983,1,5799
20137,1984,4,5761
20137,1985,3,5671
20137,1986,1,5561
20137,1987,1,5427
20137,1988,3,5460
20139,1979,5,13967
20139,1980,13,14158
20139,1981,14,14118
20139,1982,3,14141
20139,1983,8,14239
20139,1984,5,14200
20139,1985,6,13659
20139,1986,7,13664
20139,1987,4,13773
20139,1988,1,13839
20141,1979,5,5324
20141,1980,4,5218
20141,1981,4,5005
20141,1982,2,4961
20141,1983,2,4904
20141,1984,2,4811
20141,1985,3,4623
20141,1986,3,4540
20141,1987,5,4423
20143,1979,5,5575
20143,1980,1,5395
20143,1982,4,5208
20143,1984,1,5288
20143,1985,2,5183
20143,1986,4,5336
20143,1987,3,5330
20143,1988,1,5228
20145,1979,3,7824
20145,1980,7,7551
20145,1981,9,7563
20145,1982,2,7579
20145,1983,2,7621
20145,1984,1,7471
20145,1985,2,7328
20145,1986,1,7087
20145,1987,4,6940
20145,1988,3,6966
20147,1979,2,7033
20147,1980,1,6650
20147,1981,2,6507
20147,1982,1,6469
20147,1983,2,6410
20147,1984,3,6332
20147,1986,3,6058
20147,1987,3,6060
20147,1988,1,6042
20149,1979,9,13582
20149,1980,3,13799
20149,1981,6,13883
20149,1982,9,14197
20149,1983,3,14356
20149,1984,3,14383
20149,1985,3,14319
20149,1986,9,14391
20149,1987,6,14625
20149,1988,3,14754
20151,1979,6,9376
20151,1980,4,9445
20151,1981,3,9559
20151,1982,6,9797
20151,1983,2,9940
20151,1984,4,9805
20151,1985,5,9831
20151,1986,5,9619
20151,1987,5,9231
20151,1988,3,9009
20153,1979,4,3598
20153,1980,1,3763
20153,1981,6,3685
20153,1983,3,3673
20153,1984,4,3478
20153,1985,1,3384
20153,1987,2,3197
20153,1988,1,3147
20155,1979,24,60403
20155,1980,24,61303
20155,1981,25,61125
20155,1982,20,60335
20155,1983,17,60290
20155,1984,23,59861
20155,1985,20,59867
20155,1986,20,59509
20155,1987,18,58811
20155,1988,19,58062
20155,1989,14,57918
20155,1990,29,57614
20155,1992,22,57536
20155,1993,16,57836
20155,1994,23,57819
20155,1995,12,58291
20155,1996,14,58665
20155,1997,16,58752
20155,1998,23,59055
20157,1979,1,6760
20157,1980,4,6655
20157,1981,4,6427
20157,1982,4,6265
20157,1983,1,6223
20157,1984,3,6173
20157,1985,3,6073
20157,1986,2,5926
20157,1987,2,5859
20157,1988,1,5750
20159,1979,5,11145
20159,1980,7,10940
20159,1981,6,10627
20159,1982,3,10558
20159,1983,6,10519
20159,1984,5,10405
20159,1985,6,10111
20159,1986,2,9954
20159,1987,4,9888
20159,1988,5,9784
20161,1979,15,61190
20161,1980,15,61926
20161,1981,15,63502
20161,1982,20,63804
20161,1983,8,65510
20161,1984,13,64542
20161,1985,10,63392
20161,1986,10,63000
20161,1987,8,63269
20161,1988,9,63867
20161,1991,10,62891
20161,1993,10,65135
20161,1994,12,66393
20161,1996,10,63391
20161,1998,12,60948
20163,1979,1,6447
20163,1980,8,6424
20163,1981,1,6479
20163,1982,3,6580
20163,1983,5,6545
20163,1984,8,6394
20163,1985,4,6281
20163,1986,4,6144
20163,1987,5,5817
20163,1988,2,5645
20165,1979,2,4212
20165,1980,3,4092
20165,1982,1,3962
20165,1983,1,4014
20165,1985,3,3880
20165,1987,1,3594
20167,1980,1,8187
20167,1981,6,8152
20167,1982,5,8366
20167,1983,4,8429
20167,1984,5,8345
20167,1985,1,8185
20167,1986,2,7886
20167,1987,3,7607
20167,1988,2,7406
20169,1979,13,46666
20169,1980,14,46463
20169,1981,10,46696
20169,1982,13,46606
20169,1983,12,47019
20169,1984,18,47313
20169,1985,16,46654
20169,1986,16,46237
20169,1987,22,46427
20169,1988,15,46518
20169,1989,20,46202
20169,1990,14,46178
20169,1991,12,47049
20169,1993,13,48422
20169,1995,11,49505
20169,1997,19,49588
20169,1998,13,49688
20171,1979,3,5546
20171,1980,4,5488
20171,1981,3,5356
20171,1982,6,5416
20171,1983,2,5453
20171,1984,2,5507
20171,1985,1,5377
20171,1986,5,5256
20171,1987,2,5188
20171,1988,1,5110
20173,1979,154,351270
20173,1980,132,353725
20173,1981,146,360789
20173,1982,123,363010
20173,1983,103,361981
20173,1984,116,364977
20173,1985,106,367617
20173,1986,99,369044
20173,1987,115,373001
20173,1988,109,377578
20173,1989,102,383351
20173,1990,112,385295
20173,1991,122,392054
20173,1992,119,400009
20173,1993,114,404266
20173,1994,100,405844
20173,1995,84,406897
20173,1996,107,410274
20173,1997,98,416165
20173,1998,137,424334
20175,1979,15,16837
20175,1980,9,16574
20175,1981,9,17314
20175,1982,8,18061
20175,1983,12,18029
20175,1984,13,17992
20175,1985,11,18669
20175,1986,9,18887
20175,1987,9,18775
20175,1988,5,18620
20175,1989,12,18297
20175,1992,11,18451
20175,1996,10,20418
20175,1997,14,20752
20177,1979,49,145564
20177,1980,69,147011
20177,1981,56,147553
20177,1982,48,147793
20177,1983,38,147979
20177,1984,54,148388
20177,1985,59,148210
20177,1986,35,148486
20177,1987,56,149624
20177,1988,38,151809
20177,1989,32,151026
20177,1990,27,151692
20177,1991,30,153311
20177,1992,26,154318
20177,1993,36,155760
20177,1994,47,156985
20177,1995,27,157330
20177,1996,45,157686
20177,1997,34,157825
20177,1998,34,158438
20179,1979,1,3337
20179,1980,1,3247
20179,1981,1,3118
20179,1982,1,3113
20179,1983,1,3162
20179,1984,1,3059
20179,1986,1,2957
20179,1988,1,2841
20181,1979,1,7489
20181,1980,4,7317
20181,1981,4,7032
20181,1982,4,7017
20181,1983,2,7083
20181,1984,2,6991
20181,1985,4,6853
20181,1986,11,6610
20181,1987,1,6535
20181,1988,5,6554
20183,1979,8,5246
20183,1980,1,5206
20183,1981,4,5010
20183,1985,2,4729
20183,1986,2,4654
20183,1987,1,4537
20183,1988,3,4475
20185,1979,5,5034
20185,1980,1,5071
20185,1981,2,5093
20185,1982,4,5184
20185,1983,2,5122
20185,1984,1,5203
20185,1986,3,5060
20185,1987,2,4861
20185,1988,3,4868
20187,1979,2,2326
20187,1981,1,2252
20187,1982,1,2239
20187,1983,2,2327
20187,1984,2,2270
20187,1985,1,2260
20187,1986,1,2311
20187,1987,2,2324
20187,1988,2,2289
20189,1979,5,4381
20189,1980,3,4519
20189,1981,1,4416
20189,1982,3,4438
20189,1984,5,4592
20189,1985,1,4552
20189,1986,3,4595
20189,1987,2,4648
20189,1988,3,4706
20191,1979,15,22708
20191,1980,10,23064
20191,1981,9,23381
20191,1982,9,23528
20191,1983,7,23372
20191,1984,11,23234
20191,1985,14,23186
20191,1986,16,23262
20191,1987,12,23374
20191,1988,6,23557
20191,1992,14,23863
20191,1995,13,23821
20191,1998,14,24095
20193,1979,4,7940
20193,1980,2,7983
20193,1981,7,7898
20193,1982,3,8101
20193,1983,4,8313
20193,1984,3,8204
20193,1985,3,8143
20193,1986,2,8029
20193,1987,2,7843
20193,1988,3,7851
20195,1979,4,3805
20195,1980,3,3823
20195,1981,2,3845
20195,1985,2,3736
20195,1986,2,3578
20195,1987,2,3479
20195,1988,1,3403
20197,1979,3,6135
20197,1980,3,6238
20197,1981,3,6045
20197,1982,8,6049
20197,1983,6,6151
20197,1984,2,6178
20197,1985,3,6196
20197,1986,2,6147
20197,1987,2,6143
20197,1988,2,6226
20199,1979,1,1916
20199,1982,1,1845
20199,1984,2,1874
20199,1987,1,1807
20201,1979,1,7921
20201,1980,5,7614
20201,1981,5,7229
20201,1982,6,7217
20201,1983,1,7108
20201,1984,4,6906
20201,1985,2,6745
20201,1986,4,6555
20201,1988,1,6458
20203,1979,7,3126
20203,1981,3,2810
20203,1983,3,2852
20203,1984,1,2745
20203,1985,2,2705
20203,1986,3,2648
20203,1987,3,2623
20203,1988,1,2659
20205,1979,5,10917
20205,1980,10,11060
20205,1981,7,10608
20205,1982,6,10619
20205,1983,4,10449
20205,1984,7,10278
20205,1985,7,10098
20205,1986,5,9959
20205,1987,5,9728
20205,1988,5,9434
20207,1979,4,4166
20207,1980,3,4118
20207,1982,4,4074
20207,1984,2,4164
20207,1985,4,4004
20207,1986,1,3809
20207,1987,1,3747
20207,1988,1,3629
20209,1979,53,165262
20209,1980,80,164648
20209,1981,67,163930
20209,1982,58,162895
20209,1983,50,161883
20209,1984,87,160917
20209,1985,58,161206
20209,1986,59,160818
20209,1987,48,159328
20209,1988,49,157727
20209,1989,74,154978
20209,1990,51,153283
20209,1991,49,152222
20209,1992,46,151381
20209,1993,36,150655
20209,1994,52,149425
20209,1995,49,148975
20209,1996,50,148793
20209,1997,51,149150
20209,1998,51,149497
21001,1979,3,14274
21001,1980,9,14389
21001,1981,6,14487
21001,1982,7,14493
21001,1983,14,14364
21001,1984,6,14763
21001,1985,5,14626
21001,1986,4,14528
21001,1987,4,14210
21001,1988,8,14365
21001,1991,10,14501
21001,1994,19,15193
21003,1979,10,12998
21003,1980,8,13305
21003,1981,8,13198
21003,1982,6,13069
21003,1983,6,13138
21003,1984,4,13398
21003,1985,4,13416
21003,1986,13,13327
21003,1987,1,13245
21003,1988,3,13242
21003,1991,10,13788
21003,1992,10,14089
21003,1995,11,15077
21003,1996,13,15308
21005,1979,8,11341
21005,1980,6,12002
21005,1981,5,12243
21005,1982,4,12205
21005,1983,7,12237
21005,1984,3,12491
21005,1985,7,12735
21005,1986,2,12820
21005,1987,7,13019
21005,1988,2,13209
21005,1995,11,16335
21005,1997,12,17147
21007,1979,2,8058
21007,1980,5,8127
21007,1981,4,7953
21007,1982,4,7820
21007,1983,10,7775
21007,1984,3,7701
21007,1985,3,7761
21007,1986,2,7594
21007,1987,7,7534
21007,1988,2,7351
21009,1979,9,31984
21009,1980,11,32132
21009,1981,15,32066
21009,1982,10,32566
21009,1983,11,32496
21009,1984,13,32379
21009,1985,11,31967
21009,1986,26,31989
21009,1987,9,31843
21009,1988,19,31566
21009,1989,18,31381
21009,1990,13,31552
21009,1991,11,31840
21009,1992,15,31981
21009,1993,13,32469
21009,1994,12,32726
21009,1995,15,33396
21009,1996,12,33897
21009,1997,11,34306
21009,1998,10,34615
21011,1979,1,9415
21011,1980,9,9462
21011,1981,5,9435
21011,1982,2,9480
21011,1983,8,9556
21011,1984,7,9317
21011,1985,1,9274
21011,1986,14,9283
21011,1987,2,9114
21011,1988,2,9026
21013,1979,19,32761
21013,1980,17,32841
21013,1981,21,32492
21013,1982,20,32507
21013,1983,31,32592
21013,1984,21,32271
21013,1985,21,31855
21013,1986,23,31658
21013,1987,12,31060
21013,1988,20,30269
21013,1989,20,30229
21013,1990,18,29839
21013,1991,24,29552
21013,1992,19,29319
21013,1993,12,29391
21013,1994,22,29379
21013,1995,13,29122
21013,1996,16,28995
21013,1997,11,28777
21013,1998,12,28245
21015,1979,15,43729
21015,1980,27,44769
21015,1981,29,45858
21015,1982,11,46519
21015,1983,12,47234
21015,1984,14,47892
21015,1985,16,48840
21015,1986,15,49503
21015,1987,15,51182
21015,1988,12,52439
21015,1989,15,54131
21015,1990,19,55712
21015,1991,11,58475
21015,1993,14,63135
21015,1995,22,67697
21015,1997,17,73611
21015,1998,19,77236
21017,1979,12,17949
21017,1980,3,18379
21017,1981,13,18176
21017,1982,7,18000
21017,1983,6,17980
21017,1984,11,17987
21017,1985,12,17901
21017,1986,10,18068
21017,1987,8,17975
21017,1988,11,17882
