FIPS,Year,CerebroDeaths,Population
17097,1989,70,489716
17097,1990,67,499586
17097,1991,63,513841
17097,1992,59,524440
17097,1993,60,535367
17097,1994,79,547276
17097,1995,61,560282
17097,1996,59,574548
17097,1997,65,587320
17097,1998,49,598756
17099,1979,53,102371
17099,1980,33,105420
17099,1981,29,104190
17099,1982,25,102749
17099,1983,24,101780
17099,1984,29,101292
17099,1985,20,100437
17099,1986,30,99705
17099,1987,27,99135
17099,1988,18,98257
17099,1989,19,98252
17099,1990,22,98629
17099,1991,20,98930
17099,1992,21,99356
17099,1993,20,100131
17099,1994,17,100485
17099,1995,20,100887
17099,1996,16,101479
17099,1997,13,101680
17099,1998,16,102102
17101,1979,9,16354
17101,1980,7,16329
17101,1981,4,16639
17101,1982,6,16596
17101,1983,6,16559
17101,1984,7,16402
17101,1985,6,16164
17101,1986,2,15586
17101,1987,5,15138
17101,1988,8,14748
17103,1979,11,34594
17103,1980,13,34396
17103,1981,15,34627
17103,1982,9,33708
17103,1983,12,32677
17103,1984,9,32435
17103,1985,10,32249
17103,1986,8,32090
17103,1987,10,32016
17103,1988,8,32062
17105,1979,12,38917
17105,1980,10,38820
17105,1981,10,38772
17105,1982,8,38313
17105,1983,6,37837
17105,1984,11,37727
17105,1985,10,37412
17105,1986,9,36959
17105,1987,3,36620
17105,1988,8,36560
17105,1993,10,36777
17105,1994,12,36916
17105,1996,11,36438
17107,1979,2,29599
17107,1980,3,29748
17107,1981,6,29953
17107,1982,6,29256
17107,1983,5,28929
17107,1984,6,28740
17107,1985,6,29072
17107,1986,5,28763
17107,1987,5,28541
17107,1988,6,28545
17107,1989,12,28600
17109,1979,7,35312
17109,1980,7,35519
17109,1981,5,36535
17109,1982,8,36227
17109,1983,8,35349
17109,1984,8,34459
17109,1985,5,33833
17109,1986,7,33160
17109,1987,8,32779
17109,1988,8,32801
17109,1998,10,30852
17111,1979,22,138751
17111,1980,35,142732
17111,1981,30,143368
17111,1982,33,144242
17111,1983,25,145889
17111,1984,23,148691
17111,1985,31,151447
17111,1986,27,154815
17111,1987,35,158972
17111,1988,28,164004
17111,1989,22,169262
17111,1990,30,176002
17111,1991,21,185511
17111,1992,26,193087
17111,1993,21,202069
17111,1994,27,211162
17111,1995,22,220312
17111,1996,27,227294
17111,1997,31,233473
17111,1998,28,239295
17113,1979,27,113418
17113,1980,26,114299
17113,1981,35,115055
17113,1982,28,115284
17113,1983,25,116315
17113,1984,26,117005
17113,1985,21,117406
17113,1986,17,116989
17113,1987,14,118576
17113,1988,14,120227
17113,1989,17,121630
17113,1990,18,123120
17113,1991,13,125962
17113,1992,12,127790
17113,1993,17,130390
17113,1995,15,134375
17113,1996,14,135573
17113,1997,15,137549
17113,1998,10,139547
17115,1979,48,125957
17115,1980,51,124896
17115,1981,29,123553
17115,1982,38,121561
17115,1983,48,119962
17115,1984,36,119018
17115,1985,41,117786
17115,1986,28,115488
17115,1987,28,113370
17115,1988,22,111845
17115,1989,26,110532
17115,1990,12,109791
17115,1991,20,110441
17115,1992,25,110565
17115,1993,20,110139
17115,1994,27,109567
17115,1995,14,109231
17115,1996,19,108539
17115,1997,23,107487
17115,1998,22,107204
17117,1979,15,44930
17117,1980,21,45781
17117,1981,21,46142
17117,1982,16,45671
17117,1983,12,45597
17117,1984,7,45394
17117,1985,8,45281
17117,1986,14,44965
17117,1987,6,44671
17117,1988,11,44352
17117,1990,12,43636
17117,1991,10,43758
17117,1993,15,43813
17117,1995,17,44362
17117,1996,15,44551
17117,1997,10,44427
17119,1979,72,240252
17119,1980,53,236420
17119,1981,63,235041
17119,1982,60,232493
17119,1983,65,232537
17119,1984,62,232449
17119,1985,45,233458
17119,1986,58,233728
17119,1987,52,234280
17119,1988,63,234902
17119,1989,66,233906
17119,1990,57,234705
17119,1991,40,236540
17119,1992,64,237405
17119,1993,50,238508
17119,1994,66,239358
17119,1995,50,240172
17119,1996,53,240454
17119,1997,46,241477
17119,1998,61,241577
17121,1979,17,41304
17121,1980,14,40746
17121,1981,13,41615
17121,1982,7,41341
17121,1983,7,41285
17121,1984,8,40988
17121,1985,13,40497
17121,1986,8,40039
17121,1987,9,39569
17121,1988,8,38938
17121,1990,13,38268
17121,1991,10,38181
17121,1993,13,38360
17123,1979,4,12978
17123,1980,4,13515
17123,1981,2,13518
17123,1982,1,13289
17123,1983,3,13137
17123,1984,6,12747
17123,1985,1,12404
17123,1986,3,12080
17123,1987,2,11938
17123,1988,2,11850
17125,1979,7,18406
17125,1980,4,18351
17125,1981,5,18105
17125,1982,4,17615
17125,1983,2,17222
17125,1984,3,16694
17125,1985,4,16284
17125,1986,3,15772
17125,1987,1,15397
17125,1988,3,15193
17127,1979,3,14248
17127,1980,7,14008
17127,1981,5,14132
17127,1982,7,13982
17127,1983,4,13850
17127,1984,4,13792
17127,1985,5,13793
17127,1986,3,13766
17127,1987,7,13582
17127,1988,8,13606
17129,1979,4,10508
17129,1980,3,10915
17129,1981,2,10960
17129,1982,2,10875
17129,1983,3,10813
17129,1984,3,10799
17129,1985,1,10760
17129,1986,2,10676
17129,1987,1,10565
17129,1988,2,10505
17131,1979,9,18512
17131,1980,4,18223
17131,1981,3,18473
17131,1982,7,18323
17131,1983,1,18039
17131,1984,3,17769
17131,1985,2,17356
17131,1986,2,16867
17131,1987,2,16630
17131,1988,5,16495
17133,1979,3,18745
17133,1980,6,19051
17133,1981,3,19307
17133,1983,4,19207
17133,1984,3,19387
17133,1985,3,19465
17133,1987,3,20030
17133,1988,3,20347
17135,1979,9,29368
17135,1980,14,29312
17135,1981,9,30209
17135,1982,13,30126
17135,1983,11,29947
17135,1984,8,29399
17135,1985,10,29310
17135,1986,10,28937
17135,1987,5,28766
17135,1988,4,28641
17137,1979,9,34991
17137,1980,4,35139
17137,1981,9,35185
17137,1982,4,34739
17137,1983,6,34746
17137,1984,6,34412
17137,1985,9,34743
17137,1986,7,34458
17137,1987,7,34073
17137,1988,5,33813
17137,1990,11,33646
17137,1991,11,33719
17139,1979,2,13489
17139,1980,6,13423
17139,1981,5,13495
17139,1982,4,13428
17139,1983,4,13446
17139,1984,3,13246
17139,1985,1,13080
17139,1986,2,12930
17139,1987,5,12845
17139,1988,2,12726
17141,1979,7,44067
17141,1980,8,44100
17141,1981,14,44335
17141,1982,8,43657
17141,1983,9,43544
17141,1984,14,43356
17141,1985,8,43374
17141,1986,6,42741
17141,1987,9,42534
17141,1988,4,42677
17141,1995,11,45891
17143,1979,59,191293
17143,1980,45,191242
17143,1981,53,190348
17143,1982,60,188125
17143,1983,46,184529
17143,1984,30,180326
17143,1985,40,176279
17143,1986,43,171671
17143,1987,46,169991
17143,1988,42,169936
17143,1989,43,171311
17143,1990,32,171401
17143,1991,39,172534
17143,1992,45,172348
17143,1993,40,172207
17143,1994,35,171904
17143,1995,27,172436
17143,1996,55,172134
17143,1997,39,171570
17143,1998,37,171227
17145,1979,6,20187
17145,1980,4,20197
17145,1981,5,20478
17145,1982,8,20378
17145,1983,9,20559
17145,1984,6,20585
17145,1985,3,20514
17145,1986,4,20402
17145,1987,2,20189
17145,1988,5,19846
17147,1979,6,15550
17147,1980,6,15679
17147,1981,2,15745
17147,1982,4,15538
17147,1983,3,15410
17147,1984,4,15315
17147,1985,2,15195
17147,1986,3,14950
17147,1987,5,14777
17147,1988,1,14722
17149,1979,5,17367
17149,1980,6,17402
17149,1981,3,17540
17149,1982,5,17269
17149,1983,6,17303
17149,1984,1,17091
17149,1985,6,16774
17149,1986,2,16354
17149,1987,3,16189
17149,1988,4,16172
17151,1979,1,4226
17151,1980,2,4054
17151,1981,2,4145
17151,1982,2,4030
17151,1983,3,4030
17151,1984,1,4237
17151,1986,1,4175
17151,1987,1,4112
17151,1988,1,4038
17153,1979,3,8653
17153,1980,6,8160
17153,1981,3,8138
17153,1982,4,8023
17153,1983,2,7762
17153,1984,4,7674
17153,1985,4,7522
17153,1986,1,7417
17153,1987,3,7232
17153,1988,2,7054
17155,1979,1,5823
17155,1981,2,5916
17155,1982,2,5776
17155,1983,1,5787
17155,1984,2,5778
17155,1985,1,5655
17155,1986,1,5502
17155,1987,1,5429
17155,1988,2,5313
17157,1979,5,33115
17157,1980,10,33492
17157,1981,9,33523
17157,1982,9,33527
17157,1983,4,33443
17157,1984,7,33081
17157,1985,5,33017
17157,1986,6,32946
17157,1987,4,32697
17157,1988,3,32571
17157,1998,14,30962
17159,1979,4,16914
17159,1980,6,16539
17159,1981,5,17141
17159,1982,3,17340
17159,1983,6,17162
17159,1984,7,17011
17159,1985,4,16670
17159,1986,3,16150
17159,1987,3,15572
17159,1988,1,15215
17161,1979,55,158936
17161,1980,34,158658
17161,1981,50,159997
17161,1982,48,158071
17161,1983,35,155545
17161,1984,37,153392
17161,1985,32,150063
17161,1986,42,146715
17161,1987,33,143786
17161,1988,32,141165
17161,1989,43,140404
17161,1990,34,139092
17161,1991,26,139523
17161,1992,18,140248
17161,1993,32,140667
17161,1994,29,140084
17161,1995,29,139795
17161,1996,31,139028
17161,1997,26,139134
17161,1998,26,139074
17163,1979,114,261011
17163,1980,81,256783
17163,1981,87,255956
17163,1982,92,254504
17163,1983,79,253577
17163,1984,80,252708
17163,1985,87,252721
17163,1986,66,253512
17163,1987,73,253159
17163,1988,96,250925
17163,1989,58,250082
17163,1990,69,248777
17163,1991,76,247142
17163,1992,58,246841
17163,1993,71,249075
17163,1994,55,248534
17163,1995,74,247258
17163,1996,63,246620
17163,1997,63,245125
17163,1998,52,242936
17165,1979,22,25148
17165,1980,11,26124
17165,1981,14,26594
17165,1982,11,26476
17165,1983,13,26513
17165,1984,6,26139
17165,1985,5,25907
17165,1986,7,25545
17165,1987,7,25270
17165,1988,3,24816
17167,1979,44,167843
17167,1980,37,167652
17167,1981,42,166998
17167,1982,51,166133
17167,1983,53,166690
17167,1984,35,166531
17167,1985,38,166578
17167,1986,34,165724
17167,1987,32,165841
17167,1988,30,166713
17167,1989,34,166873
17167,1990,27,167331
17167,1991,24,169915
17167,1992,41,172592
17167,1993,28,175007
17167,1994,41,177301
17167,1995,29,177304
17167,1996,37,177628
17167,1997,44,177228
17167,1998,38,177024
17169,1979,2,7475
17169,1980,2,7683
17169,1981,1,7661
17169,1982,6,7544
17169,1983,2,7461
17169,1984,2,7302
17169,1985,1,7117
17169,1986,1,6990
17169,1987,1,6907
17169,1988,4,6869
17171,1979,2,5693
17171,1981,1,5637
17171,1982,1,5584
17171,1983,1,5481
17171,1984,2,5425
17171,1986,1,5326
17171,1987,2,5241
17171,1988,2,5229
17173,1979,4,22156
17173,1980,9,22387
17173,1981,8,22386
17173,1982,5,21994
17173,1983,6,21801
17173,1984,9,21643
17173,1985,6,21450
17173,1986,7,21127
17173,1987,6,20907
17173,1988,3,20819
17175,1979,1,6802
17175,1980,3,6888
17175,1981,2,6856
17175,1982,1,6705
17175,1983,1,6608
17175,1984,2,6522
17175,1987,1,6205
17175,1988,1,6041
17177,1979,16,46394
17177,1980,15,46610
17177,1981,11,47396
17177,1982,8,46730
17177,1983,6,46367
17177,1984,20,46163
17177,1985,6,46001
17177,1986,9,45527
17177,1987,8,45107
17177,1988,6,44935
17177,1995,10,45233
17179,1979,24,125907
17179,1980,26,127244
17179,1981,30,126493
17179,1982,27,124924
17179,1983,19,123393
17179,1984,25,121635
17179,1985,26,118966
17179,1986,19,116598
17179,1987,27,115478
17179,1988,22,115523
17179,1989,13,116220
17179,1990,25,116583
17179,1991,18,117043
17179,1992,21,117434
17179,1993,22,117301
17179,1994,31,117584
17179,1995,13,119648
17179,1996,19,119420
17179,1997,18,119490
17179,1998,21,119645
17181,1979,5,16017
17181,1980,7,16909
17181,1981,8,17208
17181,1982,2,16979
17181,1983,5,17128
17181,1984,6,17049
17181,1985,6,16969
17181,1986,6,16927
17181,1987,5,16742
17181,1988,6,16550
17183,1979,36,91979
17183,1980,31,90233
17183,1981,24,89321
17183,1982,22,87710
17183,1983,31,87359
17183,1984,19,86593
17183,1985,23,85930
17183,1986,14,85820
17183,1987,24,85032
17183,1988,30,83938
17183,1989,25,82849
17183,1990,14,82324
17183,1991,16,81846
17183,1992,21,81723
17183,1993,15,81560
17183,1994,21,81681
17183,1995,29,80209
17183,1996,29,78915
17183,1997,13,78841
17183,1998,18,78558
17185,1979,8,12745
17185,1980,7,12928
17185,1981,11,13165
17185,1982,8,13081
17185,1983,3,13133
17185,1984,5,13060
17185,1985,7,12939
17185,1986,2,12726
17185,1987,6,12561
17185,1988,5,12447
17187,1979,10,20521
17187,1980,2,20478
17187,1981,6,20631
17187,1982,3,20122
17187,1983,1,19927
17187,1984,3,19493
17187,1985,4,19202
17187,1986,2,18896
17187,1987,9,18278
17187,1988,2,18029
17189,1979,2,13892
17189,1980,9,14265
17189,1981,5,14368
17189,1982,6,14242
17189,1983,3,14168
17189,1984,2,13945
17189,1985,1,13969
17189,1986,4,13828
17189,1987,4,13816
17189,1988,2,13922
17191,1979,9,16922
17191,1980,4,16700
17191,1981,7,17088
17191,1982,6,17169
17191,1983,6,17283
17191,1984,5,17088
17191,1985,2,16869
17191,1986,3,16655
17191,1987,4,16193
17191,1988,3,15970
17193,1979,6,16197
17193,1980,15,16424
17193,1981,3,16827
17193,1982,10,16850
17193,1983,1,16597
17193,1984,9,16484
17193,1985,5,16341
17193,1986,5,16089
17193,1987,3,15790
17193,1988,3,15318
17195,1979,15,63185
17195,1980,14,62882
17195,1981,22,62363
17195,1982,17,60938
17195,1983,6,59943
17195,1984,9,59298
17195,1985,11,58743
17195,1986,13,57764
17195,1987,7,57289
17195,1988,11,57016
17195,1989,10,56750
17195,1990,12,56244
17195,1991,10,56466
17195,1998,10,56096
17197,1979,53,310787
17197,1980,63,315390
17197,1981,50,316776
17197,1982,51,315800
17197,1983,45,316008
17197,1984,52,317443
17197,1985,45,319656
17197,1986,50,322890
17197,1987,49,327502
17197,1988,42,332966
17197,1989,43,338885
17197,1990,41,344819
17197,1991,54,354427
17197,1992,62,362199
17197,1993,40,374191
17197,1994,73,387157
17197,1995,40,402523
17197,1996,70,417874
17197,1997,45,433252
17197,1998,43,449374
17199,1979,21,53316
17199,1980,15,53015
17199,1981,15,54264
17199,1982,12,54096
17199,1983,21,54238
17199,1984,17,54403
17199,1985,11,54473
17199,1986,15,54348
17199,1987,11,54480
17199,1988,15,54097
17199,1989,17,53645
17199,1990,13,53400
17199,1991,12,53416
17199,1993,12,54480
17199,1994,13,55258
17199,1996,12,55715
17199,1997,14,56196
17199,1998,14,56288
17201,1979,53,237631
17201,1980,51,240841
17201,1981,57,240697
17201,1982,50,238806
17201,1983,57,236869
17201,1984,46,236266
17201,1985,46,237233
17201,1986,50,236899
17201,1987,54,237076
17201,1988,45,237081
17201,1989,54,238572
17201,1990,42,239720
17201,1991,59,244168
17201,1992,26,246835
17201,1993,41,249646
17201,1994,49,251533
17201,1995,42,253338
17201,1996,47,255640
17201,1997,43,257010
17201,1998,49,258618
17203,1979,6,30259
17203,1980,7,31602
17203,1981,9,31925
17203,1982,6,31683
17203,1983,5,31179
17203,1984,6,30816
17203,1985,6,30294
17203,1986,4,30594
17203,1987,2,30326
17203,1988,3,29934
18001,1979,13,28329
18001,1980,2,28240
18001,1981,6,28269
18001,1982,5,28263
18001,1983,6,28302
18001,1984,9,28472
18001,1985,10,28623
18001,1986,8,28679
18001,1987,7,29054
18001,1988,4,29320
18003,1979,105,283166
18003,1980,67,283113
18003,1981,53,279567
18003,1982,54,277017
18003,1983,61,274512
18003,1984,59,274029
18003,1985,46,276914
18003,1986,57,280473
18003,1987,63,284771
18003,1988,52,286062
18003,1989,55,286780
18003,1990,44,286870
18003,1991,46,289875
18003,1992,57,292049
18003,1993,52,294388
18003,1994,42,296520
18003,1995,42,298535
18003,1996,48,301301
18003,1997,42,304438
18003,1998,53,307966
18005,1979,9,61853
18005,1980,12,62770
18005,1981,13,61844
18005,1982,8,61498
18005,1983,15,61118
18005,1984,8,60884
18005,1985,15,60623
18005,1986,10,60168
18005,1987,8,60575
18005,1988,11,60459
18005,1991,12,61748
18005,1992,11,62215
18005,1995,11,64940
18005,1998,10,66482
18007,1979,2,9806
18007,1981,2,9401
18007,1982,6,9437
18007,1983,4,9271
18007,1984,1,9150
18007,1985,1,9106
18007,1986,4,8973
18007,1987,1,8831
18009,1979,7,14822
18009,1980,8,14754
18009,1981,3,14654
18009,1982,4,14451
18009,1983,5,14177
18009,1984,6,14187
18009,1985,8,13991
18009,1986,5,13778
18009,1987,6,13540
18009,1988,4,13293
18011,1979,14,33830
18011,1980,7,34575
18011,1981,12,35140
18011,1982,7,35102
18011,1983,4,34877
18011,1984,8,35065
18011,1985,4,35004
18011,1986,9,34909
18011,1987,9,35344
18011,1988,2,35597
18013,1979,3,11612
18013,1980,3,11907
18013,1981,2,11867
18013,1982,3,11984
18013,1983,3,12075
18013,1984,9,12178
18013,1985,4,12330
18013,1986,3,12570
18013,1987,1,12716
18013,1988,8,12856
18015,1979,4,18554
18015,1980,4,18630
18015,1981,7,18754
18015,1982,7,18362
18015,1983,2,18126
18015,1984,1,17785
18015,1985,2,17653
18015,1986,2,17514
18015,1987,5,17452
18015,1988,3,17590
18017,1979,15,38847
18017,1980,11,38974
18017,1981,9,38623
18017,1982,7,38388
18017,1983,15,37847
18017,1984,7,37817
18017,1985,7,37567
18017,1986,11,37338
18017,1987,4,37329
18017,1988,4,36591
18017,1989,10,36361
18017,1990,15,35998
18017,1994,11,36571
18017,1995,12,36654
18017,1996,10,37110
18017,1997,10,37310
18019,1979,24,85744
18019,1980,18,85797
18019,1981,29,86157
18019,1982,32,85958
18019,1983,20,86321
18019,1984,31,85586
18019,1985,23,84812
18019,1986,35,84364
18019,1987,25,83510
18019,1988,25,83776
18019,1989,17,83941
18019,1990,24,83450
18019,1991,23,84222
18019,1992,21,84842
18019,1993,24,85505
18019,1994,25,86155
18019,1995,23,86849
18019,1996,13,87882
18019,1997,24,88630
18019,1998,28,89357
18021,1979,7,23101
18021,1980,13,23205
18021,1981,7,22835
18021,1982,9,22939
18021,1983,7,23044
18021,1984,11,22959
18021,1985,14,22830
18021,1986,10,22947
18021,1987,10,22947
18021,1988,2,22936
18021,1990,11,22837
18021,1993,15,23637
18023,1979,13,29155
18023,1980,10,29403
18023,1981,13,29346
18023,1982,9,29369
18023,1983,13,29085
18023,1984,9,28873
18023,1985,10,28616
18023,1986,4,28536
18023,1987,14,28605
18023,1988,4,28545
18023,1990,10,28767
18023,1991,11,29253
18023,1993,11,29863
18023,1994,13,30174
18025,1979,4,9185
18025,1981,1,9212
18025,1982,2,9127
18025,1983,1,9133
18025,1984,8,9258
18025,1985,2,9388
18025,1986,2,9484
18025,1987,1,9400
18025,1988,1,9234
18027,1979,12,25603
18027,1980,19,26216
18027,1981,14,26403
18027,1982,16,26618
18027,1983,15,26597
18027,1984,12,26684
18027,1985,9,26369
18027,1986,12,26097
18027,1987,7,25932
18027,1988,12,25837
18027,1989,12,25687
18029,1979,11,32162
18029,1980,8,32786
18029,1981,6,33015
18029,1982,9,33377
18029,1983,14,33767
18029,1984,5,34129
18029,1985,5,33851
18029,1986,9,34686
18029,1987,10,35208
18029,1988,5,35460
18029,1996,10,41504
18031,1979,4,22765
18031,1980,5,22592
18031,1981,8,22505
18031,1982,2,22307
18031,1983,8,22153
18031,1984,2,22073
18031,1985,6,22049
18031,1986,4,21988
18031,1987,2,22113
18031,1988,2,22215
18033,1979,13,31635
18033,1980,11,32040
18033,1981,13,31413
18033,1982,8,31350
18033,1983,7,31155
18033,1984,3,31619
18033,1985,9,31968
18033,1986,10,32180
18033,1987,4,32680
18033,1988,9,33068
18033,1989,10,33214
18033,1995,11,35911
18035,1979,35,123692
18035,1980,26,123509
18035,1981,35,122059
18035,1982,37,120452
18035,1983,34,118508
18035,1984,26,117865
18035,1985,22,116278
18035,1986,26,114880
18035,1987,21,115021
18035,1988,21,114447
18035,1989,24,113679
18035,1990,21,113272
18035,1991,13,113435
18035,1992,16,113630
18035,1993,20,114035
18035,1994,17,113611
18035,1995,22,113680
18035,1996,21,113438
18035,1997,22,113308
18035,1998,19,112198
18037,1979,6,32262
18037,1980,6,32694
18037,1981,4,32847
18037,1982,3,32825
18037,1983,4,33223
18037,1984,8,33538
18037,1985,4,33529
18037,1986,8,33851
18037,1987,5,34246
18037,1988,6,34594
18039,1979,30,131429
18039,1980,28,131917
18039,1981,34,131167
18039,1982,30,132314
18039,1983,36,134075
18039,1984,30,138327
18039,1985,41,140752
18039,1986,12,142214
18039,1987,26,144171
18039,1988,25,146844
18039,1989,34,148519
18039,1990,24,148639
18039,1991,35,150206
18039,1992,28,152290
18039,1993,23,155233
18039,1994,20,157992
18039,1995,28,161160
18039,1996,30,163612
18039,1997,26,166223
18039,1998,34,168677
18041,1979,11,26676
18041,1980,8,27029
18041,1981,9,26796
18041,1982,8,26414
18041,1983,6,26481
18041,1984,8,26106
18041,1985,4,25662
18041,1986,4,25417
18041,1987,6,25040
18041,1988,12,24463
18043,1979,17,57872
18043,1980,16,58499
18043,1981,13,59245
18043,1982,13,59375
18043,1983,18,59319
18043,1984,27,59155
18043,1985,18,58930
18043,1986,14,58717
18043,1987,22,58935
18043,1988,5,59478
18043,1990,13,60918
18043,1992,11,63087
18043,1993,11,63986
18043,1994,14,64566
18043,1995,14,65264
18043,1997,17,66425
18043,1998,21,66470
18045,1979,7,18585
18045,1980,3,17956
18045,1981,6,18265
18045,1982,5,18022
18045,1983,7,17733
18045,1984,3,17544
18045,1985,6,17396
18045,1986,4,17111
18045,1987,7,16950
18045,1988,2,16647
18047,1979,8,18296
18047,1980,2,18706
18047,1981,1,18968
18047,1982,1,18792
18047,1983,1,18868
18047,1984,2,18864
18047,1985,3,18786
18047,1986,3,18582
18047,1987,3,18557
18047,1988,5,18642
18049,1979,4,18169
18049,1980,2,18250
18049,1981,5,18098
18049,1982,6,17945
18049,1983,4,17709
18049,1984,4,17618
18049,1985,5,17600
18049,1986,10,17342
18049,1987,4,17279
18049,1988,5,17362
18051,1979,13,31052
18051,1980,8,31185
18051,1981,4,31556
18051,1982,4,31685
18051,1983,5,31597
18051,1984,8,31284
18051,1985,2,30756
18051,1986,9,30405
18051,1987,7,30087
18051,1988,4,29936
18051,1995,10,29627
18053,1979,32,77751
18053,1980,23,77456
18053,1981,26,75962
18053,1982,17,74569
18053,1983,21,73737
18053,1984,16,73565
18053,1985,18,72837
18053,1986,12,71888
18053,1987,14,71045
18053,1988,21,70546
18053,1989,19,70352
18053,1990,24,70069
18053,1991,22,70188
18053,1992,17,70094
18053,1993,15,69830
18053,1994,10,69837
18053,1995,16,69887
18053,1996,11,69606
18053,1997,16,69050
18055,1979,4,28332
18055,1980,8,28272
18055,1981,8,28283
18055,1982,5,28087
18055,1983,4,27860
18055,1984,6,27997
18055,1985,7,27929
18055,1986,8,27776
18055,1987,10,27881
18055,1988,5,27736
18055,1990,10,28178
18057,1979,11,78293
18057,1980,11,79477
18057,1981,14,81393
18057,1982,15,81808
18057,1983,15,82386
18057,1984,8,84619
18057,1985,12,86325
18057,1986,10,88963
18057,1987,14,93325
18057,1988,7,97595
18057,1990,17,105439
18057,1992,10,117480
18057,1994,12,131004
18057,1995,15,137693
18057,1996,11,144616
18057,1997,15,151733
18057,1998,14,159960
18059,1979,12,41687
18059,1980,7,42428
18059,1981,3,42340
18059,1982,9,42416
18059,1983,9,42373
18059,1984,12,42155
18059,1985,9,41915
18059,1986,4,41741
18059,1987,8,42299
18059,1988,6,42789
18059,1998,10,51273
18061,1979,7,25785
18061,1980,7,26227
18061,1981,5,26723
18061,1982,3,26840
18061,1983,2,26786
18061,1984,1,26897
18061,1985,4,27288
18061,1986,8,27237
18061,1987,8,27680
18061,1988,8,28038
18063,1979,16,65842
18063,1980,10,67626
18063,1981,15,68076
18063,1982,10,68644
18063,1983,5,68647
18063,1984,9,68571
18063,1985,13,68981
18063,1986,16,69545
18063,1987,7,70658
18063,1988,10,71253
18063,1990,12,72886
18063,1991,12,74688
18063,1994,13,81366
18063,1995,11,83772
18063,1996,11,86434
18063,1997,14,89370
18063,1998,13,92724
18065,1979,17,51000
18065,1980,21,50705
18065,1981,9,49793
18065,1982,18,48635
18065,1983,14,47790
18065,1984,22,47384
18065,1985,13,46766
18065,1986,10,46129
18065,1987,9,45716
18065,1988,6,45538
18065,1989,11,45291
18065,1990,10,45135
18065,1992,11,45499
18065,1993,22,45488
18065,1994,17,45690
18065,1995,11,45840
18067,1979,22,84328
18067,1980,23,83784
18067,1981,20,82802
18067,1982,17,81629
18067,1983,14,81096
18067,1984,16,81165
18067,1985,11,80930
18067,1986,16,80093
18067,1987,14,78587
18067,1988,14,77260
18067,1989,12,76999
18067,1990,19,77064
18067,1992,17,78382
18067,1993,16,79079
18067,1994,14,79183
18067,1995,22,79452
18067,1996,14,80094
18067,1998,12,79450
18069,1979,6,33703
18069,1980,6,33435
18069,1981,8,33082
18069,1982,9,32442
18069,1983,13,32038
18069,1984,9,32306
18069,1985,12,32607
18069,1986,4,32387
18069,1987,7,32762
18069,1988,13,33196
18071,1979,6,34270
18071,1980,11,34659
18071,1981,15,34992
18071,1982,8,35120
18071,1983,9,34978
18071,1984,3,35029
18071,1985,5,34980
18071,1986,7,34852
18071,1987,8,34910
18071,1988,6,34977
18071,1993,15,36634
18071,1994,12,36901
18071,1998,11,38302
18073,1979,5,24476
18073,1980,4,25126
18073,1981,4,25712
18073,1982,5,25398
18073,1983,5,24912
18073,1984,2,24582
18073,1985,6,24325
18073,1986,7,23976
18073,1987,7,23520
18073,1988,4,23419
18075,1979,12,22476
18075,1980,10,22053
18075,1981,5,21882
18075,1982,7,21444
18075,1983,5,20860
18075,1984,5,20835
18075,1985,7,20644
18075,1986,7,20428
18075,1987,6,20320
18075,1988,3,20291
18077,1979,12,28963
18077,1980,7,29082
18077,1981,13,28901
18077,1982,6,29103
18077,1983,5,29297
18077,1984,6,28828
18077,1985,10,27599
18077,1986,3,27370
18077,1987,16,27707
18077,1988,6,27849
18077,1997,11,29499
18079,1979,6,21973
18079,1980,9,21958
18079,1981,6,21909
18079,1982,8,22060
18079,1983,4,22087
18079,1984,9,22156
18079,1985,7,22236
18079,1986,5,22041
18079,1987,5,22127
18079,1988,2,22412
18081,1979,15,72261
18081,1980,12,74121
18081,1981,17,75424
18081,1982,16,76151
18081,1983,12,76305
18081,1984,8,77126
18081,1985,21,78041
18081,1986,16,79121
18081,1987,12,80576
18081,1988,17,81284
18081,1989,14,82641
18081,1990,16,83981
18081,1991,12,87547
18081,1992,11,89105
18081,1994,15,94062
18081,1995,13,96617
18081,1996,11,99305
18081,1997,21,101472
18081,1998,14,103965
18083,1979,27,39135
18083,1980,16,39319
18083,1981,22,39808
18083,1982,17,39600
18083,1983,17,39573
18083,1984,12,39460
18083,1985,13,39183
18083,1986,14,38426
18083,1987,9,37873
18083,1988,15,37386
18083,1994,10,37154
18083,1995,15,37063
18083,1996,13,36920
18083,1997,21,36921
18083,1998,12,36674
18085,1979,16,56427
18085,1980,9,57330
18085,1981,17,57460
18085,1982,14,57234
18085,1983,9,57485
18085,1984,15,58832
18085,1985,13,59892
18085,1986,15,60217
18085,1987,10,60567
18085,1988,15,61351
18085,1989,14,62183
18085,1990,10,62145
18085,1991,13,62333
18085,1995,10,66231
18085,1997,10,67998
18087,1979,7,24684
18087,1980,7,24676
18087,1981,1,25202
18087,1982,7,25551
18087,1983,6,25916
18087,1984,1,26131
18087,1985,8,26626
18087,1986,3,27066
18087,1987,10,27458
18087,1988,6,27847
18087,1994,10,30170
18089,1979,176,515906
18089,1980,142,507896
18089,1981,142,499143
18089,1982,139,491904
18089,1983,112,482135
18089,1984,139,475366
18089,1985,144,468886
18089,1986,147,457763
18089,1987,134,451597
18089,1988,127,452227
